,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations
126,0916799-DCA,Business,03/31/2021,PARK ON 44TH CORP.,0,230,E 44TH ST,0,NEW YORK,NY,10017,2127373279,Manhattan,1.0,230 E 44TH ST,0.0,0.0,0.0,0.0
127,2099667-DCA,Business,03/31/2025,333 EAST 46TH PARKING CORP,0,333,E 46TH ST,0,NEW YORK,NY,10017,2127367171,Manhattan,1.0,333 E 46TH ST,0.0,0.0,0.0,0.0
128,2101786-DCA,Business,03/31/2025,157 WEST 83RD PARKING MANAGEMENT CORP.,0,157,W 83RD ST,0,NEW YORK,NY,10024,2127367171,Manhattan,1.0,157 W 83RD ST,0.0,0.0,0.0,0.0
129,0429658-DCA,Business,03/31/2025,REGAL PARKING LLC,0,250,MADISON AVE,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,250 MADISON AVE,0.0,0.0,0.0,0.0
130,1101721-DCA,Business,03/31/2007,LIANA PARKING CORP.,0,330,E 70TH ST,0,NEW YORK,NY,10021,2126444955,Manhattan,1.0,330 E 70TH ST,0.0,0.0,0.0,0.0
131,2108227-DCA,Business,03/31/2025,EMPIRE I PARKING GARAGE INC,0,950,WESTCHESTER AVE,0,BRONX,NY,10459,3472207660,Bronx,2.0,950 WESTCHESTER AVE,0.0,0.0,0.0,0.0
132,2103726-DCA,Business,03/31/2025,MP ASHLAND PARKING LLC,0,152,ASHLAND PLACE,0,BROOKLYN,NY,11201,212-490-3460,Brooklyn,3.0,152 ASHLAND PLACE,0.0,0.0,0.0,0.0
133,2078121-DCA,Business,03/31/2025,GM PARK GROUP INC,0,116,NOSTRAND AVE,0,BROOKLYN,NY,11205,6466100315,Brooklyn,3.0,116 NOSTRAND AVE,0.0,0.0,0.0,0.0
134,2017620-DCA,Business,03/31/2021,QUIK PARK 3RD AVE LLC,0,1142,3RD AVE,0,NEW YORK,NY,10065,212-686-9800,Manhattan,1.0,1142 3RD AVE,0.0,0.0,0.0,0.0
135,0369956-DCA,Business,03/31/2025,STATE-PEARL GARAGE INC.,0,1,BATTERY PARK PLZ,0,NEW YORK,NY,10004,2124072516,Manhattan,1.0,1 BATTERY PARK PLZ,0.0,0.0,3.0,0.0
136,2097128-DCA,Business,03/31/2025,146-154 THIRD AVENUE PARKING CORP,0,146,3RD AVE,0,NEW YORK,NY,10003,2127367171,Manhattan,1.0,146 3RD AVE,0.0,0.0,0.0,0.0
137,2106625-DCA,Business,02/21/2023,"IMPERIAL PARKING (U.S.), LLC",0,2910,BROADWAY,0,ASTORIA,NY,11106,2129378660,Queens,4.0,2910 BROADWAY,27.0,3.0,3.0,1.0
138,2111188-DCA,Business,03/31/2025,PROPARK AMERICA NEW YORK LLC,0,139,CHARLES STREET,0,NEW YORK,NY,10014,9174152415,Manhattan,1.0,139 CHARLES STREET,2.0,2.0,1.0,1.0
139,2103994-DCA,Business,05/23/2023,MP PIER 57 PARKING LLC,0,29,11TH AVE,0,NEW YORK,NY,10011,212-490-3460,Manhattan,1.0,29 11TH AVE,0.0,0.0,0.0,0.0
140,1338636-DCA,Business,03/31/2025,HARL PARKING CORP.,0,1481,5TH AVE,0,NEW YORK,NY,10035,2129299404,Manhattan,1.0,1481 5TH AVE,0.0,0.0,0.0,0.0
141,2067173-DCA,Business,03/31/2025,ELMHURST PARKING CORPORATION,0,8015,41ST AVE,0,ELMHURST,NY,11373,9173251969,Queens,4.0,8015 41ST AVE,0.0,0.0,0.0,0.0
142,2008172-DCA,Business,03/31/2015,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,250,W 50TH ST,0,NEW YORK,NY,10019,8605227641,Manhattan,1.0,250 W 50TH ST,0.0,0.0,0.0,0.0
143,2024014-DCA,Business,03/31/2025,62 MULBERRY PARKING CORP,0,62,MULBERRY ST,0,NEW YORK,NY,10013,212-736-7171,Manhattan,1.0,62 MULBERRY ST,0.0,0.0,0.0,0.0
144,1328217-DCA,Business,03/31/2025,WILLBE PARKING LLC,0,318,E 15TH ST,0,NEW YORK,NY,10003,2122604305,Manhattan,1.0,318 E 15TH ST,0.0,0.0,0.0,0.0
145,1002786-DCA,Business,03/31/2025,111 EIGHTH AVENUE PARKING LLC,0,111,8TH AVE,0,NEW YORK,NY,10011,2126869800,Manhattan,1.0,111 8TH AVE,0.0,0.0,0.0,0.0
146,2038951-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,13620,38TH AVE,0,FLUSHING,NY,11354,8605227641,Queens,4.0,13620 38TH AVE,0.0,0.0,0.0,0.0
147,1464646-DCA,Business,03/31/2025,DISCOVER 97 PARKING LLC,0,750,COLUMBUS AVE,0,NEW YORK,NY,10025,2126869800,Manhattan,1.0,750 COLUMBUS AVE,0.0,0.0,0.0,0.0
148,2024293-DCA,Business,05/27/2017,PROPARK AMERICA NEW YORK LLC,0,9015,QUEENS BLVD,0,ELMHURST,NY,11373,9174152415,Queens,4.0,9015 QUEENS BLVD,0.0,0.0,0.0,0.0
149,1234298-DCA,Business,03/31/2025,METROPOLITAN 51 PARKING LLC,0,569-573,LEXINGTON AVE,0,NEW YORK,NY,10022,2123088474,Manhattan,1.0,569-573 LEXINGTON AVE,0.0,0.0,0.0,0.0
150,0982918-DCA,Business,03/31/2025,331 50TH ST. PARKING CORP.,0,336,W 51ST ST,0,NEW YORK,NY,10019,991793977,Manhattan,1.0,336 W 51ST ST,0.0,0.0,0.0,0.0
151,2093271-DCA,Business,03/31/2025,MP HEIGHTS PARKING LLC,0,107,COLUMBIA HTS,0,BROOKLYN,NY,11201,2124903460,Brooklyn,3.0,107 COLUMBIA HTS,0.0,0.0,0.0,0.0
152,2097368-DCA,Business,03/31/2025,MP WEST 34 JAV LLC,0,651,W 33RD ST,0,NEW YORK,NY,10001,212-490-3460,Manhattan,1.0,651 W 33RD ST,0.0,0.0,0.0,0.0
153,0469552-DCA,Business,03/31/2021,CONSOLIDATED PARKING LLC,0,146,3RD AVE,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,146 3RD AVE,0.0,0.0,0.0,0.0
154,2086374-DCA,Business,03/31/2025,SEWARD PARK GARAGE LLC,0,240,E BROADWAY,0,NEW YORK,NY,10002,6465840409,Manhattan,1.0,240 E BROADWAY,0.0,0.0,0.0,0.0
155,1305460-DCA,Business,03/31/2025,THEATER 50 PARKING LLC,0,305,W 50TH ST,0,NEW YORK,NY,10019,2126869800,Manhattan,1.0,305 W 50TH ST,0.0,0.0,0.0,0.0
156,1423872-DCA,Business,03/31/2025,PARK KWIK LLC,0,85,ADAMS ST,0,BROOKLYN,NY,11201,7182222500,Brooklyn,3.0,85 ADAMS ST,0.0,0.0,0.0,0.0
157,2103151-DCA,Business,03/31/2025,MP 80 DEKALB PARKING LLC,0,74,DEKALB AVE,0,BROOKLYN,NY,11201,2124903460,Brooklyn,3.0,74 DEKALB AVE,0.0,0.0,0.0,0.0
158,2109439-DCA,Business,03/08/2023,II IN LOT PARKING CORP,0,2028,CRESTON AVE,0,BRONX,NY,10453,3476175862,Bronx,2.0,2028 CRESTON AVE,0.0,0.0,0.0,0.0
159,0887551-DCA,Business,03/31/2025,"J & B PARKING GARAGE, INC.",0,2123,AMSTERDAM AVE,0,NEW YORK,NY,10032,2125433328,Manhattan,1.0,2123 AMSTERDAM AVE,0.0,0.0,0.0,0.0
160,2072503-DCA,Business,03/31/2025,LAZ PARKING NEW YORK/NEW JERSEY LLC,"LAZ PARKING NY, NJ LLC",525,E 68TH ST,0,NEW YORK,NY,10065,7184042575,Manhattan,1.0,525 E 68TH ST,0.0,0.0,0.0,0.0
161,2051269-DCA,Business,10/27/2022,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,1113,YORK AVE,0,NEW YORK,NY,10065,8605227641,Manhattan,1.0,1113 YORK AVE,0.0,0.0,0.0,0.0
162,2108228-DCA,Business,03/31/2025,EMPIRE II PARKING GARAGE INC,0,780,SAINT ANNS AVE,0,BRONX,NY,10456,3472207660,Bronx,2.0,780 SAINT ANNS AVE,0.0,0.0,0.0,0.0
163,2092125-DCA,Business,03/31/2025,KK ENTERPRISE GROUP INC,0,4745,PARK AVE,0,BRONX,NY,10458,9173277488,Bronx,2.0,4745 PARK AVE,0.0,0.0,0.0,0.0
164,1402662-DCA,Business,03/31/2025,330 THIRD PARKING CORP.,0,330,3RD AVE,0,NEW YORK,NY,10010,2127367171,Manhattan,1.0,330 3RD AVE,0.0,0.0,0.0,0.0
165,1432040-DCA,Business,03/31/2025,1908 PARK AVENUE STORAGE LLC,1908 PARKING COMPANY,1908,PARK AVE,0,NEW YORK,NY,10035,212-427-4004,Manhattan,1.0,1908 PARK AVE,0.0,0.0,0.0,0.0
166,2071856-DCA,Business,03/31/2025,BRUCKNER PARKING LLC,0,25,BRUCKNER BLVD,0,BRONX,NY,10454,212-929-9404,Bronx,2.0,25 BRUCKNER BLVD,0.0,0.0,0.0,0.0
167,2105939-DCA,Business,03/31/2025,MP CROY PARKING LLC,0,12,E 86TH ST,0,NEW YORK,NY,10028,2124903460,Manhattan,1.0,12 E 86TH ST,0.0,0.0,0.0,0.0
168,2097371-DCA,Business,03/31/2025,301 EAST 40TH STREET PARKING CORP.,0,301,E 40TH ST,0,NEW YORK,NY,10016,2127367171,Manhattan,1.0,301 E 40TH ST,0.0,0.0,0.0,0.0
169,2039078-DCA,Business,03/31/2021,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,779-789,RIVERSIDE DR,0,NEW YORK,NY,10032,8605227641,Manhattan,1.0,779-789 RIVERSIDE DR,0.0,0.0,0.0,0.0
170,2096582-DCA,Business,11/16/2021,"LAZ PARKING NEW YORK, NEW JERSEY LLC",0,1283,YORK AVE,0,NEW YORK,NY,10065,2122652239,Manhattan,1.0,1283 YORK AVE,0.0,0.0,0.0,0.0
171,2031173-DCA,Business,03/31/2021,ACE'S PARKING GARAGE INC.,0,950,WESTCHESTER AVE,0,BRONX,NY,10459,3472207660,Bronx,2.0,950 WESTCHESTER AVE,0.0,0.0,0.0,0.0
172,2106349-DCA,Business,03/31/2025,SAFE PARKING NYC INC,0,424,E 147TH ST,0,BRONX,NY,10455,9175290966,Bronx,2.0,424 E 147TH ST,0.0,0.0,0.0,0.0
173,0368502-DCA,Business,03/31/2025,GLOBAL PARKING LLC,0,143,W 40TH ST,0,NEW YORK,NY,10018,2126869800,Manhattan,1.0,143 W 40TH ST,0.0,0.0,0.0,0.0
174,1187112-DCA,Business,03/31/2025,59 AND 5TH PARKING LLC,0,767,5TH AVE,0,NEW YORK,NY,10153,2126869800,Manhattan,1.0,767 5TH AVE,0.0,0.0,0.0,0.0
175,2095094-DCA,Business,03/31/2021,CHARLES GARAGE MGMT LLC,0,140,CHARLES ST,0,NEW YORK,NY,10014,7187187276,Manhattan,1.0,140 CHARLES ST,0.0,0.0,0.0,0.0
176,2111561-DCA,Business,06/06/2023,82-27 BAXTER PARKING LLC,0,4025,82ND ST,0,ELMHURST,NY,11373,6318161177,Queens,4.0,4025 82ND ST,0.0,0.0,0.0,0.0
177,2089152-DCA,Business,03/31/2025,LIAM GARAGE LLC,0,77,W 15TH ST,0,NEW YORK,NY,10011,646-964-4323,Manhattan,1.0,77 W 15TH ST,0.0,0.0,0.0,0.0
178,1390617-DCA,Business,03/31/2025,PARK KWIK LLC,0,770,11TH AVE,0,NEW YORK,NY,10019,7182222500,Manhattan,1.0,770 11TH AVE,0.0,0.0,0.0,0.0
179,1218380-DCA,Business,03/31/2025,444 MANHATTAN PARKING CORP.,0,309,W 118TH ST,0,NEW YORK,NY,10026,0,Manhattan,1.0,309 W 118TH ST,0.0,0.0,0.0,0.0
180,2103217-DCA,Business,03/31/2025,LEONARD STREET PARKING LP,EDISON PARK FAST,88,LEONARD ST,0,NEW YORK,NY,10013,973-849-2879,Manhattan,1.0,88 LEONARD ST,0.0,0.0,0.0,0.0
181,1290457-DCA,Business,03/31/2015,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,3804,NOSTRAND AVE,0,BROOKLYN,NY,11235,8605227641,Brooklyn,3.0,3804 NOSTRAND AVE,0.0,0.0,0.0,0.0
182,1445860-DCA,Business,03/31/2025,"EDISON NY PARKING, LLC",0,270,DYCKMAN ST,0,NEW YORK,NY,10034,3477285044,Manhattan,1.0,270 DYCKMAN ST,0.0,0.0,0.0,0.0
183,2017701-DCA,Business,03/31/2015,ARTHUR MANAGEMENT CORPORATION,0,4400,3RD AVE,0,BRONX,NY,10457,7189603867,Bronx,2.0,4400 3RD AVE,0.0,0.0,0.0,0.0
184,2003468-DCA,Business,03/31/2025,QUIK PARK LIBBY 2 LLC,0,300,E 48TH ST,0,NEW YORK,NY,10017,0,Manhattan,1.0,300 E 48TH ST,0.0,0.0,0.0,0.0
185,1181493-DCA,Business,03/31/2025,UPTOWN PARKING LLC,0,201,E 63RD ST,0,NEW YORK,NY,10065,212-686-9800,Manhattan,1.0,201 E 63RD ST,0.0,0.0,0.0,0.0
186,2009327-DCA,Business,08/29/2022,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,3916,PRINCE ST,0,FLUSHING,NY,11354,8605227641,Queens,4.0,3916 PRINCE ST,0.0,0.0,0.0,0.0
187,2102174-DCA,Business,05/23/2022,LAZ PARKING NEW YORK/NEW JERSEY LLC,0,13327,39TH AVE,0,FLUSHING,NY,11354,7184042575,Queens,4.0,13327 39TH AVE,0.0,0.0,0.0,0.0
188,2109713-DCA,Business,04/23/2023,CHAMPION PARKING 113 LLC,0,400,W 113TH ST,0,NEW YORK,NY,10025,2123085959,Manhattan,1.0,400 W 113TH ST,0.0,0.0,0.0,0.0
189,1181124-DCA,Business,03/31/2025,200 EAST PARKING CORP.,0,1081,3RD AVE,0,NEW YORK,NY,10065,212-736-7171 X1014,Manhattan,1.0,1081 3RD AVE,0.0,0.0,0.0,0.0
190,0699244-DCA,Business,03/31/2023,79TH STREET PARKING LLC,0,900,PARK AVE,0,NEW YORK,NY,10075,2126869800,Manhattan,1.0,900 PARK AVE,0.0,0.0,0.0,0.0
191,1318584-DCA,Business,03/22/2021,"325 FIFTH CAR PARK, LLC",0,325,5TH AVE,0,NEW YORK,NY,10016,2129966363,Manhattan,1.0,325 5TH AVE,0.0,0.0,0.0,0.0
192,2076434-DCA,Business,02/17/2020,"ONE PARKING RC, INC.",0,10,ROCKEFELLER PLZ,0,NEW YORK,NY,10020,480-272-2100,Manhattan,1.0,10 ROCKEFELLER PLZ,0.0,0.0,1.0,0.0
193,1185631-DCA,Business,03/31/2025,SUTTON 53 PARKING LLC,0,410,E 54TH ST,0,NEW YORK,NY,10022,212-686-9800,Manhattan,1.0,410 E 54TH ST,0.0,0.0,0.0,0.0
194,2046730-DCA,Business,03/31/2021,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,199,WATER ST,0,NEW YORK,NY,10038,8605227641,Manhattan,1.0,199 WATER ST,0.0,0.0,0.0,0.0
195,1447270-DCA,Business,03/31/2025,WALL PARK 45 LLC,0,45,WALL ST,0,NEW YORK,NY,10005,2126869800,Manhattan,1.0,45 WALL ST,0.0,0.0,0.0,0.0
196,0976183-DCA,Business,03/31/2025,EVER-READY PARKING INC.,0,330,E 46TH ST,0,NEW YORK,NY,10017,2127367171,Manhattan,1.0,330 E 46TH ST,0.0,0.0,0.0,0.0
197,1146424-DCA,Business,03/31/2025,REGAL PARKING CORP.,0,9822,63RD DR,0,REGO PARK,NY,11374,2127367171,Queens,4.0,9822 63RD DR,0.0,0.0,0.0,0.0
198,2054403-DCA,Business,03/31/2025,ATRIUM PARK LLC,0,155,W 36TH ST,0,NEW YORK,NY,10018,212-686-9800,Manhattan,1.0,155 W 36TH ST,0.0,0.0,0.0,0.0
199,2031064-DCA,Business,03/31/2021,"PRO PARK AMERICA NEW YORK, LLC",0,256,UTICA AVE,0,BROOKLYN,NY,11213,2125313418,Brooklyn,3.0,256 UTICA AVE,0.0,0.0,0.0,0.0
200,1387896-DCA,Business,03/31/2025,3480 THIRD AVENUE PARKING INC.,0,3480,3RD AVE,0,BRONX,NY,10456,3472844141,Bronx,2.0,3480 3RD AVE,0.0,0.0,0.0,0.0
201,2104336-DCA,Business,03/31/2023,PUBLIC PARKING MANAGMENT CO INC,0,351,E 51ST ST,0,NEW YORK,NY,10022,7187297276,Manhattan,1.0,351 E 51ST ST,0.0,0.0,0.0,0.0
202,2095847-DCA,Business,11/01/2021,ASTORIA PARKING MANAGEMENT LLC,0,3422,35TH ST,0,ASTORIA,NY,11106,7185457275,Queens,4.0,3422 35TH ST,0.0,0.0,0.0,0.0
203,1424525-DCA,Business,01/30/2014,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY/NJ, LLC",15,WILLIAM ST,0,NEW YORK,NY,10005,8605227641,Manhattan,1.0,15 WILLIAM ST,0.0,0.0,0.0,0.0
204,2092453-DCA,Business,03/31/2025,5 STARS PARKING INC,0,120,UNION AVE,0,BROOKLYN,NY,11206,9172140583,Brooklyn,3.0,120 UNION AVE,0.0,0.0,0.0,0.0
205,2098157-DCA,Business,03/31/2025,257 GOLD STREET PARKING CORP.,0,235,GOLD ST,0,BROOKLYN,NY,11201,2127367171,Brooklyn,3.0,235 GOLD ST,0.0,0.0,0.0,0.0
206,1192922-DCA,Business,03/31/2021,QUIK PARK SOUTHERN LLC,0,1,NEW YORK PLZ,0,NEW YORK,NY,10004,2128322066,Manhattan,1.0,1 NEW YORK PLZ,0.0,0.0,0.0,0.0
207,1134343-DCA,Business,03/31/2021,JONATHAN & GABRIELLE PARKING INC.,0,1521,INWOOD AVE,0,BRONX,NY,10452,7187310931,Bronx,2.0,1521 INWOOD AVE,0.0,0.0,0.0,0.0
208,1381089-DCA,Business,03/31/2021,BK PARKING GROUP INC,0,27,W 170TH ST,0,BRONX,NY,10452,9173277488,Bronx,2.0,27 W 170TH ST,0.0,0.0,0.0,0.0
209,1341242-DCA,Business,03/31/2025,605 PARKING CORP.,0,605,PARK AVE,0,NEW YORK,NY,10065,2127367171,Manhattan,1.0,605 PARK AVE,0.0,0.0,0.0,0.0
210,0901087-DCA,Business,03/31/2021,LTG PARKING CORP.,0,165,W END AVE,0,NEW YORK,NY,10023,212-686-9800,Manhattan,1.0,165 W END AVE,0.0,0.0,0.0,0.0
211,2103292-DCA,Business,03/31/2025,"ONE PARKING 709, INC.",0,2830,JACKSON AVE,0,LONG ISLAND CITY,NY,11101,5618337222,Queens,4.0,2830 JACKSON AVE,0.0,0.0,0.0,0.0
212,2025430-DCA,Business,03/31/2023,162 PARKING OPS LLC,0,528,W 162ND ST,0,NEW YORK,NY,10032,212-568-7800,Manhattan,1.0,528 W 162ND ST,0.0,0.0,0.0,0.0
213,0976075-DCA,Business,03/31/2021,PREMIER PARKING LLC,0,203,E 61ST ST,0,NEW YORK,NY,10065,2126869800,Manhattan,1.0,203 E 61ST ST,0.0,0.0,0.0,0.0
214,1451674-DCA,Business,12/08/2013,PROPARK AMERICA NEW YORK LLC,0,11215,NORTHERN BLVD,0,CORONA,NY,11368,9174152415,Queens,4.0,11215 NORTHERN BLVD,0.0,0.0,0.0,0.0
215,2067082-DCA,Business,09/07/2021,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,90,FURMAN ST,0,BROOKLYN,NY,11201,8605227641,Brooklyn,3.0,90 FURMAN ST,0.0,0.0,0.0,0.0
216,2106763-DCA,Business,03/31/2025,MP  EAST 95 PARKING LLC,0,182,E 95TH ST,0,NEW YORK,NY,10128,2124903460,Manhattan,1.0,182 E 95TH ST,0.0,0.0,0.0,0.0
217,1159595-DCA,Business,03/31/2025,PATRIOT PARKING LLC,0,351,GREENWICH ST,0,NEW YORK,NY,10013,2126869800,Manhattan,1.0,351 GREENWICH ST,0.0,0.0,0.0,0.0
218,1199393-DCA,Business,03/31/2025,SOHO VILLAGE PARKING LLC,0,610,BROADWAY,0,NEW YORK,NY,10012,212-686-9800,Manhattan,1.0,610 BROADWAY,78.0,4.0,9.0,1.0
219,1058507-DCA,Business,03/31/2025,53RD PARKING CORP.,0,301,W 53RD ST,0,NEW YORK,NY,10019,2127367171,Manhattan,1.0,301 W 53RD ST,0.0,0.0,0.0,0.0
220,1246823-DCA,Business,03/31/2025,310 LEX PARKING MGMT LLC,0,310,LEXINGTON AVE,0,NEW YORK,NY,10016,2126812044,Manhattan,1.0,310 LEXINGTON AVE,0.0,0.0,0.0,0.0
221,0469247-DCA,Business,03/31/2021,UNIQUE PARKING LLC,0,41,E 21ST ST,0,NEW YORK,NY,10010,2126869800,Manhattan,1.0,41 E 21ST ST,0.0,0.0,0.0,0.0
222,2058395-DCA,Business,03/31/2025,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,504,MYRTLE AVE,0,BROOKLYN,NY,11205,8605227641,Brooklyn,3.0,504 MYRTLE AVE,0.0,0.0,0.0,0.0
223,1010039-DCA,Business,03/31/2025,300 PARKING INC.,0,300,W 55TH ST,0,NEW YORK,NY,10019,2127367171,Manhattan,1.0,300 W 55TH ST,0.0,0.0,0.0,0.0
224,1450684-DCA,Business,09/29/2019,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,247,W 46TH ST,0,NEW YORK,NY,10036,8605227641,Manhattan,1.0,247 W 46TH ST,0.0,0.0,0.0,0.0
225,1247021-DCA,Business,03/31/2025,GRAMERCY 24 PARKING LLC,0,401,2ND AVE,0,NEW YORK,NY,10010,2126869800,Manhattan,1.0,401 2ND AVE,0.0,0.0,0.0,0.0
226,1440019-DCA,Business,02/28/2025,"SZYMANSKI, THOMAS STANLEY",EAZYLIFT GARAGE DOOR COMPANY,13220,81ST ST,0,OZONE PARK,NY,11417,7186419788,Queens,4.0,13220 81ST ST,0.0,0.0,0.0,0.0
227,2033073-DCA,Business,03/31/2021,"LA MIRAGE CAR PARK, INC.",0,17810,WEXFORD TER,0,JAMAICA,NY,11432,2122216111,Queens,4.0,17810 WEXFORD TER,0.0,0.0,0.0,0.0
228,1245036-DCA,Business,03/31/2025,WELCOME PARKING LIMITED LIABILITY COMPANY,0,601,AMBOY ST,0,BROOKLYN,NY,11212,2016807129,Brooklyn,3.0,601 AMBOY ST,0.0,0.0,0.0,0.0
229,2033061-DCA,Business,03/31/2025,SP PLUS CORPORATION,0,200,PARK AVE,0,NEW YORK,NY,10166,2125025490,Manhattan,1.0,200 PARK AVE,0.0,0.0,0.0,0.0
230,2055914-DCA,Business,03/31/2025,560 W 43RD STREET PARKING CORP,0,555,W 42ND ST,0,NEW YORK,NY,10036,9174727056,Manhattan,1.0,555 W 42ND ST,0.0,0.0,0.0,0.0
231,1159592-DCA,Business,03/31/2025,PATRIOT PARKING LLC,0,308,GREENWICH ST,0,NEW YORK,NY,10013,2126869800,Manhattan,1.0,308 GREENWICH ST,0.0,0.0,0.0,0.0
232,2080791-DCA,Business,05/15/2023,ACB GARAGE LLC,0,626,1ST AVE,0,NEW YORK,NY,10016,6465840409,Manhattan,1.0,626 1ST AVE,0.0,0.0,0.0,0.0
233,2093047-DCA,Business,03/31/2025,A & J PARKING LLC,3470 FORT INDEPENDENCE STREET PARKING,3470,FORT INDEPENDENCE ST,0,BRONX,NY,10463,9143143157,Bronx,2.0,3470 FORT INDEPENDENCE ST,0.0,0.0,0.0,0.0
234,2044842-DCA,Business,03/31/2025,333 EAST 75TH STREET PARKING CORP.,0,333,E 75TH ST,0,NEW YORK,NY,10021,2127367171,Manhattan,1.0,333 E 75TH ST,0.0,0.0,0.0,0.0
235,2046173-DCA,Business,03/31/2025,250 W. 50TH PARKING LLC,0,250,W 50TH ST,0,NEW YORK,NY,10019,2126869800,Manhattan,1.0,250 W 50TH ST,0.0,0.0,0.0,0.0
236,2072375-DCA,Business,03/31/2025,LAZ PARKING NEW YORK/NEW JERSEY LLC,0,528,E 20TH ST,0,NEW YORK,NY,10009,7184042575,Manhattan,1.0,528 E 20TH ST,0.0,0.0,0.0,0.0
237,2103294-DCA,Business,03/31/2025,"ONE PARKING GOTHAM, INC.",0,4209,28TH ST,0,LONG ISLAND CITY,NY,11101,4802722100,Queens,4.0,4209 28TH ST,0.0,0.0,0.0,0.0
238,2108226-DCA,Business,03/31/2025,EMPIRE II PARKING GARAGE INC,0,800,SAINT ANNS AVE,0,BRONX,NY,10456,3472207660,Bronx,2.0,800 SAINT ANNS AVE,0.0,0.0,0.0,0.0
239,2102371-DCA,Business,03/31/2025,1623 YORK AVENUE PARKING CORP,0,1621,YORK AVE,0,NEW YORK,NY,10028,2127367171,Manhattan,1.0,1621 YORK AVE,0.0,0.0,0.0,0.0
240,0368705-DCA,Business,03/31/2025,AMBER PARK LLC,0,101,E 13TH ST,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,101 E 13TH ST,0.0,0.0,0.0,0.0
241,2103702-DCA,Business,03/31/2025,350 WEST 42ND STREET PARKING CORP.,0,350,W 42ND ST,0,NEW YORK,NY,10036,2127367171,Manhattan,1.0,350 W 42ND ST,0.0,0.0,0.0,0.0
242,2029596-DCA,Business,03/31/2025,BPG 149TH M LLC,0,225,E 149TH ST,0,BRONX,NY,10451,551-259-7349,Bronx,2.0,225 E 149TH ST,0.0,0.0,0.0,0.0
243,2083153-DCA,Business,03/31/2025,EZ EXPRESS PARKING CORP.,0,1560,JEROME AVE,0,BRONX,NY,10452,7185833301,Bronx,2.0,1560 JEROME AVE,0.0,0.0,0.0,0.0
244,2059649-DCA,Business,03/31/2025,SMITH & LIVINGSTON PARKING LLC,0,141,LIVINGSTON ST,0,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3.0,141 LIVINGSTON ST,0.0,0.0,0.0,0.0
245,1130936-DCA,Business,03/31/2023,"CHAMPION PARKING 16, LLC",0,101,E 16TH ST,0,NEW YORK,NY,10003,2123085959,Manhattan,1.0,101 E 16TH ST,0.0,0.0,0.0,0.0
246,2093765-DCA,Business,03/31/2025,SUPPORT PARKING LLC,0,350,E 52ND ST,0,NEW YORK,NY,10022,2126869800,Manhattan,1.0,350 E 52ND ST,0.0,0.0,0.0,0.0
247,2001043-DCA,Business,03/31/2025,UPPER MANHATTAN PARKING LLC,0,1845,PARK AVE,0,NEW YORK,NY,10035,2124211117,Manhattan,1.0,1845 PARK AVE,0.0,0.0,0.0,0.0
248,2029297-DCA,Business,05/07/2023,SYLVAN ASTORIA GARAGE LLC,0,2325,31ST ST,0,ASTORIA,NY,11105,7185759440,Queens,4.0,2325 31ST ST,0.0,0.0,0.0,0.0
249,2013343-DCA,Business,03/31/2017,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,312,BERGEN ST,0,BROOKLYN,NY,11217,8605227641,Brooklyn,3.0,312 BERGEN ST,0.0,0.0,0.0,0.0
250,2096489-DCA,Business,03/31/2025,BROOK PARK PARKING CORP,0,702,GRAND CONCOURSE,0,BRONX,NY,10451,9174705093,Bronx,2.0,702 GRAND CONCOURSE,10.0,0.0,0.0,0.0
251,2051625-DCA,Business,03/31/2021,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",0,347-353,E 17TH ST,0,NEW YORK,NY,10003,8605227641,Manhattan,1.0,347-353 E 17TH ST,0.0,0.0,0.0,0.0
252,2106184-DCA,Business,03/31/2025,LAZ PARKING NEW YORK/NEW JERSEY LLC,0,101,W 23RD ST,0,NEW YORK,NY,10011,7184042575,Manhattan,1.0,101 W 23RD ST,0.0,0.0,0.0,0.0
