,Jurisdiction,County,HE Compliance,HE Due Date,HE Status details,Adoption Date,COG,6th Cycle Draft,HCD Review Letter,Review Date,Population (2010),Median Income,geo_location,loc,point,lat,lon,altitude,display_location
244,POWAY,San Diego County,OUT,4/15/2021,Draft Reviewed,,SANDAG,https://poway.org/286/General-Plan,,,47811.0,"$107,902",POWAY San Diego County CA,"Poway, CA, USA","(32.9628232, -117.0358646, 0.0)",32.9628232,-117.0358646,0.0,Poway in San Diego County
245,SAN DIEGO,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,https://www.sandiego.gov/sites/default/files/he-screen-view-smaller.pdf,,,1301617.0,"$79,673",SAN DIEGO San Diego County CA,"San Diego, CA, USA","(32.715738, -117.1610838, 0.0)",32.715738,-117.1610838,0.0,San diego in San Diego County
246,SAN DIEGO COUNTY UNINCORPORATED,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,https://www.sandiegocounty.gov/content/dam/sdc/pds/GPUpdate2021/Attachment%20E%20-%20Draft%20Housing%20Element%20Clean.pdf,,,,$0,SAN DIEGO COUNTY UNINCORPORATED San Diego County CA,"San Diego County, CA, USA","(32.7157305, -117.1610966, 0.0)",32.7157305,-117.1610966,0.0,San diego county unincorporated in San Diego County
247,SAN MARCOS,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,"https://sanmarcos.generalplan.org/public-draft-housing-element, https://sanmarcos.legistar.com/View.ashx?GUID=4A460AD7-2F73-4C23-953C-1E26A1DDEABC&ID=9605815&M=F",,,83781.0,"$78,797",SAN MARCOS San Diego County CA,"San Marcos, CA, USA","(33.1433723, -117.1661449, 0.0)",33.1433723,-117.1661449,0.0,San marcos in San Diego County
248,IMPERIAL COUNTY UNINCORPORATED,Imperial County,IN,10/15/2021,Adopted & Reviewed,,SCAG,https://www.icpds.com/assets/planning/2021-2029-Imperial-County-Housing-Element--.pdf,,,,$0,IMPERIAL COUNTY UNINCORPORATED Imperial County CA,"Imperial County, CA, USA","(33.0113694, -115.4733554, 0.0)",33.0113694,-115.4733554,0.0,Imperial county unincorporated in Imperial County
249,WESTMORLAND,Imperial County,OUT,10/15/2021,NONE,,SCAG,,VenWhittierAdoptedOut011322.pdf,,2225.0,"$29,730",WESTMORLAND Imperial County CA,"Westmorland, CA, USA","(33.0372674, -115.6213817, 0.0)",33.0372674,-115.6213817,0.0,Westmorland in Imperial County
250,BEVERLY HILLS,Los Angeles County,ADOPTED-IN REVIEW,10/15/2021,Adopted,9/29/2022,SCAG,https://www.beverlyhills.org/cbhfiles/storage/files/9143997371323186791/6thCycleHousingPlan-FINAL.pdf http://www.beverlyhills.org/departments/communitydevelopment/housing/2021housingelementupdate/,,,34109.0,"$106,936",BEVERLY HILLS Los Angeles County CA,"Beverly Hills, CA, USA","(34.0736204, -118.4003563, 0.0)",34.0736204,-118.4003563,0.0,Beverly hills in Los Angeles County
251,CARSON,Los Angeles County,OUT,10/15/2021,Adopted,9/12/2022,SCAG,https://ci.carson.ca.us/content/files/pdfs/planning/sr/2021-09-28/ITEM%208A_SR_Housing_Element_SLE%20FINAL.pdf,http://www.hcd.ca.gov/community-development/housing-element/docs/lanCarsonAdoptedOut050622.pdf,,91714.0,"$82,305",CARSON Los Angeles County CA,"Carson, CA, USA","(33.8316745, -118.281693, 0.0)",33.8316745,-118.281693,0.0,Carson in Los Angeles County
252,CLAREMONT,Los Angeles County,OUT,10/15/2021,Draft,,SCAG,"https://www.ci.claremont.ca.us/living/draft-housing-element, https://www.ci.claremont.ca.us/home/showpublisheddocument/17481/637750966223700000",rivCoachellaDraftout112421.pdf,,34926.0,"$101,420",CLAREMONT Los Angeles County CA,"Claremont, CA, USA","(34.0966764, -117.7197785, 0.0)",34.0966764,-117.7197785,0.0,Claremont in Los Angeles County
253,COMMERCE,Los Angeles County,DUE,10/15/2021,NONE,,SCAG,,,,12823.0,"$47,518",COMMERCE Los Angeles County CA,"Commerce, CA, USA","(34.0005691, -118.1597929, 0.0)",34.0005691,-118.1597929,0.0,Commerce in Los Angeles County
254,COMPTON,Los Angeles County,DUE,10/15/2021,NONE,,SCAG,,rivCoronaDRAFT083021.pdf,,96455.0,"$52,883",COMPTON Los Angeles County CA,"Compton, CA, USA","(33.8958492, -118.2200712, 0.0)",33.8958492,-118.2200712,0.0,Compton in Los Angeles County
255,COVINA,Los Angeles County,OUT,10/15/2021,Adopted,10/19/2022,SCAG,https://covinaca.gov/pc/page/housing-element,lanCudahyDraft121321.pdf,,47796.0,"$70,780",COVINA Los Angeles County CA,"Covina, CA, USA","(34.0900091, -117.8903397, 0.0)",34.0900091,-117.8903397,0.0,Covina in Los Angeles County
256,DUARTE,Los Angeles County,IN,10/15/2021,Adopted,,SCAG,http://duarte-prod.civica.granicusops.com/civica/filebank/blobdload.asp?BlobID=28473,,,21321.0,"$75,083",DUARTE Los Angeles County CA,"Duarte, CA, USA","(34.1394513, -117.9772873, 0.0)",34.1394513,-117.9772873,0.0,Duarte in Los Angeles County
257,HUNTINGTON PARK,Los Angeles County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.hpca.gov/DocumentCenter/View/9205/2021-2029-Draft-Housing-Element-Update,,,58114.0,"$42,447",HUNTINGTON PARK Los Angeles County CA,"Huntington Park, CA, USA","(33.9816812, -118.2250725, 0.0)",33.9816812,-118.2250725,0.0,Huntington park in Los Angeles County
258,INDUSTRY,Los Angeles County,OUT,10/15/2021,2nd Draft,,SCAG,https://www.cityofindustry.org/home/showpublisheddocument/8085/637695600224800000,,,219.0,"$89,583",INDUSTRY Los Angeles County CA,"City of Industry, CA, USA","(34.0197335, -117.9586754, 0.0)",34.0197335,-117.9586754,0.0,Industry in Los Angeles County
259,IRWINDALE,Los Angeles County,DUE,10/15/2021,NONE,,SCAG,,,,1422.0,"$72,500",IRWINDALE Los Angeles County CA,"Irwindale, CA, USA","(34.1069527, -117.9353413, 0.0)",34.1069527,-117.9353413,0.0,Irwindale in Los Angeles County
260,LA CAÑADA FLINTRIDGE,Los Angeles County,OUT,10/15/2021,Adopted,10/7/2022,SCAG,https://cityoflcf.org/wp-content/uploads/2021/03/HousingSafetyWorkshop1.pdf,oraLaHabraDraftOUT110121.pdf,,20246.0,"$175,788",LA CAÑADA FLINTRIDGE Los Angeles County CA,"La Cañada Flintridge, CA 91011, USA","(34.2068182, -118.2000277, 0.0)",34.2068182,-118.2000277,0.0,La cañada flintridge in Los Angeles County
261,LA MIRADA,Los Angeles County,OUT,10/15/2021,Draft,,SCAG,,OraLaPalmaAdoptedOut011022.pdf,,48527.0,"$95,685",LA MIRADA Los Angeles County CA,"La Mirada, CA, USA","(33.9172357, -118.0120086, 0.0)",33.9172357,-118.0120086,0.0,La mirada in Los Angeles County
262,LANCASTER,Los Angeles County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.cityoflancasterca.org/home/showpublisheddocument/43193/637601381521870000,,,156633.0,"$55,237",LANCASTER Los Angeles County CA,"Lancaster, CA, USA","(34.6867846, -118.1541632, 0.0)",34.6867846,-118.1541632,0.0,Lancaster in Los Angeles County
263,LYNWOOD,Los Angeles County,ADOPTED-IN REVIEW,10/15/2021,Adopted,,SCAG,http://lynwood.ca.us/wp-content/uploads/2021/07/Lynwood-HEU-Draft-Document-7.19.21-Public-Version.pdf,,,69772.0,"$52,213",LYNWOOD Los Angeles County CA,"Lynwood, CA, USA","(33.930293, -118.2114603, 0.0)",33.930293,-118.2114603,0.0,Lynwood in Los Angeles County
264,MANHATTAN BEACH,Los Angeles County,OUT,10/15/2021,Adopted,9/23/2022,SCAG,https://www.manhattanbeach.gov/home/showpublisheddocument/48230/637703139130300000,http://www.hcd.ca.gov/community-development/housing-element/docs/LanManhattanBeachAdoptedOut060322.pdf,,35135.0,"$153,023",MANHATTAN BEACH Los Angeles County CA,"Manhattan Beach, CA 90266, USA","(33.8847361, -118.4109089, 0.0)",33.8847361,-118.4109089,0.0,Manhattan beach in Los Angeles County
265,MAYWOOD,Los Angeles County,OUT,10/15/2021,Adopted,10/17/2022,SCAG,https://www.cityofmaywood.com/DocumentCenter/View/1082,https://www.hcd.ca.gov/sites/default/files/docs/planning-and-community/housing-element/lanMaywood-DraftOut090722.pdf,,27395.0,"$44,241",MAYWOOD Los Angeles County CA,"Maywood, CA 90270, USA","(33.9866807, -118.185349, 0.0)",33.9866807,-118.185349,0.0,Maywood in Los Angeles County
266,NORWALK,Los Angeles County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.norwalk.org/home/showpublisheddocument/26115/637707484666170000,,,105549.0,"$70,667",NORWALK Los Angeles County CA,"Norwalk, CA, USA","(33.9022367, -118.081733, 0.0)",33.9022367,-118.081733,0.0,Norwalk in Los Angeles County
267,ROLLING HILLS,Los Angeles County,OUT,10/15/2021,Adopted,9/28/2022,SCAG,https://www.rolling-hills.org/RollingHillsHCDDraftHousingElement-120321.pdf,http://www.hcd.ca.gov/community-development/housing-element/docs/madRollingHillsdraft7212022.pdf,,1860.0,"$250,000",ROLLING HILLS Los Angeles County CA,"Rolling Hills, CA, USA","(33.7569615, -118.3539613, 0.0)",33.7569615,-118.3539613,0.0,Rolling hills in Los Angeles County
268,SAN GABRIEL,Los Angeles County,IN,10/15/2021,Adopted & Reviewed,,SCAG,https://www.sangabrielcity.com/DocumentCenter/View/15244/San-Gabriel-Housing-Element-Public-Review-Draft,,,39718.0,"$62,541",SAN GABRIEL Los Angeles County CA,"San Gabriel, CA, USA","(34.09611110000001, -118.1058333, 0.0)",34.09611110000001,-118.1058333,0.0,San gabriel in Los Angeles County
269,SOUTH EL MONTE,Los Angeles County,ADOPTED-IN REVIEW,10/15/2021,Adopted & Reviewed,,SCAG,https://www.cityofsouthelmonte.org/DocumentCenter/View/2322,lanSouthGateDraftOut121021.pdf,,20116.0,"$52,204",SOUTH EL MONTE Los Angeles County CA,"South El Monte, CA 91733, USA","(34.0519548, -118.0467339, 0.0)",34.0519548,-118.0467339,0.0,South el monte in Los Angeles County
270,WEST COVINA,Los Angeles County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.westcovina.org/departments/community-development/planning-division/general-plan/housing-element-update,lanWestHollywoodDraftallfindings120321.pdf,,106098.0,"$82,938",WEST COVINA Los Angeles County CA,"West Covina, CA, USA","(34.0686208, -117.9389526, 0.0)",34.0686208,-117.9389526,0.0,West covina in Los Angeles County
271,WEST HOLLYWOOD,Los Angeles County,OUT,10/15/2021,Draft Reviewed,,SCAG,http://wehohousing.rinconconsultants.com/wp-content/uploads/2021/07/Draft-Housing-Element.pdf,,,34399.0,"$74,044",WEST HOLLYWOOD Los Angeles County CA,"West Hollywood, CA, USA","(34.0900091, -118.3617443, 0.0)",34.0900091,-118.3617443,0.0,West hollywood in Los Angeles County
272,WESTLAKE VILLAGE,Los Angeles County,IN,10/15/2021,Adopted & Reviewed,,SCAG,https://wlv.org/DocumentCenter/View/2348,,,8270.0,"$140,850",WESTLAKE VILLAGE Los Angeles County CA,"Westlake Village, CA, USA","(34.1466467, -118.8073729, 0.0)",34.1466467,-118.8073729,0.0,Westlake village in Los Angeles County
273,ALISO VIEJO,Orange County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,https://avcity.org/DocumentCenter/View/1685,oraAnaheimdraftoutADUOrdinance121421.pdf,,47823.0,"$112,689",ALISO VIEJO Orange County CA,"Aliso Viejo, CA, USA","(33.5684605, -117.7262981, 0.0)",33.5684605,-117.7262981,0.0,Aliso viejo in Orange County
274,ANAHEIM,Orange County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.anaheim.net/5998/2021-2029-Draft-Housing-Elementhttps://www.anaheim.net/DocumentCenter/View/38745/,sbdAppleValleyDraftOut121321.pdf,,336265.0,"$71,763",ANAHEIM Orange County CA,"Anaheim, CA, USA","(33.8365932, -117.9143012, 0.0)",33.8365932,-117.9143012,0.0,Anaheim in Orange County
275,BUENA PARK,Orange County,OUT,10/15/2021,Adopted,9/21/2022,SCAG,"http://www.buenapark.com/city-departments/community-development/planning-division/2021-housing-element-update, http://www.buenapark.com/city-departments/community-development/planning-division/2021-housing-element-update",,,80530.0,"$78,932",BUENA PARK Orange County CA,"Buena Park, CA, USA","(33.8674044, -117.9981387, 0.0)",33.8674044,-117.9981387,0.0,Buena park in Orange County
276,FULLERTON,Orange County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://housing-game-plan-fullertoncagis.hub.arcgis.com/https://housing-game-plan-fullertoncagis.hub.arcgis.com/documents/fullerton-draft-2021-2029-housing-element,,,135161.0,"$79,978",FULLERTON Orange County CA,"Fullerton, CA, USA","(33.8703645, -117.9242123, 0.0)",33.8703645,-117.9242123,0.0,Fullerton in Orange County
277,GARDEN GROVE,Orange County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,"https://ggcity.org/sites/default/files/2021-07/PRD20212029HE.pdf, https://ggcity.org/sites/default/files/2021-07/PRD20212029HE2.pdf, https://ggcity.org/sites/default/files/2021-10/dhe10_2021.pdf",,,170883.0,"$69,278",GARDEN GROVE Orange County CA,"Garden Grove, CA, USA","(33.7742692, -117.9379952, 0.0)",33.7742692,-117.9379952,0.0,Garden grove in Orange County
278,LA PALMA,Orange County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,https://www.cityoflapalma.org/DocumentCenter/View/10996,lanLaPuente6thdraft012122.pdf,,15568.0,"$107,724",LA PALMA Orange County CA,"La Palma, CA, USA","(33.8463218, -118.0461393, 0.0)",33.8463218,-118.0461393,0.0,La palma in Orange County
279,LAGUNA NIGUEL,Orange County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,https://www.cityoflagunaniguel.org/DocumentCenter/View/20495/Laguna-Niguel-2021-Housing-Element_2021-05-16_draft,,,62979.0,"$108,537",LAGUNA NIGUEL Orange County CA,"Laguna Niguel, CA, USA","(33.5236744, -117.7149438, 0.0)",33.5236744,-117.7149438,0.0,Laguna niguel in Orange County
280,MISSION VIEJO,Orange County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,"https://cityofmissionviejo.org/sites/default/files/mv-he-3-31-21-staff-report-and-presenation.pdf, https://cityofmissionviejo.org/sites/default/files/6-8-21-cc-agenda-report.pdf",lanMonroviaDraftOUT121721.pdf,,93305.0,"$118,477",MISSION VIEJO Orange County CA,"Mission Viejo, CA, USA","(33.5968913, -117.6581562, 0.0)",33.5968913,-117.6581562,0.0,Mission viejo in Orange County
281,ORANGE COUNTY UNINCORPORATED,Orange County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://ocds.ocpublicworks.com/sites/ocpwocds/files/2021-09/First_Draft_of_the_Housing_Element_Update_Clean_Version_9_16_2021.pdf,venOxnardAdoptedOut011022.pdf,,,$0,ORANGE COUNTY UNINCORPORATED Orange County CA,"Orange County, CA, USA","(33.7174708, -117.8311428, 0.0)",33.7174708,-117.8311428,0.0,Orange county unincorporated in Orange County
282,VILLA PARK,Orange County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,http://villapark.org/Portals/0/Documents/Departments/Planning/Villa%20Park%202021%20Housing%20Element_2020-12-18_HCD%20draft.pdf?ver=2020-12-21-171035-807,,,5812.0,"$165,000",VILLA PARK Orange County CA,"Villa Park, CA, USA","(33.81400620000001, -117.8220723, 0.0)",33.81400620000001,-117.8220723,0.0,Villa park in Orange County
283,BANNING,Riverside County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://banningca.gov/DocumentCenter/View/9156/Banning-Draft-Housing-Element_with-appendices_072221,,,29603.0,"$42,274",BANNING Riverside County CA,"Banning, CA, USA","(33.9255713, -116.8764103, 0.0)",33.9255713,-116.8764103,0.0,Banning in Riverside County
284,BEAUMONT,Riverside County,OUT,10/15/2021,Adopted,10/18/2022,SCAG,https://www.beaumontca.gov/DocumentCenter/View/37079/Draft-Housing-Element---2021-2029---6th-Cycle,http://www.hcd.ca.gov/community-development/housing-element/docs/rivBeaumontDraft062722.pdf,,36877.0,"$84,105",BEAUMONT Riverside County CA,"Beaumont, CA, USA","(33.9294606, -116.977248, 0.0)",33.9294606,-116.977248,0.0,Beaumont in Riverside County
285,BLYTHE,Riverside County,DUE,10/15/2021,NONE,,SCAG,,,,20817.0,"$45,385",BLYTHE Riverside County CA,"Blythe, CA, USA","(33.6177725, -114.5882607, 0.0)",33.6177725,-114.5882607,0.0,Blythe in Riverside County
286,CATHEDRAL CITY,Riverside County,ADOPTED-IN REVIEW,10/15/2021,Adopted,,SCAG,https://www.cathedralcity.gov/home/showpublisheddocument/10379/637592773944670000,,,51200.0,"$46,521",CATHEDRAL CITY Riverside County CA,"Cathedral City, CA, USA","(33.7805388, -116.4668036, 0.0)",33.7805388,-116.4668036,0.0,Cathedral city in Riverside County
287,COACHELLA,Riverside County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.coachella.org/services/document-central/-folder-165,,,40704.0,"$34,224",COACHELLA Riverside County CA,"Coachella, CA, USA","(33.6803003, -116.173894, 0.0)",33.6803003,-116.173894,0.0,Coachella in Riverside County
288,INDIAN WELLS,Riverside County,ADOPTED-IN REVIEW,10/15/2021,Adopted & Reviewed,,SCAG,https://indianwells.generalplan.org/s/Indian-Wells-Public-Draft-Housing-Element_Deliver.pdf,,,4958.0,"$107,500",INDIAN WELLS Riverside County CA,"Indian Wells, CA, USA","(33.717631, -116.3407549, 0.0)",33.717631,-116.3407549,0.0,Indian wells in Riverside County
289,PALM DESERT,Riverside County,OUT,10/15/2021,Adopted,10/12/2022,SCAG,https://www.cityofpalmdesert.org/home/showpublisheddocument/31356/637668817904600000,http://www.hcd.ca.gov/community-development/housing-element/docs/RivPalmDesertAdoptedOut060222.pdf,,48445.0,"$59,977",PALM DESERT Riverside County CA,"Palm Desert, CA, USA","(33.7222445, -116.3744556, 0.0)",33.7222445,-116.3744556,0.0,Palm desert in Riverside County
290,PALM SPRINGS,Riverside County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://destinyhosted.com/palmsdocs/2021/PLAN/20210714_1319/3180_Item_6A_-_Draft_Housing_Element_2021-2029.pdf,lanPalmdale6thDraftOUT111521.pdf,,44552.0,"$53,441",PALM SPRINGS Riverside County CA,"Palm Springs, CA, USA","(33.8302961, -116.5452921, 0.0)",33.8302961,-116.5452921,0.0,Palm springs in Riverside County
291,TEMECULA,Riverside County,OUT,10/15/2021,Adopted,10/17/2022,SCAG,https://temeculaca.gov/DocumentCenter/View/12001,http://www.hcd.ca.gov/community-development/housing-element/docs/rivTemecula6thCycleAdoptedOUT041122.pdf,,100097.0,"$96,183",TEMECULA Riverside County CA,"Temecula, CA, USA","(33.4934243, -117.1488156, 0.0)",33.4934243,-117.1488156,0.0,Temecula in Riverside County
292,WILDOMAR,Riverside County,IN,10/15/2021,Adopted & Reviewed,,SCAG,https://www.cityofwildomar.org/UserFiles/Servers/Server_9894739/File/Government/Departments/Planning/Cumulative%20Dev%20Project%20Spreadsheet-Combined%201-1-2020/2021/Documents/WildomarHousingElement-Public%20Review%20Draft%205-21-21.pdf,,,32176.0,"$74,991",WILDOMAR Riverside County CA,"Wildomar, CA, USA","(33.5989126, -117.2800372, 0.0)",33.5989126,-117.2800372,0.0,Wildomar in Riverside County
293,ADELANTO,San Bernardino County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.ci.adelanto.ca.us/DocumentCenter/View/1772/Adelanto-032-Housing-Element,LanAgouraHillsDraftOut011122.pdf,,31765.0,"$45,380",ADELANTO San Bernardino County CA,"Adelanto, CA, USA","(34.5827699, -117.409215, 0.0)",34.5827699,-117.409215,0.0,Adelanto in San Bernardino County
294,FONTANA,San Bernardino County,OUT,10/15/2021,2nd Draft,,SCAG,"https://www.fontana.org/DocumentCenter/View/34894/Fontana_Complete-Draft-Housing-Element_4192021, https://www.fontana.org/housingelement",oraFountainValleyDraftOut121321.pdf,,196069.0,"$72,918",FONTANA San Bernardino County CA,"Fontana, CA, USA","(34.0922335, -117.435048, 0.0)",34.0922335,-117.435048,0.0,Fontana in San Bernardino County
295,GRAND TERRACE,San Bernardino County,OUT,10/15/2021,Draft Reviewed,,SCAG,http://grandterracecityca.iqm2.com/Citizens/FileOpen.aspx?Type=4&ID=6935,,,12040.0,"$71,788",GRAND TERRACE San Bernardino County CA,"Grand Terrace, CA, USA","(34.0339031, -117.3136544, 0.0)",34.0339031,-117.3136544,0.0,Grand terrace in San Bernardino County
296,SAN BERNARDINO,San Bernardino County,DUE,10/15/2021,NONE,,SCAG,,,,209924.0,"$45,834",SAN BERNARDINO San Bernardino County CA,"San Bernardino, CA, USA","(34.1083449, -117.2897652, 0.0)",34.1083449,-117.2897652,0.0,San bernardino in San Bernardino County
297,SAN BERNARDINO COUNTY UNINCORPORATED,San Bernardino County,OUT,10/15/2021,Adopted,9/29/2022,SCAG,http://www.sbcounty.gov/uploads/LUS/HousingPlans/CWP_PolicyPlan_HE_2021_Nov_draft.pdf,venVenturaCityDraft101121.pdf,,,$0,SAN BERNARDINO COUNTY UNINCORPORATED San Bernardino County CA,"San Bernardino County, CA, USA","(34.9592083, -116.419389, 0.0)",34.9592083,-116.419389,0.0,San bernardino county unincorporated in San Bernardino County
298,UPLAND,San Bernardino County,OUT,10/15/2021,Adopted,10/25/2022,SCAG,https://www.uplandca.gov/uploads/files/DevelopmentServices/Housing%20Element%20Update%202021-2029/Upland%206th%20Housing%20Element_2021-09-15_draft.pdf,http://www.hcd.ca.gov/community-development/housing-element/docs/sbdUplandDraftOUT052322.pdf,,73732.0,"$72,782",UPLAND San Bernardino County CA,"Upland, CA, USA","(34.09751, -117.6483876, 0.0)",34.09751,-117.6483876,0.0,Upland in San Bernardino County
299,VICTORVILLE,San Bernardino County,IN,10/15/2021,Adopted & Reviewed,,SCAG,https://www.victorvilleca.gov/home/showpublisheddocument/6685/637607697299070000           https://www.victorvilleca.gov/home/showpublisheddocument/6687/637607697306830000                 https://www.victorvilleca.gov/home/showpublisheddocument/6689/637607697308530000           https://www.victorvilleca.gov/home/showpublisheddocument/6691/637607697309930000,oraVillaParkAdopt010622.pdf,,115903.0,"$53,957",VICTORVILLE San Bernardino County CA,"Victorville, CA, USA","(34.5362184, -117.2927641, 0.0)",34.5362184,-117.2927641,0.0,Victorville in San Bernardino County
300,CAMARILLO,Ventura County,OUT,10/15/2021,Adopted,10/24/2022,SCAG,https://camarillohousingelement.com/wp-content/uploads/2021/05/02-Draft-2021-29-HEU-Camarillo-Cycle-6-HE.pdf,,,65201.0,"$93,512",CAMARILLO Ventura County CA,"Camarillo, CA, USA","(34.2163937, -119.0376023, 0.0)",34.2163937,-119.0376023,0.0,Camarillo in Ventura County
301,FILLMORE,Ventura County,DUE,10/15/2021,NONE,,SCAG,,,,15002.0,"$76,590",FILLMORE Ventura County CA,"Fillmore, CA 93015, USA","(34.3991639, -118.918154, 0.0)",34.3991639,-118.918154,0.0,Fillmore in Ventura County
302,OJAI,Ventura County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,https://drive.google.com/file/d/1mDO0lC7fbGktKj1jWnMJIJ2dQ49Y0Ll_/view,,,7461.0,"$73,605",OJAI Ventura County CA,"Ojai, CA 93023, USA","(34.4480495, -119.242889, 0.0)",34.4480495,-119.242889,0.0,Ojai in Ventura County
303,SANTA PAULA,Ventura County,OUT,10/15/2021,Draft Reviewed,,SCAG,https://www.mysantapaula.com/uploads/1/1/9/8/119843127/2029_he_update__draft__08.2021__v8.16_.pdf,,,29321.0,"$60,468",SANTA PAULA Ventura County CA,"Santa Paula, CA 93060, USA","(34.3541659, -119.0592705, 0.0)",34.3541659,-119.0592705,0.0,Santa paula in Ventura County
304,SIMI VALLEY,Ventura County,OUT,10/15/2021,Adopted & Reviewed,,SCAG,https://www.simivalley.org/home/showpublisheddocument/24082/637582249710100000,LanSouthElMonteAdoptedOut012122.pdf,,124237.0,"$99,151",SIMI VALLEY Ventura County CA,"Simi Valley, CA, USA","(34.2694474, -118.781482, 0.0)",34.2694474,-118.781482,0.0,Simi valley in Ventura County
305,VENTURA COUNTY UNINCORPORATED,Ventura County,IN,10/15/2021,Adopted & Reviewed,,SCAG,"https://docs.vcrma.org/images/pdf/planning/plans/Draft-Housing-Element_March-Draft_HCD-Submittal-6.pdf, https://docs.vcrma.org/images/pdf/planning/plans/Draft-Housing-Element-June-draft.pdf",,,,$0,VENTURA COUNTY UNINCORPORATED Ventura County CA,"Ventura County, CA, USA","(34.3704884, -119.1390642, 0.0)",34.3704884,-119.1390642,0.0,Ventura county unincorporated in Ventura County
306,LATHROP,Lassen County,IN,"10/15/2021, 12/15/2023",Adopted & Reviewed,,SJCOG,,,,18023.0,"$85,805",LATHROP Lassen County CA,"Lassen County, CA, USA","(40.5394389, -120.7120023, 0.0)",40.5394389,-120.7120023,0.0,Lathrop in Lassen County
307,ARROYO GRANDE,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,17252.0,"$80,833",ARROYO GRANDE San Luis Obispo County CA,"Arroyo Grande, CA 93420, USA","(35.1185868, -120.5907252, 0.0)",35.1185868,-120.5907252,0.0,Arroyo grande in San Luis Obispo County
308,ATASCADERO,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,28310.0,"$79,658",ATASCADERO San Luis Obispo County CA,"Atascadero, CA 93422, USA","(35.4894169, -120.6707255, 0.0)",35.4894169,-120.6707255,0.0,Atascadero in San Luis Obispo County
309,GROVER BEACH,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,13156.0,"$64,217",GROVER BEACH San Luis Obispo County CA,"Grover Beach, CA, USA","(35.1216424, -120.6212821, 0.0)",35.1216424,-120.6212821,0.0,Grover beach in San Luis Obispo County
310,MORRO BAY,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,10234.0,"$68,262",MORRO BAY San Luis Obispo County CA,"Morro Bay, CA, USA","(35.3659445, -120.8499924, 0.0)",35.3659445,-120.8499924,0.0,Morro bay in San Luis Obispo County
311,PASO ROBLES,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,29793.0,"$62,601",PASO ROBLES San Luis Obispo County CA,"Paso Robles, CA 93446, USA","(35.6368759, -120.6545022, 0.0)",35.6368759,-120.6545022,0.0,Paso robles in San Luis Obispo County
312,PISMO BEACH,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,7655.0,"$84,484",PISMO BEACH San Luis Obispo County CA,"Pismo Beach, CA, USA","(35.1427533, -120.6412827, 0.0)",35.1427533,-120.6412827,0.0,Pismo beach in San Luis Obispo County
313,SAN LUIS OBISPO,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,45119.0,"$56,071",SAN LUIS OBISPO San Luis Obispo County CA,"San Luis Obispo, CA, USA","(35.2827524, -120.6596156, 0.0)",35.2827524,-120.6596156,0.0,San luis obispo in San Luis Obispo County
314,SAN LUIS OBISPO COUNTY UNINCORPORATED,San Luis Obispo County,IN,12/31/2020,Adopted & Reviewed,,SLOCOG,,,,,,SAN LUIS OBISPO COUNTY UNINCORPORATED San Luis Obispo County CA,"San Luis Obispo County, CA, USA","(35.3102296, -120.4357631, 0.0)",35.3102296,-120.4357631,0.0,San luis obispo county unincorporated in San Luis Obispo County
