Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M230519,100 Block Of Louisburg  Street,San Francisco,CA,94112,4/26/2023,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,"(37.72111724176452, -122.44969946105277)",POINT (-122.4497 37.72112),81,10,1,24,24,8,6,9,28861,,,2,,,81
M230520,100 Block Of Louisburg  Street,San Francisco,CA,94112,4/26/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,"(37.72111724176452, -122.44969946105277)",POINT (-122.4497 37.72112),81,10,1,24,24,8,6,9,28861,,,2,,,81
M230521,900 Block Of Montgomery  Street,San Francisco,CA,94133,4/26/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.79759583961752, -122.40373654016625)",POINT (-122.40374 37.797596),106,6,3,23,23,1,10,3,308,,,2,,,106
M230522,0 Block Of Hill  Street,San Francisco,CA,94110,4/27/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.756036392911334, -122.42212784049812)",POINT (-122.42213 37.756035),52,3,5,20,19,4,5,2,28859,,,1,,,52
M230523,200 Block Of North Willard  Street,San Francisco,CA,94118,4/27/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Lone Mountain/USF,"(37.775951069854564, -122.45656794978429)",POINT (-122.456566 37.77595),12,8,4,18,16,6,2,11,54,,,1,,,12
M230524,0 Block Of Sycamore  Street,San Francisco,CA,94110,4/27/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76268959283219, -122.41982906897613)",POINT (-122.41983 37.76269),53,3,2,20,19,4,7,8,28859,,,2,,,53
M230525,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,4/28/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230526,300 Block Of 21st  Avenue,San Francisco,CA,94121,4/28/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,"(37.78124627516892, -122.48052032060185)",POINT (-122.48052 37.781246),8,8,4,29,26,6,2,11,55,,,2,,,8
M230527,300 Block Of Green  Street,San Francisco,CA,94133,4/28/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.79998042105587, -122.40521077460451)",POINT (-122.40521 37.79998),18,6,3,23,23,1,10,3,308,,,1,,,18
M230528,300 Block Of Jones  Street,San Francisco,CA,94102,5/2/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.784399410979496, -122.41268870248668)",POINT (-122.41269 37.7844),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230529,1600 Block Of Market  Street,San Francisco,CA,94103,5/2/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.77273386842881, -122.42223693112624)",POINT (-122.42223 37.772736),32,1,10,20,19,2,9,8,28853,,,2,,,32
M230530,1600 Block Of Market  Street,San Francisco,CA,94103,5/2/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.77273386842881, -122.42223693112624)",POINT (-122.42223 37.772736),32,1,10,20,19,2,9,8,28853,,,2,,,32
M230531,0 Block Of Heather  Avenue,San Francisco,CA,94118,5/2/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Presidio Heights,"(37.78491353717742, -122.45286730532277)",POINT (-122.452866 37.784912),11,8,6,31,31,6,1,15,54,,,1,,,11
M230532,0 Block Of Duboce  Avenue,San Francisco,CA,94103,5/2/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.7698927284968, -122.42197367746736)",POINT (-122.421974 37.769894),,3,2,20,19,4,7,8,28853,,,2,,,32
M230533,300 Block Of Ocean  Avenue,San Francisco,CA,94112,5/2/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,"(37.723027603385006, -122.4440086879589)",POINT (-122.44401 37.723026),94,9,1,28,25,7,6,9,28861,,,2,,,94
M230534,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230535,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230536,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230537,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230538,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230539,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230540,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230541,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230542,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230543,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230544,2600 Block Of San Jose  Avenue,San Francisco,CA,94112,4/25/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,"(37.715831240191115, -122.45066729998894)",POINT (-122.45067 37.71583),81,10,1,24,24,8,6,9,28861,,,2,,,81
M230545,2600 Block Of San Jose  Avenue,San Francisco,CA,94112,4/25/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,"(37.715831240191115, -122.45066729998894)",POINT (-122.45067 37.71583),81,10,1,24,24,8,6,9,28861,,,2,,,81
M230546,2600 Block Of 24th  Avenue,San Francisco,CA,94116,5/1/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/28/2028,4,Sunset/Parkside,"(37.73815390635063, -122.48072081884625)",POINT (-122.48072 37.738155),40,10,7,35,35,8,3,1,29491,,,1,,,40
M230547,2400 Block Of 17th  Avenue,San Francisco,CA,94116,4/28/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,"(37.74221332940738, -122.47348820669647)",POINT (-122.47349 37.742214),46,10,8,41,40,8,4,1,29491,,,1,,,46
M230548,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230549,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230550,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230551,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230552,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230553,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230554,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230555,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230556,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230557,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230558,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230559,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230560,200 Block Of Fremont  Street,San Francisco,CA,94105,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78828581378092, -122.39396039143082)",POINT (-122.39396 37.788284),32,1,10,8,6,2,9,6,28855,3,,1,,,32
M230561,2700 Block Of 16th  Street,San Francisco,CA,94103,5/3/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76538112996269, -122.41420681804973)",POINT (-122.41421 37.76538),53,3,2,20,19,4,7,8,28859,,,2,,,53
M230562,300 Block Of Turk  Street,San Francisco,CA,94109,5/4/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,,POINT (-122.41489 37.782696),,,,,,,,,,,,,,,20
M230563,500 Block Of Jones  Street,San Francisco,CA,94102,5/4/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.786259663776775, -122.41306555617153)",POINT (-122.41306 37.78626),20,5,10,36,36,10,9,5,28852,,1,2,1,,20
M230564,1200 Block Of Clay  Street,San Francisco,CA,94108,5/5/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.79332777268391, -122.41364964804895)",POINT (-122.41365 37.793327),16,6,3,21,21,1,10,5,28857,,,1,,,16
M230565,2500 Block Of San Bruno  Avenue,San Francisco,CA,94134,5/5/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Portola,"(37.72943609810332, -122.40434615938618)",POINT (-122.40434 37.729435),91,2,2,25,28,3,7,10,309,,,2,,,91
M230566,4200 Block Of 18th  Street,San Francisco,CA,94114,5/5/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Castro/Upper Market,"(37.76079105341957, -122.4366523673528)",POINT (-122.43665 37.76079),38,3,5,5,3,4,5,15,28862,9,,1,,,38
M230567,2500 Block Of San Bruno  Avenue,San Francisco,CA,94134,5/5/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Portola,"(37.72943609810332, -122.40434615938618)",POINT (-122.40434 37.729435),91,2,2,25,28,3,7,10,309,,,2,,,91
M230568,100 Block Of Mcallister  Street,San Francisco,CA,94102,5/1/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78082301858152, -122.41449599043611)",POINT (-122.4145 37.780823),21,5,10,36,36,10,9,7,28852,6,1,2,1,3,21
M230569,800 Block Of Bosworth  Street,San Francisco,CA,94131,5/3/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,West of Twin Peaks,"(37.73392006578682, -122.43626905722914)",POINT (-122.43627 37.73392),96,9,5,41,40,7,5,9,63,,,1,,17,96
M230570,800 Block Of Bosworth  Street,San Francisco,CA,94131,5/3/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,West of Twin Peaks,"(37.73392006578682, -122.43626905722914)",POINT (-122.43627 37.73392),96,9,5,41,40,7,5,9,63,,,1,,17,96
M230571,1200 Block Of 05th  Avenue,San Francisco,CA,94122,5/2/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/30/2028,7,Inner Sunset,"(37.76563584298289, -122.46212902780877)",POINT (-122.46213 37.765636),109,7,11,14,12,5,11,11,56,,,1,,,109
M230572,3400 Block Of Cabrillo  Street,San Francisco,CA,94121,5/3/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/31/2028,1,Outer Richmond,"(37.77392221079209, -122.49557720827909)",POINT (-122.495575 37.773922),8,8,4,29,26,6,2,11,55,,,1,,,8
M230573,200 Block Of Talbert  Street,San Francisco,CA,94134,6/7/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,Visitacion Valley,"(37.70879091823661, -122.4071180343103)",POINT (-122.40712 37.70879),75,9,9,40,39,7,8,9,309,,,2,,,75
M230574,100 Block Of 21st  Avenue,San Francisco,CA,94121,5/15/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,"(37.785005285126886, -122.48079270155016)",POINT (-122.48079 37.785004),2,8,4,29,26,6,2,11,55,,,2,,,2
M230575,100 Block Of Edinburgh  Street,San Francisco,CA,94112,5/16/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,"(37.72667915185759, -122.42789220731024)",POINT (-122.427895 37.72668),90,9,1,7,5,7,6,9,28861,,,1,,,90
M230631,1000 Block Of Oakdale  Avenue,San Francisco,CA,94124,5/8/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.72886032219742, -122.38028692039978)",POINT (-122.38029 37.72886),78,2,9,1,1,3,8,10,58,,,2,,,78
M230632,300 Block Of Sutter  Street,San Francisco,CA,94108,5/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Financial District/South Beach,"(37.789532641229236, -122.40617783168894)",POINT (-122.40618 37.78953),19,6,3,8,6,1,10,5,28857,5,,2,,12,19
M230633,0 Block Of De Montfort  Avenue,San Francisco,CA,94112,5/9/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,"(37.7236549831313, -122.4586996262421)",POINT (-122.4587 37.723656),64,10,8,24,24,8,4,9,28861,,,2,,19,64
M230634,0 Block Of Osceola  Lane,San Francisco,CA,94124,5/9/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.731708167761234, -122.3831262518932)",POINT (-122.383125 37.73171),86,2,9,1,1,3,8,10,58,,,2,,,86
M230635,1100 Block Of Powell  Street,San Francisco,CA,94108,5/9/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Chinatown,"(37.79517662429109, -122.40981016525298)",POINT (-122.40981 37.795177),104,6,3,6,4,1,10,3,28857,,,2,,5,104
M230636,1500 Block Of Waller  Street,San Francisco,CA,94117,5/9/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Haight Ashbury,"(37.76866081144307, -122.44998794936781)",POINT (-122.44999 37.76866),29,7,11,3,9,5,11,15,29492,,,1,,25,29
M230637,1500 Block Of Waller  Street,San Francisco,CA,94117,5/9/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Haight Ashbury,"(37.76866081144307, -122.44998794936781)",POINT (-122.44999 37.76866),29,7,11,3,9,5,11,15,29492,,,1,,25,29
M230638,500 Block Of Ofarrell  Street,San Francisco,CA,94102,5/10/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.785686031545204, -122.41379344025961)",POINT (-122.413795 37.785686),20,5,10,36,36,10,9,7,28852,6,1,2,1,,20
