,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price,ppsqft
203,"Bay Terrace, SI",Staten Island,26/Q1,Condo,Residential,"$934,000",,,2,,"$934,000",,,
204,"Bay Terrace, SI",Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$3,964,000","$947,000","$792,800",5,,"$3,964,000","$792,800","$947,000",
205,"Bay Terrace, SI",Staten Island,26/Q1,Single-Family Home,Residential,"$1,363,000",,,2,,"$1,363,000",,,
206,"Bay Terrace, SI",Staten Island,25/Q2,Condo,Residential,"$525,000",,,1,,"$525,000",,,
207,"Bay Terrace, SI",Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$12,571,503","$900,000","$838,100",15,,"$12,571,503","$838,100","$900,000",
208,"Bay Terrace, SI",Staten Island,25/Q2,Single-Family Home,Residential,"$3,025,000",,,4,,"$3,025,000",,,
209,"Bay Terrace, SI",Staten Island,24/Q3,Multi-Family Dwelling,Residential,"$592,000",,,1,,"$592,000",,,
210,"Bay Terrace, SI",Staten Island,25/Q3,Co-op,Residential,"$250,000",,,1,,"$250,000",,,
211,"Bay Terrace, SI",Staten Island,25/Q3,Condo,Residential,"$505,000",,,1,,"$505,000",,,
212,"Bay Terrace, SI",Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$5,359,000","$730,000","$765,571",7,,"$5,359,000","$765,571","$730,000",
213,"Bay Terrace, SI",Staten Island,25/Q3,Single-Family Home,Residential,"$3,757,500","$725,000","$751,500",5,,"$3,757,500","$751,500","$725,000",
214,"Bay Terrace, SI",Staten Island,23/Q4,Multi-Family Dwelling,Residential,"$675,000",,,1,,"$675,000",,,
215,"Bay Terrace, SI",Staten Island,24/Q4,Co-op,Residential,"$254,500",,,1,,"$254,500",,,
216,"Bay Terrace, SI",Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$980,000",,,1,,"$980,000",,,
217,"Bay Terrace, SI",Staten Island,24/Q4,Single-Family Home,Residential,"$700,000",,,1,,"$700,000",,,
218,"Bay Terrace, SI",Staten Island,25/Q4,Condo,Residential,"$954,000",,,2,,"$954,000",,,
219,"Bay Terrace, SI",Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$8,437,220","$745,000","$767,020",11,,"$8,437,220","$767,020","$745,000",
220,"Bay Terrace, SI",Staten Island,25/Q4,Single-Family Home,Residential,"$5,665,000","$720,000","$809,286",7,,"$5,665,000","$809,286","$720,000",
221,Baychester,Bronx,25/Q1,Condo,Residential,"$838,000",,,2,,"$838,000",,,
222,Baychester,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$3,650,000","$750,000","$730,000",5,,"$3,650,000","$730,000","$750,000",
223,Baychester,Bronx,25/Q1,Single-Family Home,Residential,"$1,100,000",,,2,,"$1,100,000",,,
224,Baychester,Bronx,26/Q1,Condo,Residential,"$465,000",,,1,,"$465,000",,,
225,Baychester,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$4,705,000","$775,000","$784,167",6,,"$4,705,000","$784,167","$775,000",
226,Baychester,Bronx,26/Q1,Single-Family Home,Residential,"$1,490,000",,,2,,"$1,490,000",,,
227,Baychester,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$3,923,499","$800,000","$784,700",5,,"$3,923,499","$784,700","$800,000",
228,Baychester,Bronx,25/Q2,Single-Family Home,Residential,"$1,186,000",,,2,,"$1,186,000",,,
229,Baychester,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$2,405,000",,,3,,"$2,405,000",,,
230,Baychester,Bronx,25/Q3,Single-Family Home,Residential,"$3,070,000","$620,000","$614,000",5,,"$3,070,000","$614,000","$620,000",
231,Baychester,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$830,000",,,1,,"$830,000",,,
232,Baychester,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$5,855,000","$785,000","$836,429",7,,"$5,855,000","$836,429","$785,000",
233,Baychester,Bronx,25/Q4,Single-Family Home,Residential,"$2,147,528",,,4,,"$2,147,528",,,
234,Bayside,Queens,25/Q1,Co-op,Residential,"$4,795,067","$343,746","$368,851",13,,"$4,795,067","$368,851","$343,746",
235,Bayside,Queens,25/Q1,Multi-Family Dwelling,Residential,"$28,390,114","$1,260,000","$1,182,921",24,,"$28,390,114","$1,182,921","$1,260,000",
236,Bayside,Queens,25/Q1,Single-Family Home,Residential,"$32,113,800","$980,000","$1,035,929",31,,"$32,113,800","$1,035,929","$980,000",
237,Bayside,Queens,26/Q1,Co-op,Residential,"$3,670,000","$347,500","$367,000",10,,"$3,670,000","$367,000","$347,500",
238,Bayside,Queens,26/Q1,Condo,Residential,"$690,000",,,1,,"$690,000",,,
239,Bayside,Queens,26/Q1,Multi-Family Dwelling,Residential,"$26,084,000","$1,320,000","$1,372,842",19,,"$26,084,000","$1,372,842","$1,320,000",
240,Bayside,Queens,26/Q1,Single-Family Home,Residential,"$28,578,635","$1,041,500","$1,190,776",24,,"$28,578,635","$1,190,776","$1,041,500",
241,Bayside,Queens,25/Q2,Co-op,Residential,"$5,068,535","$345,000","$337,902",15,,"$5,068,535","$337,902","$345,000",
242,Bayside,Queens,25/Q2,Condo,Residential,"$4,049,050","$692,500","$674,842",6,,"$4,049,050","$674,842","$692,500",
243,Bayside,Queens,25/Q2,Multi-Family Dwelling,Residential,"$38,791,626","$1,312,500","$1,293,054",30,,"$38,791,626","$1,293,054","$1,312,500",
244,Bayside,Queens,25/Q2,Single-Family Home,Residential,"$40,124,050","$1,100,000","$1,146,401",35,,"$40,124,050","$1,146,401","$1,100,000",
245,Bayside,Queens,23/Q3,Co-op,Residential,"$385,000",,,1,,"$385,000",,,
246,Bayside,Queens,25/Q3,Co-op,Residential,"$3,625,000","$297,500","$302,083",12,,"$3,625,000","$302,083","$297,500",
247,Bayside,Queens,25/Q3,Condo,Residential,"$2,523,000",,,4,,"$2,523,000",,,
248,Bayside,Queens,25/Q3,Multi-Family Dwelling,Residential,"$33,442,000","$1,298,000","$1,337,680",25,,"$33,442,000","$1,337,680","$1,298,000",
249,Bayside,Queens,25/Q3,Single-Family Home,Residential,"$53,926,813","$1,180,000","$1,172,322",46,,"$53,926,813","$1,172,322","$1,180,000",
250,Bayside,Queens,24/Q4,Multi-Family Dwelling,Residential,"$3,112,976",,,3,,"$3,112,976",,,
251,Bayside,Queens,24/Q4,Single-Family Home,Residential,"$6,241,500","$1,050,000","$891,643",7,,"$6,241,500","$891,643","$1,050,000",
252,Bayside,Queens,25/Q4,Co-op,Residential,"$1,722,000","$335,000","$344,400",5,,"$1,722,000","$344,400","$335,000",
253,Bayside,Queens,25/Q4,Condo,Residential,"$2,111,000",,,3,,"$2,111,000",,,
254,Bayside,Queens,25/Q4,Multi-Family Dwelling,Residential,"$27,503,574","$1,140,000","$1,195,808",23,,"$27,503,574","$1,195,808","$1,140,000",
255,Bayside,Queens,25/Q4,Single-Family Home,Residential,"$40,917,464","$1,175,000","$1,203,455",34,,"$40,917,464","$1,203,455","$1,175,000",
256,Bayswater,Queens,25/Q1,Multi-Family Dwelling,Residential,"$4,117,204","$676,102","$686,201",6,,"$4,117,204","$686,201","$676,102",
257,Bayswater,Queens,25/Q1,Single-Family Home,Residential,"$2,010,000",,,4,,"$2,010,000",,,
258,Bayswater,Queens,26/Q1,Multi-Family Dwelling,Residential,"$3,191,750","$625,000","$638,350",5,,"$3,191,750","$638,350","$625,000",
259,Bayswater,Queens,26/Q1,Single-Family Home,Residential,"$1,205,625",,,2,,"$1,205,625",,,
260,Bayswater,Queens,25/Q2,Multi-Family Dwelling,Residential,"$5,355,885","$757,000","$765,126",7,,"$5,355,885","$765,126","$757,000",
261,Bayswater,Queens,25/Q2,Single-Family Home,Residential,"$4,420,950","$682,500","$736,825",6,,"$4,420,950","$736,825","$682,500",
262,Bayswater,Queens,25/Q3,Multi-Family Dwelling,Residential,"$7,014,000","$637,500","$701,400",10,,"$7,014,000","$701,400","$637,500",
263,Bayswater,Queens,25/Q3,Single-Family Home,Residential,"$2,650,160",,,4,,"$2,650,160",,,
264,Bayswater,Queens,24/Q4,Multi-Family Dwelling,Residential,"$830,000",,,1,,"$830,000",,,
265,Bayswater,Queens,25/Q4,Multi-Family Dwelling,Residential,"$6,440,676","$595,676","$715,631",9,,"$6,440,676","$715,631","$595,676",
266,Bayswater,Queens,25/Q4,Single-Family Home,Residential,"$2,550,000",,,4,,"$2,550,000",,,
267,Bedford Park,Bronx,25/Q1,Co-op,Residential,"$255,000",,,1,,"$255,000",,,
268,Bedford Park,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$6,895,500","$1,081,000","$1,149,250",6,,"$6,895,500","$1,149,250","$1,081,000",
269,Bedford Park,Bronx,26/Q1,Single-Family Home,Residential,"$870,000",,,1,,"$870,000",,,
270,Bedford Park,Bronx,25/Q2,Single-Family Home,Residential,"$270,000",,,1,,"$270,000",,,
271,Bedford Park,Bronx,25/Q3,Co-op,Residential,"$580,000",,,2,,"$580,000",,,
272,Bedford Park,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$5,370,000",,,4,,"$5,370,000",,,
273,Bedford Park,Bronx,25/Q3,Single-Family Home,Residential,"$815,000",,,1,,"$815,000",,,
274,Bedford Park,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$2,000,000",,,2,,"$2,000,000",,,
275,Bedford Park,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$1,975,000",,,2,,"$1,975,000",,,
276,Bedford Park,Bronx,25/Q4,Single-Family Home,Residential,"$1,650,000",,,1,,"$1,650,000",,,
277,Bedford-Stuyvesant,Brooklyn,25/Q1,Co-op,Residential,"$2,325,000",,,3,,"$2,325,000",,,
278,Bedford-Stuyvesant,Brooklyn,25/Q1,Condo,Residential,"$53,712,464","$999,999","$1,193,610",45,3186.6666666666665,"$53,712,464","$1,193,610","$999,999",
279,Bedford-Stuyvesant,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$54,497,204","$1,990,000","$2,018,415",27,3186.6666666666665,"$54,497,204","$2,018,415","$1,990,000",
280,Bedford-Stuyvesant,Brooklyn,25/Q1,Single-Family Home,Residential,"$6,415,000",,,4,,"$6,415,000",,,
281,Bedford-Stuyvesant,Brooklyn,26/Q1,Condo,Residential,"$38,728,028","$1,278,806","$1,290,934",30,3348.3333333333335,"$38,728,028","$1,290,934","$1,278,806",
282,Bedford-Stuyvesant,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$53,389,787","$2,296,500","$2,224,574",24,3348.3333333333335,"$53,389,787","$2,224,574","$2,296,500",
283,Bedford-Stuyvesant,Brooklyn,26/Q1,Single-Family Home,Residential,"$12,810,000","$2,125,000","$2,562,000",5,3348.3333333333335,"$12,810,000","$2,562,000","$2,125,000",
284,Bedford-Stuyvesant,Brooklyn,25/Q2,Co-op,Residential,"$1,400,000",,,1,,"$1,400,000",,,
285,Bedford-Stuyvesant,Brooklyn,25/Q2,Condo,Residential,"$40,667,941","$940,000","$1,042,768",39,3424.5,"$40,667,941","$1,042,768","$940,000",
286,Bedford-Stuyvesant,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$77,115,453","$1,974,500","$2,029,354",38,3424.5,"$77,115,453","$2,029,354","$1,974,500",
287,Bedford-Stuyvesant,Brooklyn,25/Q2,Single-Family Home,Residential,"$14,225,865","$2,502,500","$2,370,978",6,3424.5,"$14,225,865","$2,370,978","$2,502,500",
288,Bedford-Stuyvesant,Brooklyn,24/Q3,Condo,Residential,"$777,000",,,1,,"$777,000",,,
289,Bedford-Stuyvesant,Brooklyn,25/Q3,Condo,Residential,"$46,024,176","$976,000","$1,150,604",40,3423.5,"$46,024,176","$1,150,604","$976,000",
290,Bedford-Stuyvesant,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$60,877,376","$1,965,000","$2,029,246",30,3423.5,"$60,877,376","$2,029,246","$1,965,000",
291,Bedford-Stuyvesant,Brooklyn,25/Q3,Single-Family Home,Residential,"$20,220,000","$2,699,500","$2,527,500",8,3423.5,"$20,220,000","$2,527,500","$2,699,500",
292,Bedford-Stuyvesant,Brooklyn,24/Q4,Condo,Residential,"$5,900,079","$946,314","$842,868",7,3216.6666666666665,"$5,900,079","$842,868","$946,314",
293,Bedford-Stuyvesant,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$12,227,500","$2,650,000","$2,445,500",5,3216.6666666666665,"$12,227,500","$2,445,500","$2,650,000",
294,Bedford-Stuyvesant,Brooklyn,24/Q4,Single-Family Home,Residential,"$2,503,934",,,2,,"$2,503,934",,,
295,Bedford-Stuyvesant,Brooklyn,25/Q4,Condo,Residential,"$20,258,656","$847,500","$844,111",24,3333.3333333333335,"$20,258,656","$844,111","$847,500",
296,Bedford-Stuyvesant,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$62,469,481","$2,200,000","$2,154,120",29,3333.3333333333335,"$62,469,481","$2,154,120","$2,200,000",
297,Bedford-Stuyvesant,Brooklyn,25/Q4,Single-Family Home,Residential,"$6,875,000",,,3,,"$6,875,000",,,
298,Beechhurst,Queens,25/Q1,Co-op,Residential,"$4,975,000","$445,000","$497,500",10,,"$4,975,000","$497,500","$445,000",
299,Beechhurst,Queens,25/Q1,Condo,Residential,"$1,543,418",,,2,,"$1,543,418",,,
300,Beechhurst,Queens,25/Q1,Multi-Family Dwelling,Residential,"$1,450,000",,,1,,"$1,450,000",,,
301,Beechhurst,Queens,25/Q1,Single-Family Home,Residential,"$10,497,000","$1,250,000","$1,166,333",9,,"$10,497,000","$1,166,333","$1,250,000",
302,Beechhurst,Queens,26/Q1,Co-op,Residential,"$4,695,500","$387,500","$391,292",12,,"$4,695,500","$391,292","$387,500",
303,Beechhurst,Queens,26/Q1,Condo,Residential,"$780,000",,,1,,"$780,000",,,
304,Beechhurst,Queens,26/Q1,Multi-Family Dwelling,Residential,"$3,655,000",,,2,,"$3,655,000",,,
305,Beechhurst,Queens,26/Q1,Single-Family Home,Residential,"$6,058,737","$900,000","$1,211,747",5,,"$6,058,737","$1,211,747","$900,000",
306,Beechhurst,Queens,25/Q2,Co-op,Residential,"$6,374,500","$405,000","$424,967",15,,"$6,374,500","$424,967","$405,000",
307,Beechhurst,Queens,25/Q2,Multi-Family Dwelling,Residential,"$8,223,500","$1,550,000","$1,644,700",5,,"$8,223,500","$1,644,700","$1,550,000",
308,Beechhurst,Queens,25/Q2,Single-Family Home,Residential,"$16,503,000","$1,420,000","$1,833,667",9,,"$16,503,000","$1,833,667","$1,420,000",
309,Beechhurst,Queens,25/Q3,Co-op,Residential,"$7,484,500","$425,000","$440,265",17,,"$7,484,500","$440,265","$425,000",
310,Beechhurst,Queens,25/Q3,Multi-Family Dwelling,Residential,"$6,240,000","$1,350,000","$1,248,000",5,,"$6,240,000","$1,248,000","$1,350,000",
311,Beechhurst,Queens,25/Q3,Single-Family Home,Residential,"$12,291,000","$1,380,000","$1,365,667",9,,"$12,291,000","$1,365,667","$1,380,000",
312,Beechhurst,Queens,24/Q4,Co-op,Residential,"$2,322,000","$399,500","$387,000",6,,"$2,322,000","$387,000","$399,500",
313,Beechhurst,Queens,24/Q4,Single-Family Home,Residential,"$1,115,000",,,1,,"$1,115,000",,,
314,Beechhurst,Queens,25/Q4,Co-op,Residential,"$10,438,300","$420,000","$434,929",24,,"$10,438,300","$434,929","$420,000",
315,Beechhurst,Queens,25/Q4,Condo,Residential,"$635,000",,,1,,"$635,000",,,
316,Beechhurst,Queens,25/Q4,Multi-Family Dwelling,Residential,"$3,963,800",,,3,,"$3,963,800",,,
317,Beechhurst,Queens,25/Q4,Single-Family Home,Residential,"$15,085,000","$1,200,000","$1,257,083",12,,"$15,085,000","$1,257,083","$1,200,000",
318,Belle Harbor,Queens,25/Q1,Co-op,Residential,"$1,000,670",,,3,,"$1,000,670",,,
319,Belle Harbor,Queens,25/Q1,Multi-Family Dwelling,Residential,"$8,770,500","$920,000","$974,500",9,,"$8,770,500","$974,500","$920,000",
320,Belle Harbor,Queens,25/Q1,Single-Family Home,Residential,"$10,090,000","$992,500","$1,261,250",8,,"$10,090,000","$1,261,250","$992,500",
321,Belle Harbor,Queens,26/Q1,Co-op,Residential,"$1,265,000",,,4,,"$1,265,000",,,
322,Belle Harbor,Queens,26/Q1,Multi-Family Dwelling,Residential,"$4,639,999","$990,000","$928,000",5,,"$4,639,999","$928,000","$990,000",
323,Belle Harbor,Queens,26/Q1,Single-Family Home,Residential,"$3,083,000",,,3,,"$3,083,000",,,
324,Belle Harbor,Queens,25/Q2,Co-op,Residential,"$725,000",,,2,,"$725,000",,,
325,Belle Harbor,Queens,25/Q2,Condo,Residential,"$1,235,000",,,2,,"$1,235,000",,,
326,Belle Harbor,Queens,25/Q2,Multi-Family Dwelling,Residential,"$6,178,000","$1,230,000","$1,235,600",5,,"$6,178,000","$1,235,600","$1,230,000",
327,Belle Harbor,Queens,25/Q2,Single-Family Home,Residential,"$5,615,000","$982,500","$935,833",6,,"$5,615,000","$935,833","$982,500",
328,Belle Harbor,Queens,25/Q3,Co-op,Residential,"$1,500,500","$310,000","$300,100",5,,"$1,500,500","$300,100","$310,000",
329,Belle Harbor,Queens,25/Q3,Condo,Residential,"$1,350,000",,,2,,"$1,350,000",,,
330,Belle Harbor,Queens,25/Q3,Multi-Family Dwelling,Residential,"$4,540,000",,,4,,"$4,540,000",,,
331,Belle Harbor,Queens,25/Q3,Single-Family Home,Residential,"$3,789,000",,,4,,"$3,789,000",,,
332,Belle Harbor,Queens,24/Q4,Multi-Family Dwelling,Residential,"$635,000",,,1,,"$635,000",,,
333,Belle Harbor,Queens,25/Q4,Co-op,Residential,"$666,500",,,2,,"$666,500",,,
334,Belle Harbor,Queens,25/Q4,Condo,Residential,"$970,000",,,2,,"$970,000",,,
335,Belle Harbor,Queens,25/Q4,Multi-Family Dwelling,Residential,"$9,340,513","$1,125,000","$1,037,835",9,,"$9,340,513","$1,037,835","$1,125,000",
336,Belle Harbor,Queens,25/Q4,Single-Family Home,Residential,"$10,695,000","$1,087,500","$1,336,875",8,,"$10,695,000","$1,336,875","$1,087,500",
337,Bellerose,Queens,25/Q1,Co-op,Residential,"$1,437,999","$285,000","$287,600",5,,"$1,437,999","$287,600","$285,000",
338,Bellerose,Queens,25/Q1,Multi-Family Dwelling,Residential,"$7,045,000","$862,500","$880,625",8,,"$7,045,000","$880,625","$862,500",
339,Bellerose,Queens,25/Q1,Single-Family Home,Residential,"$21,403,698","$777,000","$792,730",27,,"$21,403,698","$792,730","$777,000",
340,Bellerose,Queens,26/Q1,Co-op,Residential,"$1,232,000",,,4,,"$1,232,000",,,
341,Bellerose,Queens,26/Q1,Multi-Family Dwelling,Residential,"$7,607,500","$895,000","$950,938",8,,"$7,607,500","$950,938","$895,000",
342,Bellerose,Queens,26/Q1,Single-Family Home,Residential,"$9,363,000","$850,000","$851,182",11,,"$9,363,000","$851,182","$850,000",
343,Bellerose,Queens,25/Q2,Co-op,Residential,"$3,399,000","$300,000","$309,000",11,,"$3,399,000","$309,000","$300,000",
344,Bellerose,Queens,25/Q2,Multi-Family Dwelling,Residential,"$11,302,000","$950,000","$941,833",12,,"$11,302,000","$941,833","$950,000",
345,Bellerose,Queens,25/Q2,Single-Family Home,Residential,"$21,802,500","$840,000","$807,500",27,,"$21,802,500","$807,500","$840,000",
346,Bellerose,Queens,24/Q3,Multi-Family Dwelling,Residential,"$735,000",,,1,,"$735,000",,,
347,Bellerose,Queens,25/Q3,Co-op,Residential,"$1,534,000","$295,000","$306,800",5,,"$1,534,000","$306,800","$295,000",
348,Bellerose,Queens,25/Q3,Multi-Family Dwelling,Residential,"$4,064,000",,,4,,"$4,064,000",,,
349,Bellerose,Queens,25/Q3,Single-Family Home,Residential,"$16,284,500","$805,000","$814,225",20,,"$16,284,500","$814,225","$805,000",
350,Bellerose,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,375,000",,,1,,"$1,375,000",,,
351,Bellerose,Queens,24/Q4,Single-Family Home,Residential,"$3,102,500",,,3,,"$3,102,500",,,
352,Bellerose,Queens,25/Q4,Co-op,Residential,"$2,193,000","$330,000","$313,286",7,,"$2,193,000","$313,286","$330,000",
353,Bellerose,Queens,25/Q4,Multi-Family Dwelling,Residential,"$10,741,388","$971,444","$1,074,139",10,,"$10,741,388","$1,074,139","$971,444",
354,Bellerose,Queens,25/Q4,Single-Family Home,Residential,"$17,534,305","$799,500","$797,014",22,,"$17,534,305","$797,014","$799,500",
355,Belmont,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$4,669,000","$850,000","$933,800",5,,"$4,669,000","$933,800","$850,000",
356,Belmont,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$390,000",,,1,,"$390,000",,,
357,Belmont,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$6,186,999","$850,000","$883,857",7,,"$6,186,999","$883,857","$850,000",
358,Belmont,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$1,720,000",,,2,,"$1,720,000",,,
359,Belmont,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$5,049,000","$912,500","$841,500",6,,"$5,049,000","$841,500","$912,500",
360,Belmont,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$6,885,000","$1,140,000","$983,571",7,,"$6,885,000","$983,571","$1,140,000",
361,Belmont,Bronx,25/Q4,Single-Family Home,Residential,"$655,000",,,1,,"$655,000",,,
362,Bensonhurst,Brooklyn,24/Q1,Co-op,Residential,"$352,000",,,1,,"$352,000",,,
363,Bensonhurst,Brooklyn,25/Q1,Co-op,Residential,"$879,000",,,3,,"$879,000",,,
364,Bensonhurst,Brooklyn,25/Q1,Condo,Residential,"$10,385,200","$680,000","$692,347",15,,"$10,385,200","$692,347","$680,000",
365,Bensonhurst,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$43,690,999","$1,480,000","$1,409,387",31,,"$43,690,999","$1,409,387","$1,480,000",
366,Bensonhurst,Brooklyn,25/Q1,Single-Family Home,Residential,"$10,459,326","$939,000","$1,045,933",10,,"$10,459,326","$1,045,933","$939,000",
367,Bensonhurst,Brooklyn,26/Q1,Co-op,Residential,"$661,500",,,2,,"$661,500",,,
368,Bensonhurst,Brooklyn,26/Q1,Condo,Residential,"$6,596,400","$618,773","$659,640",10,,"$6,596,400","$659,640","$618,773",
369,Bensonhurst,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$32,284,794","$1,610,000","$1,614,240",20,,"$32,284,794","$1,614,240","$1,610,000",
370,Bensonhurst,Brooklyn,26/Q1,Single-Family Home,Residential,"$6,488,311","$960,000","$926,902",7,,"$6,488,311","$926,902","$960,000",
371,Bensonhurst,Brooklyn,25/Q2,Co-op,Residential,"$1,293,000",,,4,,"$1,293,000",,,
372,Bensonhurst,Brooklyn,25/Q2,Condo,Residential,"$8,312,280","$690,507","$692,690",12,,"$8,312,280","$692,690","$690,507",
373,Bensonhurst,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$58,402,702","$1,420,000","$1,390,541",42,,"$58,402,702","$1,390,541","$1,420,000",
374,Bensonhurst,Brooklyn,25/Q2,Single-Family Home,Residential,"$6,602,000","$1,104,500","$1,100,333",6,,"$6,602,000","$1,100,333","$1,104,500",
375,Bensonhurst,Brooklyn,25/Q3,Co-op,Residential,"$300,000",,,1,,"$300,000",,,
376,Bensonhurst,Brooklyn,25/Q3,Condo,Residential,"$14,924,846","$726,900","$746,242",20,,"$14,924,846","$746,242","$726,900",
377,Bensonhurst,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$58,092,800","$1,499,000","$1,489,559",39,,"$58,092,800","$1,489,559","$1,499,000",
378,Bensonhurst,Brooklyn,25/Q3,Single-Family Home,Residential,"$8,288,000","$996,500","$1,036,000",8,,"$8,288,000","$1,036,000","$996,500",
