CompanyName,TotalCost,CompanyName,RemSQFT
JAROD CONSTRUCTION SERVICES  INC.,2470743.0,5,2000.0
BC ARVIZU CONSTRUCTION INC,2467924.0,59,120.0
PWI CONSTRUCTION  INC.,2444500.0,2,0.0
PENAALUM GLASS & MIRROR INC,2429573.0,20,0.0
J.R.T. CONSTRUCTION CO. ,2409716.0,9,50000.0
JRM CONSTRUCTION MANAGEMENT LLC,2396190.0,7,27609.0
RH BUILDER LLC,2385155.0,2,0.0
ACR Contractors Inc.,2376013.0,20,8686.0
CMS International Group Corp.,2373560.0,27,0.0
CASTELLON PLUMBING CORP,2354550.0,114,136910.0
Ebsary Foundation Company,2350000.0,9,0.0
KL MCCaul Construction Inc.,2345000.0,12,31750.0
Advanced Fire & Security Inc.,2321352.0,223,0.0
305 POWER CORP,2314500.0,10,194637.0
MASTER CONSTRUCTION OF SOUTH FLORIDA INC,2311947.0,30,0.0
JAM ENGINEERING INC.,2306470.0,26,0.0
INDIGO CONSTRUCTION SERVICES DBA NAVICON CONSTRUCTION ,2293729.84,11,19115.0
TOMKA LLC,2290492.5,24,15698.0
S & G Service Intl  Corp.,2288437.0,36,2915.0
FLORIDA ELECTRICAL CONTRACTORS INC,2276018.0,13,0.0
The Last Touch Construction  LLC,2275352.0,22,90.0
PANAMERICAN ENGINEERING CONTRACTORS  CORP,2260725.0,20,0.0
BA DESIGN GROUP INC,2255200.0,20,10149.0
ESTRELLA PLUMBING SERVICES,2251500.0,72,155665.0
B&N PLUMBING CONTRACTOR CORP ,2243959.45,25,157160.0
GIL HYATT INC DBA GIL HYATT CONSTRUCTION,2229000.0,3,3941.0
FORTH BUILDING  LLC,2210075.0,22,0.0
THALES BUILDERS CORP,2209503.0,9,0.0
Electrical Consulting Services Inc.,2207400.0,7,238173.0
OCEAN DOORS AND WINDOWS. INC./DBA MUJICAS RAILING AND FENCE   LLC,2205125.0,21,0.0
VIP SYSTEMS MIAMI  INC.,2202800.0,21,0.0
FORTIS CONSTRUCTION GROUP LLC,2194750.0,99,7426.0
CMC FLORIDA INVESTMENTS INC,2192700.0,39,12141.0
National Pool Design LLC,2189437.0,92,0.0
ADSUM GROUP LLC,2185313.0,1,24975.0
Alco Windows & Doors LLC,2181716.46,118,40.0
Alarm & Electronics Systems LLC,2180765.0,150,0.0
Therma Seal Roof Systems LLC,2175199.0,12,0.0
VERICON CONSTRUCTION COMPANY LLC,2171353.0,6,10855.0
CUTTING EDGE INNOVATIVE REMODELING  LLC,2168522.0,36,14528.0
Built By Design Inc.,2167751.0,17,2530.0
Hood Depot International Inc,2167610.0,32,0.0
Z ROOFING & WATERPROOFING INC,2163898.0,21,0.0
OVI ELECTRICAL CONTRACTORS  INC.,2163315.8,77,88428.0
CPS Electric Inc.,2158886.4,187,53486.0
SHORECREST CONSTRUCTION  INC,2156600.0,11,11426.0
TRINTEC CONSTRUCTION  INC.,2154857.0,19,47991.0
LUKE & SONS CONSTRUCTION INC ,2144866.0,30,3380.0
CONINMAQ L.L.C. ,2144390.0,33,14354.0
MESA BROTHERS INC,2141913.0,103,21097.0
State Electrical Contractor  LLC,2133770.0,19,3589.0
KROME CONSTRUCTION,2132290.0,16,22367.0
XTREME COOLING LLC,2124050.0,7,1300.0
HILL YORK SERVICE COMPANY  LLC,2123500.0,7,838.0
Complex Circuit Electrical Services  INC.,2122470.6,71,48107.0
IBEX TECH CORPORATION,2120453.2,101,52624.0
CAMO CONSULTING LLC,2101936.0,9,3200.0
Desscon Builders Inc,2093426.0,7,18766.0
SD Construction LLC,2092697.0,19,6245.0
AP WELDING & STEEL MANUFACTURER. CORP.,2090168.0,83,24975.0
CAST DEVELOPMENT  LLC/DBA HALMAC CONSTRUCTION,2089651.0,15,11814.0
SELENIS TECHNOLOGIES LLC,2088472.0,43,14475.0
WAYNE AUTOMATIC FIRE SPRINKLERS  INC. ,2084049.0,21,0.0
ESSIG POOLS INC,2081725.0,76,0.0
John Bell Construction  Inc.,2080836.0,28,14390.0
Lucto Fire Sprinkler Corp.,2079710.0,140,0.0
Dade County Electrical Contractors LLC,2076192.0,88,65006.0
POWER MAX ELECTRICAL CORP,2063200.0,10,2939.0
COMANCHE CONSTRUCTION LLC,2056513.0,2,23503.0
JAZAYRI CONSTRUCTION  INC,2054127.0,11,5650.0
MONOGRAM WINDOWS AND DOORS  INC.,2052040.0,6,0.0
 NUSPACE NETWORK  LLC DBA/NUSPACE FLORIDA LLC,2050600.0,4,22558.0
WINGLOAD ELECTRIC CONTRACTOR CORP,2043098.6,49,93277.0
A1 Renovation LLC,2042142.0,23,55362.0
FIVE STAR EXTRAORDINARY INTERIORS BY DESIGN  INC,2038645.0,12,8650.0
A1 Duran Roofing Inc.,2033000.0,17,0.0
QUEST BUILDERS GROUP  INC.,2032734.0,3,14386.0
EXCLUSIVE TRIM  INC,2026798.0,11,0.0
Spire Building Solutions LLC,2014913.0,1,0.0
DIAZ & RUSSELL CONSTRUCTION COMPANY,2013535.0,110,81795.0
ALES GROUP  INC,2013311.8,52,35944.0
B & R ENGINEERING CORP,2011500.0,6,0.0
ELITE INNOVATION CONSTRUCTION,2008876.0,52,11554.0
RESTATE CONSTRUCTION LLC,2006237.0,26,4757.0
JWR CONSTRUCTION SERVICES INC,2000000.0,1,0.0
COCONUT GROVE GLASS & MIRROR CORP,1989440.0,37,0.0
COLTEC ENGINEERING INC,1986000.0,3,1443.0
ECCS FLORIDA  LLC ,1984400.0,30,25491.0
PEDREIRAS Inc.,1973575.0,23,6784.0
Custom Call Centers Inc./dba  Connect C3,1967879.0,118,0.0
WM CONSTRUCTION GROUP INC,1960874.0,35,9631.0
MILLER GLASS & GLAZING INC,1959058.0,15,0.0
MORA & ORTIZ GENERAL CONTRACTOR INC,1958125.0,22,610.0
HORIZON RETAIL CONSTRUCTION  INC,1956199.0,7,14924.0
FLORIDA SOLAR & AIR  INC.,1953820.0,101,6.0
Brothers Two Windows & Screen Inc. d.b.a Hurricane Window & Screen,1953430.0,54,500.0
Mar B Plumbing Corp.,1951288.0,37,185139.0
FOSTER & SON ELECTRICAL CONTRACTORS INC.,1946308.0,29,6594.0
SAMA CONSTRUCTION  INC,1943540.0,29,8144.0
ATEXI SERVICES CORP.,1935986.0,81,176314.0
CROGNALE CONSTRUCTION COMPANY INC,1935575.0,11,9135.0
THREE COUNTY CONSTRUCTION INC.,1930364.0,25,16946.0
TRICON GROUP INC.,1915000.0,6,0.0
UNIVERSAL GROUP INC,1902319.0,37,22785.0
SAB Contracting Services Inc,1897527.0,62,3985.0
United Electrical Services Inc.,1897438.4,137,50028.0
Debonair Mechanical Inc,1893600.0,6,34654.0
EVOLUTION ELECTRICAL CONTRACTOR GROUP LLC ,1892415.0,70,96261.0
SOUTHEAST MARINE CONSTRUCTION  INC.,1890654.0,55,0.0
R & Y Electrical Corp,1886143.0,55,86781.0
TOTAL PANEL OF BROWARD INC. DBA SPACIO DESIGN BUILD,1880924.76,30,16625.0
PETERBILT CONSTRUCTION INC ,1868927.0,14,18633.0
ECOSTRUCTION LLC ,1867177.0,17,26059.0
WESTLAND PLUMBING CORP,1867000.0,59,42881.0
C DAVIS ELECTRIC CO  INC,1865800.0,22,48208.0
THE G. STEEL GROUP  LLC ,1858753.0,19,43878.0
BUILDER LIFE LLC,1858233.0,32,19368.0
Ram Construction MGMT. Inc.,1854730.0,8,13101.0
SM CONTRACTING   LLC,1853801.0,53,13846.0
JA GLOBAL SERVICES GROUP INC,1853703.0,74,20772.0
SNYDER CONSTRUCTION INC,1853438.0,2,21125.0
DBKP CONSTRUCTION  LLC,1853245.0,5,5600.0
IVEY CONSULTING CORP DBA IVEY DESIGN BUILD  CORP.,1852286.0,13,8880.0
E. H. HOSBACH PLUMBING SERVICE  INC.,1843567.0,4,0.0
Nandez D&D  LLC,1827356.0,22,13223.0
G & A PLUMBING INC,1823500.0,57,168999.0
JAM MECHANICAL CONTRACTOR INC.,1819645.0,34,107202.0
OXX Group LLC,1802078.0,16,7573.0
AG GENERAL CONTRACTOR LLC,1800816.0,26,0.0
TIDAL CONSTRUCTION ,1800000.0,1,6200.0
TIGER & SON ROOFING COMPANY,1800000.0,1,0.0
STALO CONSTRUCTIONS LLC,1800000.0,2,0.0
Wechsler Construction Group Inc.,1799225.0,5,18000.0
TYPE A CONSTRUCTION LLC,1794745.0,3,10220.0
AA Masters Construction Development And Engineering Group Corp,1791376.0,40,36471.0
INFINITY AT YOUR SERVICE LLC,1787531.0,71,31198.0
CRON CONSTRUCTION  INC,1783500.0,6,0.0
HYCON Investments LLC,1780447.0,22,15701.0
Riverside Electric and Contracting Services LLC,1779819.2,94,115314.0
AA ADVANCE AIR INC,1778800.0,10,66380.0
GEORGES WELDING SERVICES INC.,1772961.0,29,0.0
OLA CONSTRUCTION GROUP  LLC,1763500.0,4,27588.0
roepnack corporation,1763205.0,5,24047.0
Preferred Builders Group  INC.,1747800.0,15,22968.0
J. Crompton Electric Inc.,1739600.0,73,4134.0
PEACE CONSTRUCTION INC,1737446.0,12,26952.0
BILANTAR CONSTRUCTIONS USA LLC,1736362.0,11,1120.0
Well Electric Technology,1735181.0,110,55825.0
REYES QUALITY SERVICES INC,1733701.0,7,0.0
John Hall Electrical Contracting,1731570.0,30,40778.0
WELLINGTON CONSTRUCTION GROUP INC.,1718911.0,11,18374.0
CAPFORM  INC.,1715600.0,12,0.0
CARDELLA CONSTRUCTION COMPANY LLC,1708431.0,10,13964.0
SOUTH POINTE CONSTRUCTION & DEVELOPMENT CO,1705500.0,4,13581.0
CENTURY BUILDERS & RESTORATION INC,1701175.0,15,14428.0
Puren Homes LLC,1695813.0,6,0.0
AVANT BUILDERS  INC,1695043.0,8,4487.0
GILBANE BUILDING COMPANY,1685000.0,5,10620.0
ELTEC CONSTRUCTION & INVESTMENT LIQUIDATION GROUP INC,1683005.0,36,1979.0
Design Build Interamerican Inc,1680504.0,12,16304.0
NOCELLA CONTRACTING LLC ,1678120.0,35,0.0
SPARK ELECTRIC INC ,1672875.0,65,99882.0
USA HOME IMPROVEMENT,1670204.0,68,12.0
arcondal inc,1663876.0,3,1005.0
Alline Group Corp,1662676.0,2,0.0
SIEMENS INDUSTRY INC.,1659373.0,115,0.0
NEELANDS (USA) LIMITED INC,1650000.0,2,21125.0
Air Masters LLC d/b/a Mechanical Air Masters,1648695.0,23,74791.0
Ximeno Plumbing Inc.,1642400.0,54,19898.0
TEST AND BALANCE AIR CONDITIONING CORP. ,1642400.0,64,89416.0
CONTEMPORARY BUILDERS INC,1637147.0,18,24884.0
ALL COAST BUILDERS LLC,1636784.0,70,25409.0
Walter Plumbing Corp,1635200.0,49,64622.0
Mascon Construction,1632860.0,12,18684.0
TURNKEY INTERNATIONAL  INC. DBA PORRO JORGE EDUARDO,1632840.0,6,39047.0
CARIBBEAN BUILDING  CORP. ,1628158.0,25,199.0
ALLIED ROOFING IND INC  (EIN # INACTIVE),1627607.0,13,0.0
J Montaner Consultant LLC,1621001.0,34,100.0
Mega Electric Inc,1620795.2,55,118074.0
GO GREEN ELECTRIC LLC,1615625.0,5,91374.0
AABAA ELECTRICAL SERVICES,1612181.2,125,28352.0
Solutions Electrical Corp. ,1606800.0,22,3478.0
ETech Electric Inc,1605474.6,37,88681.0
GENERAL CONSTRUCTION MASTER CORP,1600166.0,48,34838.0
Action Retail Construction Services  LLC,1596226.0,4,7938.0
IMPACT DW CORPORATION,1590472.0,53,400.0
E & M Plumbing Inc.,1584900.0,41,225469.0
ALUMAN USA LLC,1579556.31,1,0.0
U.S. STRUCTURES INC.,1575000.0,1,18000.0
CARIBBEAN FIRE & ASSOCIATES INC,1574864.0,47,0.0
BETANCO ELECTRICAL SERVICES  INC. ,1571691.4,43,11645.0
GREAT DANE PETROLEM CONTRACTORS INC,1571583.0,29,551.0
GECKO GROUP INC,1569510.0,7,2478.0
MG CONSTRUCTION MANAGEMENT LLC,1566500.0,6,0.0
JOE ROUSSEAU CONSTRUCTION INC,1565950.0,10,0.0
Alligator Construction Inc.,1563763.0,17,12247.0
Dangond Construction Co LLC,1562177.0,8,2900.0
BUILD & FIX INC,1560128.0,29,7361.0
Charles E Culpepper Jr,1558740.0,87,68816.0
RETOS SERVICES PLUS LLC,1556788.0,44,8228.0
SALVADOR NISTAL LLC,1554058.0,14,18540.0
RAIRCON CORP.,1550120.0,22,48317.0
NAFA DESIGN LLC,1549351.0,23,4689.0
EXA USA CORP,1545150.0,9,10025.0
SCALE COLLABORATIVE LLC,1537378.0,11,27697.0
DASH DOOR & CLOSER SERVICE INCdba/Dash Door & Glass,1536107.0,16,0.0
Hereus Construction Inc,1535494.0,12,7147.0
PROJECT BUILDERS INC.,1529700.0,4,21942.0
PANIZZA CONSTRUCTION SERVICES  CORPORATION ,1528970.0,8,12298.0
BILTMORE CONSTRUCTION CO. INC.,1522000.0,5,7200.0
Integrated Electrical Services of Dade Inc,1519826.0,27,40295.0
MIGE GROUP LLC,1501501.0,20,19278.0
FOCCO CONSTRUCTION & DESIGN CORP,1499260.0,48,8314.0
C F Construction and Remodeling Inc.,1494204.0,14,10677.0
LIGHTWAVE ELECTRICAL CONTRACTORS INC,1492502.0,31,4233.0
NEWTECH BUILDERS CORP,1491998.0,21,1200.0
JAG BUILDING  GROUP INC,1490000.0,1,16572.0
GESTIDO CONSTRUCTION  LLC,1486450.0,1,0.0
FARADAY ELECTRICAL CONTRACTOR INC.,1481632.24,56,6196.0
SPCU MAINTENANCE REPAIR & CONSTRUCTION CORP,1474269.0,43,300.0
POWER TECHNOLOGY SERVICES,1471425.0,35,11708.0
Atlantis Environmental Engineering Inc.,1469585.36,1,0.0
B & B CONCEPT DESIGNS INC,1462780.0,6,7717.0
AMERI TEMP AIR CONDITIONING ,1461253.0,13,43290.0
ENGEL CONSTRCUTION INC,1450000.0,1,9863.0
ROCKET PLUMBING CORP ,1444700.0,43,16111.0
I G W T CONSTRUCTION INC,1443852.0,3,13520.0
CHARGER CONSTRUCTION OF FLORIDA  LLC.,1442500.0,4,4662.0
JYP SERVICE & REPAIRS  CORP,1441950.0,79,79585.0
TASHCON CORPORATION,1440800.0,5,16000.0
GENSET FIRE AND SECURITY LLC,1440699.0,127,0.0
FRANCIS ENGINEERING INC,1440000.0,17,0.0
RTC ELECTRIC CORP,1437410.2,24,20693.0
MADDOX GROUP INC,1436000.0,3,24488.0
Convergint Technologies LLC,1435391.0,71,0.0
TAFUR CONSTRUCTION CORP,1434574.0,40,14651.0
PERMONT CORP dba GARP,1430712.0,25,16885.0
ENGINEERED SYSTEMS SOLUTIONS LLC,1429243.0,103,43778.0
E & M EQUIPMENT CORP.,1428515.0,18,0.0
AUTANA ENTERPRISES INC,1414302.0,55,819.0
Palmer Holdings Inc.,1412528.0,20,12775.0
VERCETTI ENTERPRISES  LLC,1404751.0,3,14440.0
CODA ROOFING INC,1404272.0,31,0.0
R & I Plumbing Service Corp.,1403038.0,68,53273.0
DEMARA ENTERPRISES INC,1398200.0,13,0.0
MAESTRE CONSTRUCTION INC,1394835.0,4,21500.0
SPARTAN CONTRACTING CORPORATION,1393500.0,4,6182.0
NNI Construction Co,1393400.0,2,31289.0
RQ ELECTRICAL INC,1393065.0,41,9189.0
PROFESSIONAL BUILDING SOLUTIONS LLC AKA 4 POINT CONSTRUCTION OF FLORIDA,1387417.0,19,7627.0
ANOUVILLE CONSULTING AND CONSTRUCTION LLC,1384150.0,27,18907.0
STANSELL PROPERTIES & DEVELOPMENT LLC,1383875.0,7,13119.0
Caribe Electrical Contractor  Inc.,1375446.0,63,44330.0
AB CONSTRUCTION GROUP LLC DBA FIVE EIGHTEEN CONSTRUCTION,1374970.0,11,3691.0
SMART SHADE STRUCTURES CORP,1374825.0,15,0.0
PRO FACADE LLC,1368455.0,5,0.0
CLEAR CHOICE WINDOWS & DOORS INC,1367226.0,15,0.0
EPOCA CORP,1365930.0,20,25393.0
J ROMANO GROUP INC,1365128.0,8,11168.0
SILVER PALM PLUMBING,1363605.0,68,366267.0
MARIN & MARIN CONSTRUCTION INC,1360000.0,26,0.0
Sanandres Construction and Consulting Group,1359190.0,10,7797.0
Summers Fire Sprinklers Inc.,1357477.0,71,0.0
Calypso Pool Company,1357000.0,76,0.0
ROX ENTERPRISES  INC.,1356300.0,11,1000.0
HEICA CONSTRUCTION CORP,1354625.0,8,7449.0
GABLES AIR CONDITIONING CORP,1350520.0,44,178871.0
REINFORCE STRUCTURES INC,1350000.0,2,0.0
KISO GROUP  LLC DBA KISO POOLS LLC,1340480.0,47,1622.0
ESTRELLA PLUMBING INC,1340200.0,51,14568.0
Lastayo & Padilla Construction Company INC.,1334010.0,20,2300.0
Swebuild Construction LLC,1328470.0,29,4110.0
 Mira Design Build Inc,1324401.0,2,15136.0
A Coastal Tishman,1321661.0,6,0.0
KONSTRUCTICA LLC,1312215.0,52,3238.0
Maber Construction LLC,1308250.0,8,13167.0
Southeast  Florida Mechanical,1308145.0,9,168153.0
VISTA CONSTRUCTION SERVICES INC,1303996.0,51,0.0
WINDOW WORKS IMPACT GLAZING INC.,1303413.0,31,0.0
Pomeroy Electric Inc.,1302580.0,22,62091.0
PARADIGM CONSTRUCTION GROUP,1302007.0,7,3425.0
Miami Mechanical Contractors Inc.,1297445.0,42,95049.0
I & M Corporation dba Best Air Solutions,1293120.0,13,42607.0
Global Security Products INC DBA PARADYME,1291757.0,51,0.0
BUILD PRO CONSTRUCTION INC,1290271.0,37,18704.0
ATLANTIC MIAMI BOATLIFTS INC,1288001.0,60,0.0
FBD CONTRACTING GROUP INC,1287006.0,18,5111.0
Bofam Construction Company Inc,1285595.0,17,19759.0
Edfalconstruction LLC,1280872.0,54,8101.0
SIGNATURE IMPACT WINDOWS & DOORS LLC,1280411.1,63,0.0
Sydney Consulting Construction Inc.,1279263.0,12,11938.0
A R ELECTRIC SERVICES INC,1278987.0,53,34349.0
QELECTRIC LLC,1278979.2,28,73223.0
Regency Pool & Spa of FL Inc.,1277040.0,28,0.0
OUTDO BUILDERS INC,1274895.0,37,1925.0
BUNELL MARINE LLC,1274000.0,6,0.0
TEAMWORK CONTRACTORS GROUP  LTD,1273075.0,5,12165.0
Superior Electrical Contractors Inc.,1271590.0,31,42795.0
3JW  CONTRUCTION INC,1270801.0,44,3500.0
COASTAL HOMES OF SOUTH FLORIDA  INC,1269939.0,3,1737.0
L&H Construction Services,1265375.0,8,2361.0
HORSEPOWER ELECTRIC INC,1262696.0,18,17792.0
Carly Electrical Service Inc.,1261468.2,81,13824.0
DUFFEY CONSTRUCTION CO INC,1260680.0,4,2640.0
High Mark Construction LLC,1258750.0,1,14385.0
INTEGRATED SECURITY SYSTEMS,1255349.0,73,0.0
Atlas Construction Company LLC,1254160.0,15,4548.0
WEATHERTROL MAINTENANCE CORP,1253985.0,5,61300.0
CITYWIDE ELECTRICAL SERVICE  LLC,1252646.6,88,34478.0
ADVANCE IMPACT GLASS SYSTEM INC,1251631.17,59,0.0
CAPOTE PLUMBING CORP,1245950.0,60,50261.0
S & L FIRE PROTECTION dba SCK ENTERPRISES  INC,1242800.0,136,0.0
PAU PLUMBING CONTRACTOR INC,1241667.0,67,98580.0
SOLCO ENGINEERING LLC.,1238014.0,24,1400.0
APOLLO ELECTRIC AI INC,1235405.0,12,59634.0
SS POWER & LIGHT ELECTRIC INC.,1233185.2,78,18484.0
IMPROVEMENT DEVELOPERS LLC,1232251.0,13,11912.0
MIAMI RESTAURANT REPAIRS  INC,1231155.0,42,3447.0
BACALLAO CONSTRUCTION & ENGINEERING DEVELOPMENT LLC,1230018.0,6,0.0
Absolute Fire Protection Services  INC.,1225481.0,49,0.0
MATEU CONSTRUCTION LLC,1225000.0,10,427.0
YERBILLA SERVICES INC,1224250.0,27,90008.0
Archon Air Management Corp,1223455.0,15,86881.0
Atlas Plumbing Inc.,1221500.0,21,16974.0
BOSCAN CONSTRUCTION LLC,1215763.0,9,7320.0
ART BUILD CONSTRUCTION LLC ,1212900.0,23,3198.0
ARFRAN INC,1208341.0,34,0.0
BLUESTREAM DBA PROFESSIONAL ENERGY SERVICES LLC,1208000.0,3,708905.0
Plaza Group Limited Corp,1206870.67,22,11640.0
ECI General Contractors Inc,1203301.0,15,0.0
PEAL DEVELOPMENT GROUP  INC,1203080.8,30,112118.0
DVG BUILDERS INC,1203039.0,51,4051.0
Market Refrigeration  Inc.,1200000.0,1,0.0
Contour Marine Inc,1199676.0,39,1000.0
RGEN ENTERPRISES  LLC,1198000.0,7,123805.0
Morales And Son Inc.,1195235.0,8,10956.0
ALL SOLUTIONS CONSTRUCTION LLC,1195001.0,1,0.0
MAS ELECTRICAL CONTRACTORS INC,1189285.2,21,26424.0
FRANQUE & DENIS CONSTRUCTION LLC,1186913.0,4,17139.0
Stan Daemer Electrical Services Inc.,1185400.0,81,110.0
FXD Construction  LLC,1182488.0,7,11491.0
OLYMPUS CONSTRUCTION MANAGEMENT CORP,1180376.0,4,0.0
Elite Impact Glass LLC ,1180079.0,37,5000.0
FLORIDA ATLANTIC GENERAL CONTRACTING LLC ,1177572.0,19,4200.0
KETEC CONSTRUCTION SERVICES INC.,1174600.0,5,15260.0
RF CONSTRUCTION GROUP INC,1172003.0,26,0.0
OCEANSIDE CONSTRUCTION & REMODELING LLC,1166938.0,12,33592.0
Lippe Construction ,1166348.0,3,203753.0
G&D ENGINEERING AND CONSTRUCTION ,1162550.0,11,43331.0
SHADAY BAEZ LLC ,1161400.0,4,4400.0
CFH RENOVATIONS dba CFH GROUP LLC,1158960.0,6,8864.0
GABLES CONSTRUCTION GROUP CORP,1158679.0,17,0.0
Halloran Construction Corp.,1157123.0,21,5997.0
BAKER CONCRETE CONSTRUCTION INC,1155778.0,7,0.0
CUDA CONSTRUCTION MANAGEMENT G&G CONSTRUCTION GROUP,1151939.0,19,5198.0
SECURITY INNOVATIVE SOLUTIONS INC,1151434.0,15,0.0
ARCTIC CIRCLE AIR CONDITIONING SERVICES CORP,1149990.0,30,96975.0
Skylight Security System Inc,1149634.0,35,0.0
One Stop Construction Inc.,1147843.35,25,13052.0
ORO CONSTRUCTION LLC,1145474.0,21,8823.0
CASA BLANCA BUILDERS  LLC ,1144065.0,5,12245.0
TORO ENGINEERING AND CONSTRUCTION CORP.,1143614.0,7,2473.0
SIMJA ENTERPRISES  LLC,1143575.0,13,3550.0
RAMI CONSTRUCTION GROUP INC,1143262.0,27,4998.0
Ampstrong Electric Inc.,1141512.0,53,37709.0
PARAGON SYSTEMS INTEGRATION LLC,1138368.0,2,0.0
G & A Contractors Inc,1137950.0,33,13169.0
Ultimate Contractors Inc,1136183.0,8,7734.0
ROFER CONSTRUCTION INC,1134500.0,10,11711.0
Waypoint Contracting  Inc.,1130533.0,9,7515.0
L827 ENTERPRISE LLC,1130000.0,15,1770.0
P.D.G CONSTRUCTION,1127713.0,4,4031.0
ROCK STAR POOLS & WATERFALLS INC,1125130.0,17,0.0
AMERICAN RESTORATION AND WATERPROOFING LLC,1123847.0,1,0.0
KATERRA CONSTRUCTION LLC,1123485.0,2,53788.0
PERPAT CONSTRUCTION  CORP/DBA  Pirsa Miami Corp,1121326.0,9,2594.0
MODERN DESIGN MIAMI CORP,1120522.0,41,1520.0
Olin Wayne Companies Inc,1116000.0,86,110.0
SDA Construction Corp,1115403.0,74,4694.0
Varga construction inc.,1114601.0,20,519.0
Octagon Construction Corp,1114130.0,23,19045.0
IV Group Inc,1112441.0,21,5618.0
ABC Development Group Inc,1111738.0,13,3914.0
brookstone construction llc,1111000.0,1,12585.0
MAXICON LLC,1109591.0,21,0.0
JD Engineering & Construction Corp.,1108720.0,14,800.0
Palmetto Plumbing CO. of Hialeah Inc.,1108500.0,15,466404.0
21st CENTURY ELECTRICALCONTRACTORS INC. DBA 21st CENTURY ELE,1108400.0,15,44663.0
SCALTEC USA CORP. ,1103789.0,11,1258.0
Teamwork Construction,1103700.0,9,1200.0
JY CONSTRUCTION GROUP  LLC,1102897.0,6,9074.0
INBUILD GROUP INC,1100837.0,11,17857.0
LAMARCA CM  LLC ,1099769.0,1,64986.0
INNOVATIVE SOLUTIONS CONSTRUCTION INC.,1099548.0,75,17149.0
CENTURY FIRE PROTECTION  LLC,1095402.0,4,0.0
AVIKTOR CORPORATION ,1094501.0,4,17092.0
ENVIROTECH ROOFING GROUP  INC.,1094300.0,52,31891.0
NEC ELECTRIC SOLUTIONS CORP,1093708.6,34,29302.0
VENTURA ARCHITECTURE DEVELOPMENT INC.,1093216.4,3,9446.0
Galloni Inc,1092877.5,1,4400.0
Precision Roofing Corp,1092251.0,5,0.0
D & D PLUMBING CORP,1088120.0,36,15042.0
RBG/Carib Construction Corp,1087169.0,24,755.0
J E S ELECTRIC INC,1085485.4,89,11706.0
PALMCORP MANAGEMENT LLC,1084250.0,11,0.0
MARINO CONSTRUCTION ENGINEERING INC,1082700.0,54,20598.0
G METAL PARTITION CONTRACTORS CORP,1081800.0,6,23118.0
RAUSA BUILDERS CORP.,1079706.0,41,14354.0
J CAPPELLETI INC,1079470.0,7,620.0
Cal Development Inc,1074126.0,11,10390.0
STATEWIDE ELECTRIC & ENVIRONMENTAL SOLUTIONS  LLC,1071205.0,25,4086.0
Mitch Builders  LLC,1069902.0,12,0.0
CURRENT BUILDERS  INC.,1068758.0,20,0.0
CERTIFIED POOL MECHANICS 1 INC,1067000.0,8,0.0
CITADEL CGC LLC,1066580.0,3,1800.0
SRV Structures LLC,1065000.0,2,0.0
Als Electric Inc.,1062530.0,14,6726.0
Freemans Construction & Engineering Group Inc.,1061535.0,58,9493.0
PAIZ CONSTRUCTION AND ROOFING SERVICE  CORP. ,1060699.0,18,0.0
Extreme Roofing Inc.,1060101.0,26,0.0
WISE BUILDING TECHNOLOGIES  LLC,1058528.0,61,17572.0
FLORIDA BUILDING CONSTRUCTION  INC.,1058075.0,6,8414.0
HARTZELL CONSTRUCTION  INC.,1055980.0,3,1.0
GEC ASSOCIATES INC,1055127.0,4,10638.0
Andelson Construction INC.,1053771.0,7,8186.0
Langer Electric Co.,1046632.6,15,21334.0
MONTAUK CONSTRUCTION INC,1045213.0,5,11325.0
A & M Hurricane Protection LLC,1044688.0,76,299.0
Phillips Fire Sprinklers  Inc.,1040832.0,26,0.0
APPEARANCE BUILDERS LLC,1039868.0,45,8573.0
ALL STATE CONTRACTORS LLC,1038653.0,19,10320.0
MAG 2U INC,1037611.0,22,8461.0
HOMESTEAD REPAIRS AND SERVICES INC.,1037600.0,53,71830.0
PONS ESTIMATING Construction SERVICES ,1037497.12,38,22059.0
SOUTHERN COAST ENTERPRISES INC,1037234.0,4,0.0
FLORIDA POOLPATIO CORP,1035700.0,61,90.0
ECOTECH  Plumbing Corp.,1034500.0,21,61230.0
Rudge Wood Flooring Inc,1034473.0,45,6231.0
ALL ABOUT FENCING CONTRACTOR INC DBA FENCES FOR LESS,1031778.0,102,0.0
BUSLAM COMPANY PARTNERS INC,1030039.0,23,255.0
ION ELECTRIC  LLC,1029730.0,15,16416.0
J.N.L. PLUMBING CORP ,1027500.0,20,17554.0
CONTEMPORARY CONSTRUCTION GROUP INC,1027425.0,30,0.0
NEARBY PLUMBING CONTRACTOR INC,1025000.0,2,2052.0
G FORCE WATERPROOFING & RESTORATION  LLC,1023368.0,12,0.0
Living Water Plumbing Service Corp.,1023000.0,25,95206.0
GLEISY ELECTRIC  INC,1018780.0,23,13120.0
COJIMAR PLUMBING INC,1018500.0,4,400.0
PLP CONSTRUCTION GROUP INC.,1017976.0,15,8551.0
Firm development Group LLC,1016160.0,9,0.0
East Coast Builders & Development Corp/ ,1015000.0,2,0.0
Miamicrete  Inc.,1013430.0,12,120.0
Cobo Construction Corporation,1013003.0,38,2696.0
MAROCEF INC. ,1012339.0,13,9184.0
