,name,title,ID,permit_num,permit_type,review_type,app_start_date,issue_date,processing_time,street_num,street_dir,street_name,street_suffix,work_desc,building_fee_paid,zoning_fee_paid,other_fee_paid,subtotal_paid,building_fee_unpaid,zoning_fee_unpaid,other_fee_unpaid,subtotal_unpaid,building_fee_waived,zoning_fee_waived,other_fee_waived,total_fee,reported_cost,ward,full_address,app_year_start
41,SCHMITT TIMOTHY J,ARCHITECT,2885308.0,100728674,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-11-03,11/08/2017,5.0,2340,N,CALIFORNIA,AVE,**DIRECT DEVELOPER SERVICES**  REVISION TO PERMIT# 100674376 FOR MODIFICATIONS TO LEVEL 2 (REMOVAL OF 1 RESIDENTIAL UNIT AND ENLARGEMENT OF THE AMENITY SPACE) AND LEVEL 6 (REMOVAL OF A 2 BEDROOM UNIT AND REPLACEMENT WITH 2 STUDIO UNITS) AND ASSOCIATED STRUCTURAL AND MEP WORK AS PER PLANS.  (NO CHANGE TO THE NUMBER OF DWELLING UNITS),3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,350000.0,1.0,2340 N CALIFORNIA AVE,2017.0
42,WYLIE MATTHEW J,ARCHITECT,2888385.0,100730648,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-03-08,04/16/2018,39.0,105,N,MAY,ST,"(DIRECT DEVELOPER SERVICES)  FOUNDATION ONLY FOR NEW CONSTRUCTION OF A FOURTEEN (14) STORY HOTEL (200 ROOMS) WITH NO BASEMENT, 1ST FLOOR RETAIL, 1 LEVEL OF PARKING (22 PARKING SPACES) AND ASSOCIATED SITE WORK AS PER PLANS.",3374.46,75.0,0.0,3449.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.46,1815000.0,27.0,105 N MAY ST,2018.0
43,BOOTH LAURENCE OGDEN,ARCHITECT,2888976.0,100730985,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-11-06,11/06/2017,0.0,1109,W,WASHINGTON,BLVD,FULL BUILDING PERMIT FOR NINE STORY RESIDENTIAL BUILDING WITH 28 DWELLING UNITS AND 83 PARKING SPACES AS PER PLANS.,71569.44,3826.0,35084.0,110479.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110479.44,38300000.0,27.0,1109 W WASHINGTON BLVD,2017.0
44,BRININSTOOL DAVID LEE,ARCHITECT,2890354.0,100731836,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-04-11,04/16/2018,5.0,180,N,ADA,ST,DIRECT DEVELOPER SERVICES - FULL BUILDING PERMIT FOR A NEW 14-STORY BUILDING WITH 263 APARTMENTS AND 143 PARKING SPACES. FOUNDATIONS AND SUPERSTRUCTURE THROUGH LVL 2 PERMITTED UNDER 100726744.,174887.64,5445.0,60876.0,241208.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241208.64,8000000.0,27.0,180 N ADA ST,2018.0
45,PETERS MARK RAYMOND,ARCHITECT,2890910.0,100732156,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-02-20,03/08/2018,16.0,56,W,HURON,ST,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 13 STORY 11 DWELLING UNIT RESIDENTIAL BUILDING WITH 11 PARKING SPACES AS PER PLANS. FOUNDATION AND SUPERSTRUCTURE PERMIT ISSUED UNDER PERMIT NUMBER 100700860,20707.12,1119.0,0.0,21826.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21826.12,12000000.0,2.0,56 W HURON ST,2018.0
46,KERWIN THOMAS PATRICK,ARCHITECT,2891482.0,100732480,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-01-29,02/07/2018,9.0,355,E,WACKER,DR,"***DIRECT DEVELOPER SERVICES*** FOUNDATION AND SUPERSTRUCTURE FROM LOWER WACKER TO UPPER WACKER TO INCLUDE UNDERSLAB PLUMBING FOR PROPOSED 13-STORY GRADE 8 - 12 SCHOOL.  CAISSON ONLY PERMIT # 100688604, GRADE BEAM PERMIT #100725098",44570.68,2536.0,0.0,47106.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47106.68,7490500.0,42.0,355 E WACKER DR,2018.0
47,HAYMES DAVID A,ARCHITECT,2895318.0,100734860,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-01-29,02/14/2018,16.0,2611,N,HERMITAGE,AVE,"***DIRECT DEVELOPER SERVICES*** REVISION TO FOUNDATION PERMIT # 100700635 FOR PROPOSED 4-STORY,  43 DWELLING UNIT APARTMENT BUILDING WITH UNDERGROUND PARKING.",4417.5,75.0,0.0,4492.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4492.5,50000.0,32.0,2611 N HERMITAGE AVE,2018.0
48,KOO JAH HEE,ARCHITECT,2895641.0,100735045,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-07-03,07/17/2018,14.0,900,E,GRAND,AVE,"***DIRECT DEVELOPER SERVICES*** FULL BUILDING PHASE FOR 7-STORY,  223 KEY HOTEL AT NAVY PIER.FOUNDATION PERMIT #100718834",113635.44,4512.0,0.0,118147.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118147.44,1442500.0,42.0,900 E GRAND AVE,2018.0
49,GIBSON GREGORY DAVID,ARCHITECT,2902912.0,100739471,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-02-05,02/07/2018,2.0,4346,N,HONORE,ST,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED FIVE (5) STORY 38 DWELLING UNIT (OF WHICH FOUR (4) DWELLING UNITS WILL BE ONSITE AFFORDABLE UNITS) RESIDENTIAL BUILDING WITH GROUND FLOOR COMMERCIAL (RESTAURANT) AS PER PLANS,22506.66,1267.0,13233.0,37006.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37006.66,10000000.0,47.0,4346 N HONORE ST,2018.0
50,WRIGHT STEPHEN T,ARCHITECT,2904933.0,100740682,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-02-21,03/06/2018,13.0,8647,W,HIGGINS,RD,"DIRECT DEVELOPER SERVICES: NEW CONSTRUCTION OF 8-STORY 148,870 SF OFFICE BUILDING + 173,935 SF ATTACHED PARKING GARAGE. FOUNDATION AND SITE WORK UNDER SEPARATE PERMIT 100725081",188712.7,5932.0,0.0,194644.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194644.7,26500000.0,41.0,8647 W HIGGINS RD,2018.0
51,DEPREE EDMUND AUSTIN,ARCHITECT,2905085.0,100740766,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-02-23,03/08/2018,13.0,904,W,WASHINGTON,BLVD,"***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT # 100683327 FOR PROPOSED 10-STORY, 22 UNIT RESIDENTIAL BUILDING TO CHANGE LEVELS 9 AND 10 FRAMING FROM STEEL TO CONCRETE, REVISE UNDERGROUND PLUMBING, ELECTRICAL ROOMS AND MISC FLOOR LAYOUTS",16404.66,1170.0,0.0,17574.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17574.66,1.0,27.0,904 W WASHINGTON BLVD,2018.0
52,SALVIA TRACY SUSANNE,ARCHITECT,2906592.0,100741692,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-03-09,04/30/2018,52.0,4071,N,OAK PARK,AVE,"***DIRECT DEVELOPER SERVICES***  PBC/CPS - #05615 - PD 1390 - NEW 1,200-STUDENT CHICAGO PUBLIC SCHOOL FOR GRADES 7 - 9 WITH ASSOCIATED SITE WORK, INCLUDING ATHLETIC FIELD, PRIVATE DRIVE AND STAFF PARKING LOT.  OCCUPANCY C3 - TYPE 1-A - SCHOOL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75422.48,3922.0,0.0,79344.48,49500000.0,38.0,4071 N OAK PARK AVE,2018.0
53,HAYMES DAVID A,ARCHITECT,2912730.0,100744785,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-03-07,05/31/2018,85.0,1419,S,WABASH,AVE,*DIRECT DEVELOPER SERVICES* NEW CONSTRUCTION. FOUNDATION ONLY FOR A 10 STORY 24-EFFICIENCY UNITS AND 38-DWELLING UNIT FOR A TOTAL OF 62-RESIDENTIAL UNITS. GROUND FLOOR RETAIL AND 7 REQUIRED ON-SITE PARKING SPACES.,3000.0,1575.0,0.0,4575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4575.0,900000.0,3.0,1419 S WABASH AVE,2018.0
54,HAYMES DAVID A,ARCHITECT,2912748.0,100744797,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-03-06,05/31/2018,86.0,51,E,14TH,ST,*DIRECT DEVELOPER SERVICES* NEW CONSTRUCTION. FOUNDATION ONLY FOR A 15 STORY 199 DWELLING UNIT BUILDING WITH 68-UNITS TO BE EFFICIENCY AND 131-UNITS TO BE DWELLING. RETAIL ON THE GROUND FLOOR AND 88 PARKING SPACES AS PER PLANS.THE BUILDING WILL NOT HAVE A 13TH FLOOR.,3000.0,1575.0,0.0,4575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4575.0,900000.0,3.0,51 E 14TH ST,2018.0
55,HIRSCH HOWARD M,ARCHITECT,2915287.0,100746136,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-02-26,03/14/2018,16.0,734,W,SHERIDAN,RD,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100678630; REVISIONS ARE TO MECHANICAL SYSTEMS (SWITCH FROM FLOOR-MOUNTED VRF UNITS TO CEILING-MOUNTED VRF UNITS IN SOME RESIDENTIAL UNITS); ALL AS PER PLANS,2813.48,75.0,0.0,2888.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2888.48,140000.0,46.0,734 W SHERIDAN RD,2018.0
56,ANTUNOVICH JOSEPH M,ARCHITECT,2917535.0,100747337,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-07-10,07/10/2018,0.0,730,N,MILWAUKEE,AVE,"*DIRECT DEV SERVICES* FOUNDATIONS ONLY PERMIT FOR A NEW 23 STORY MIXED USE HIGH RISE BUILDING WITH APARTMENTS, PARKING AND GROUND FLOOR RETAIL.",5170.5,75.0,0.0,5245.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5245.5,1500000.0,27.0,730 N MILWAUKEE AVE,2018.0
57,ANTUNOVICH JOSEPH M,ARCHITECT,2918548.0,100747866,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-06-11,06/27/2018,16.0,2522,N,MILWAUKEE,AVE,**DIRECT DEV SERVICES** FOUNDATIONS AND PARTIAL SUPERSTRUCTURE FOR THE NEW CONSTRUCTION OF A 5 STORY (BLDG A) MIXED USE PROJECT BLDG SUPERSTRUCTURE TO LVL 2 AND PARTIAL LVL 3 (for Bridge connection),31149.09,75.0,0.0,31224.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31224.09,4000000.0,32.0,2522 N MILWAUKEE AVE,2018.0
58,MITCHELL RENAULD D,ARCHITECT,2919183.0,100748260,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-04-06,04/16/2018,10.0,6835,S,NORMAL,BLVD,***DIRECT DEVELOPER SERVICES***  PBC PROJECT #05185 PILES ONLY FOR CONSTRUCTION OF PBC/CPS 3-STORY HIGH SCHOOL ON DEEP FOUNDATIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10432.24,75.0,0.0,10507.24,570000.0,6.0,6835 S NORMAL BLVD,2018.0
59,FREEMAN ARDEN D,ARCHITECT,2920705.0,100749180,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-28,10/04/2018,6.0,6149,N,BROADWAY,,"***DIRECT DEVELOPER SERVICES***  NEW CONSTRUCTION OF A PROPOSED SIX (6) STORY RESIDENTIAL BUILDING WITH 105 DWELLING UNITS, 45 PARKING SPACES AND RETAIL ON THE GROUND FLOOR AS PER PLANS",42665.4,1968.0,32865.0,77498.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77498.4,9000000.0,48.0,,2018.0
60,HAYMES DAVID A,ARCHITECT,2926141.0,100752521,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-08-17,08/21/2018,4.0,51,E,14TH,ST,*DIRECT DEVELOPER SERVICES* FULL BUILDING PERMIT.  NEW CONSTRUCTION FOR A 15 STORY BUILDING. NO 13TH FLOOR. 68 EFFICIENCY UNITS. 131 DWELLING UNITS. 88 PARKING SPACES. GROUND FLOOR RETAIL AS PER PLANS.  FOUNDATION PERMIT #100744797,121517.82,9198.0,40841.0,171556.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171556.82,38106000.0,3.0,51 E 14TH ST,2018.0
61,THEODORE PETER T,ARCHITECT,2963222.0,100775437,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-12-26,01/16/2019,21.0,4715,W,FOSTER,AVE,"***DIRECT DEVELOPER SERVICES *** BUILDING A - 4713 - 4715 W FOSTER AVE - NEW CONSTRUCTION 1-STORY, 4522 SQUARE FOOT 'DRIVE-THRU' TYPE RETAIL BUILDING",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,1881152.0,39.0,4715 W FOSTER AVE,2018.0
62,THEODORE PETER T,ARCHITECT,2963223.0,100775438,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-09,01/14/2019,5.0,4701,W,FOSTER,AVE,"***DIRECT DEVELOPER SERVICES *** BUILDING B - 4701 - 4709 W FOSTER AVE -  BUILDING B  IS A 1-STORY, 18,625 SQUARE FOOT BUILDING FOR OUTLOT SHOPS.",4757.03,716.0,0.0,5473.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5473.03,7729375.0,39.0,4701 W FOSTER AVE,2019.0
63,THEODORE PETER T,ARCHITECT,2963225.0,100775440,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-10-10,10/10/2018,0.0,4631,W,FOSTER,AVE,"***DIRECT DEVELOPER SERVICES *** BUILDING C - 4631 - 4659 W FOSTER AVE - NEW RETAIL DEVELOPMENT - BUILDING C IS A 2-STORY, 123,342 SQUARE FOOT INLINE RETAIL BUILDING WITH PRECAST SYSTEM AND PARKING ON THE ROOF.",70776.03,3734.0,2.0,74512.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74512.03,51186930.0,39.0,4631 W FOSTER AVE,2018.0
64,SALVIA TRACY SUSANNE,ARCHITECT,2973624.0,100781715,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-11,09/26/2018,15.0,4071,N,OAK PARK,AVE,"REVISION TO PERMIT 100741692 - PBC/CPS #05165 - PD 1390 - REVISE STORMWATER DESIGN, ADD ONE EXIT LANE TO PRIVATE DRIVE, AND RELOCATE FOUR ADA PARKING SPACES TO PARKING LOT.  TREES ADDED AND SITE LIGHTING RELOCATED, AS REQUIRED.  OCCUPANCY C3 - TYPE 1A - SCHOOL - DIRECT DEVELOPER SERVICES.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,3922.0,0.0,4472.0,200000.0,38.0,4071 N OAK PARK AVE,2018.0
65,KOKALIAS BILL G.,ARCHITECT,2991393.0,100793021,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-06-17,07/08/2019,21.0,1700,N,WESTERN,AVE,"DIRECT DEVELOPER SERVICES** ERECT NEW 5 STORY MASONRY BUILDING MIXED USE BUILDING WITH ROOFTOP ACCESS..FIRST FLOOR RETAIL SPACE AND INTERIOR 29 CAR GARAGE AS PER PLANS.. RETAIL ON 1ST FLOOR, 60 RESIDENTIAL UNITS 2ND THRU 5TH FLOOR.",50456.52,1500.0,27231.0,79187.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79187.52,7870000.0,1.0,1700 N WESTERN AVE,2019.0
66,AKINDELE ANTHONY,ARCHITECT,3012007.0,100805176,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-10-28,10/28/2019,0.0,2310,S,STATE,ST,*DIRECT DEV SERVICES* NEW CONSTRUCTION OF A 6-STORY AFFORDABLE HOUSING PROJECT WITH 103 TOTAL DWELLING UNITS INCLUDING GROUND FLOOR RETAIL AND SURFACE PARKING. BUILDING B-3.,60148.0,3781.0,25132.0,89061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89061.0,2200000.0,3.0,2310 S STATE ST,2019.0
67,KHANNA KAPIL,ARCHITECT,3014361.0,100806473,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-03-06,06/28/2019,114.0,215,N,PEORIA,ST,***DIRECT DEVELOPER SERVICES*** FOUNDATION AND PARTIAL SUPERSTRUCTURE (UP TO THE TOP OF LEVEL TWO SLAB) FOR A PROPOSED THIRTEEN (13) STORY OFFICE BUILDING WITH 54 PARKING SPACES AND RETAIL/COMMERCIAL ON THE GROUND FLOOR AS PER PLANS,11045.51,75.0,0.0,11120.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11120.51,3000000.0,27.0,215 N PEORIA ST,2019.0
68,FRISCH MARK,ARCHITECT,3015630.0,100807209,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-12-16,12/17/2019,1.0,2652,W,OGDEN,AVE,***DIRECT DEVELOPER SERVICES*** NEW THREE (3) STORY OFFICE BUILDING WITH RETAIL ON THE GROUND FLOOR AND 92 OPEN AIR PARKING SPACES; ALL AS PER PLANS,27332.8,1493.0,0.0,28825.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28825.8,12000000.0,28.0,2652 W OGDEN AVE,2019.0
69,WATERS ROBERT,ARCHITECT,3018727.0,100809154,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-08-05,08/05/2019,0.0,12144,S,AVENUE O,,"***DIRECT DEVELOPER SERVICES*** SHELL AND CORE WITH FOUNDATION OF ONE-STORY, HIGH BAY, PRE-CAST WAREHOUSE/MANUFACTURING USE BUILDING ON SHALLOW FOOTINGS TO INCLUDE BASE BUILDING MECHANICAL SYSTEMS.",134579.63,6106.0,0.0,140685.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140685.63,13500000.0,10.0,,2019.0
70,DESMARAIS TOD MICHAEL,ARCHITECT,3036495.0,100820170,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-02-13,02/13/2020,0.0,2155,N,ELSTON,AVE,**DIRECT DEV SERVICES** FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A 7-STORY APARTMENT BUILDING WITH RETAIL AND PARKING AT GRADE. BASEMENT REMOVED FROM SCOPE. FOUNDATIONS ONLY PERMIT REVIEWED UNDER 100816649,188337.0,5326.0,752.0,194415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194415.0,12000000.0,32.0,2155 N ELSTON AVE,2020.0
71,KNAPP ROXANNE M,ARCHITECT,3113776.0,100866826,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2020-03-11,03/25/2020,14.0,11554,S,AVENUE O,,*DIRECT DEVELOPER SERVICES * NEW CONSTRUCTION - PREFABRICATED METAL FRAME BUILDING BUILDING ON CONCRETE FOUNDATION FOR PROCESS EQUIPMENT; CLASS IV-A RECYCLING FACILITY. [BLDG. 'C'],12625.15,1121.0,0.0,13746.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13746.15,9000000.0,10.0,,2020.0
72,KNAPP ROXANNE M,ARCHITECT,3122150.0,100873689,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-05-08,05/08/2020,0.0,11554,S,AVENUE O,,*DIRECT DEVELOPER SERVICES* NEW CONSTRUCTION BUILDING PERMIT FOR A PROPOSED TWO STORY 9000HP SHREDDER-MOTOR ROOM AND ELECTRICAL ENCLOSURE. THE 2STORY ENCLOSURE IS CONNECTED AT THE NORTH TO THE SHREDDER ENCLOSURE RECYCLING FUNCTION. CONSULTANT REVIEWER: V3 COMPANIES OF ILLINOIS  [BLDG. 'D'],8206.95,663.0,0.0,8869.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8869.95,9000000.0,10.0,,2020.0
73,PLUNKARD JAMES M,ARCHITECT,3127223.0,100877958,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-09-01,10/15/2020,44.0,237,N,ABERDEEN,ST,**DIRECT DEV SERVICES**  FOUNDATIONS AND BASEMENT PERMIT FOR THE NEW CONSTRUCTION OF A 12-STORY OFFICE BUILDING WITH BASEMENT PARKING GARAGE AND GROUND FLOOR RETAIL. **2019 CHICAGO CONSTRUCTION CODES** CONSULTANT REVIEWER: PRIMERA ENGINEERING,7602.93,75.0,0.0,7677.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7677.93,3000000.0,27.0,237 N ABERDEEN ST,2020.0
74,KERWIN THOMAS PATRICK,ARCHITECT,3128722.0,100879049,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-07-21,08/05/2020,15.0,918,W,SCHOOL,ST,**DIRECT DEV SERVICES** REVISION TO PERMIT 100794249. REVISIONS INCLUDE NEW BLACK IRON DUCT FOR FUTURE TENANT AND REVISION TO DWELLING UNIT KITCHENS.,3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,500000.0,44.0,918 W SCHOOL ST,2020.0
75,PLUNKARD JAMES M,ARCHITECT,3143149.0,100890322,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-12-02,03/05/2021,93.0,237,N,ABERDEEN,ST,"DDS 2019 CBC: FULL BUILDING PERMIT FOR NEW CONSTRUCTION A 12-STORY OFFICE BUILDING  WITH BASEMENT PARKING AND GROUND FL RETAIL. PRIOR PHASE FOUNDATIONS AND BASEMENT PERMIT UNDER 100877958. (OCCUPANCY GROUP A-2, B, M, S-2; TYPE IB CONSTRUCTION) CONSULTANT REVIEWER: PRIMERA ENGINEERING",92499.55,4016.0,0.0,96515.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96515.55,31000000.0,27.0,237 N ABERDEEN ST,2020.0
76,FRANKLIN JEREMY,ARCHITECT,3155281.0,100899200,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2020-11-18,11/18/2020,0.0,355,E,GRAND,AVE,PD-368 INTERIOR RENO. ONLY - Revisions 10810414 & 100822799 to Level 1 include changes to room use and minor space change within the tenant space. Staff lounge and X-ray room and the associated equipment and structure are being removed from scope. Four additional exam rooms are provided. No change to toilets number provided or the elevator between Levels 1 and 2. No change to E-Business use.*CERTIFIED PLAN CORRECTIONS*,3086.89,75.0,0.0,3161.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161.89,1343948.0,42.0,355 E GRAND AVE,2020.0
77,MULLER JACOB J,ARCHITECT,300888.42,100876352,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-10-14,11/10/2020,27.0,10000,W,OHARE,ST,"***DIRECT DEVELOPER SERVICES*** ORD TERMINAL 5 EXPANSION - INTERIOR AREA BUILDOUT FOR EAST, WEST AND HEADHOUSE OF TERMINAL 5 AND FEDERAL INSPECTION SERVICES AREAS AS PER PLANS. CAISSONS ONLY PERMIT #100838564. ERS & CAISSONS PERMIT #100864812. FOUNDATION ONLY PERMIT #100838565",300888.42,75.0,0.0,300963.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300963.42,75000000.0,41.0,10000 W OHARE ST,2020.0
78,MULLER JACOB J,ARCHITECT,49553.0,100864812,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-04-21,07/01/2020,71.0,10000,W,OHARE,ST,***DIRECT DEVELOPER SERVICES*** Building caissons and ERS for proposed Terminal 5 expansion at O'Hare airport.,49553.0,75.0,0.0,49628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49628.0,4600000.0,41.0,10000 W OHARE ST,2020.0
79,MULLER JACOB J,ARCHITECT,7007.28,100854411,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-02-24,05/01/2020,67.0,10000,W,OHARE,ST,***DIRECT DEVELOPER SERVICES*** BUILDOUT OF TEMPORARY BOARDING BRIDGES FOR PROPOSED TERMINAL 5 EXPANSION AT O'HARE AIRPORT,7007.28,563.0,0.0,7570.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.28,2500000.0,41.0,10000 W OHARE ST,2020.0
80,WHITEHURST ROBIN E,ARCHITECT,8717.76,100891575,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-10-26,12/15/2020,50.0,749,W,SCHILLER,ST,"DIRECT DEVELOPER SERVICES* 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 16 DWELLING UNIT APARTMENT BUILDING WITH 9 OUTDOOR PARKING SPACES. OCCUPANCY GROUPS R-2, TYPE V-A CONSTRUCTION. SCHILLER PLACE BUILDING 1 OF 3. PLAN REVIEW FOR ALL 3 BUILDINGS TO OCCUR UNDER THIS PERMIT. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",8717.76,650.0,2865.0,12232.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12232.76,3814060.0,27.0,749 W SCHILLER ST,2020.0
81,HIRSCH HOWARD M,ARCHITECT,32324.05,100796592,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-05-07,05/07/2020,0.0,1111,W,ADDISON,ST,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED FOUR STORY COMMERCIAL BUILDING WITH RETAIL ON THE GROUND FLOOR (ALL FLOORS ABOVE ARE FOR PROPOSED ROCK CLIMBING (HEALTH CLUB)) ALL AS PER PLANS - FOUNDATION PERMIT UNDER #100778896,32324.05,1720.0,0.0,34044.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34044.05,11000000.0,44.0,1111 W ADDISON ST,2020.0
82,KOHN GARY L,ARCHITECT,166823.8,100822966,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-11-13,12/04/2019,21.0,320,N,SANGAMON,ST,*DIRECT DEVELOPER SERVICES* NEW CONSTRUCTION. 13 STORY OFFICE BUILDING AS PER PLANS. PD #1418- FOUNDATION UNDER PERMIT 100821544,166823.8,75.0,0.0,166898.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166898.8,6000000.0,27.0,320 N SANGAMON ST,2019.0
83,GIBSON GREGORY DAVID,ARCHITECT,27626.94,100845987,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-02-06,03/06/2020,29.0,4740,N,WINTHROP,AVE,*DIRECT DEV SERVICES*   FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A 4-STORY 84-UNIT APARTMENT BUILDING. FOUNDATIONS AND PARTIAL SUPERSTRUCTURE PERMITTED UNDER 100841904.,27626.94,7936.0,15605.0,51167.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51167.94,22000000.0,46.0,4740 N WINTHROP AVE,2020.0
