,Project Type,Project Name,Association Name,City,Zip,County,ID
1475,CONDOMINIUM,115 SUNRISE A CONDOMINIUM ASSOCIATION,115 SUNRISE A CONDOMINIUM ASSOCIATION,MIAMI LAKES,33016,MIAMI-DADE,236808
1477,CONDOMINIUM,"HIALEAH CLUB VILLAS CONDO ASSOC., INC","HIALEAH CLUB VILLAS ASSOC., INC",MIAMI LAKES,33016,MIAMI-DADE,277029
1478,CONDOMINIUM,"CLUB TOWER TWO, A CONDO","CLUB TOWER CONDOMINIUM ASSOCIATION, INC.",KEY BISCAYNE,33018,MIAMI-DADE,288932
1479,COOPERATIVE,ANDORIC APTS.,ANDORIC APTS INC,HOLLYWOOD,33019,BROWARD,305489
1480,COOPERATIVE,"SIRS-IMPERIAL WESTBURY, COOP","IMPERIAL WESTBURY, COOP",HOLLYWOOD,33019,BROWARD,239885
1481,COOPERATIVE,VIRGINIA ST APTS OF HOLLYWOOD INC,VIRGINIA ST APTS OF HOLLYWOOD INC,HOLLYWOOD,33019,BROWARD,266077
1482,COOPERATIVE,VIRGINIA STREET APARTMENTS-FY25,"VIRGINIA STREET APARTMENTS OF HOLLYWOOD, INC.",HOLLYWOOD,33019,BROWARD,262482
1483,COOPERATIVE,VIRGINIA STREET APTS,VIRGINIA ST APTS,HOLLYWOOD,33019,BROWARD,277072
1484,CONDOMINIUM,2711 HOLLYWOOD BEACH CONDO ASSN,2711 HOLLYWOOD BEACH CONDO ASSN,HOLLYWOOD,33019,BROWARD,215487
1485,CONDOMINIUM,2711 HOLLYWOOD BEACH CONDO ASSN,2711 HOLLYWOOD BEACH CONDO ASSN,HOLLYWOOD,33019,BROWARD,229012
1486,CONDOMINIUM,"ALLINGTON TOWERS CONDOMINIUM, INC.",ALLINGTON TOWERS CONDOMINIUM INC,HOLLYWOOD,33019,BROWARD,205201
1487,CONDOMINIUM,APOGEE BEACH CONDO,"APOGEE BEACH CONDOMINIUM ASSOCIATION, INC",HOLLYWOOD,33019,BROWARD,221610
1488,CONDOMINIUM,"AQUARIUS CONDOMINIUM ASSOCIATION, INC.","AQUARIUS CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,240662
1489,CONDOMINIUM,ATTACHE GARDEN APTS.,"ATTACHE GARDEN APTS., INC.",HOLLYWOOD,33019,BROWARD,302062
1490,CONDOMINIUM,"BAKER TOWERS, INC.","BAKER TOWERS, INC.",HOLLYWOOD,33019,BROWARD,236460
1491,CONDOMINIUM,"BEACH TERRACE RESORT CONDOMINIUM ASSOCIATION, INC.","BEACH TERRACE RESORT CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,230339
1492,CONDOMINIUM,"BRITANNIA AT QUADOMAIN, A CONDO THE",BRITANNIA AT QUADOMAIN,HOLLYWOOD,33019,BROWARD,229151
1493,CONDOMINIUM,"CAMBRIDGE TOWERS, INC.","CAMBRIDGE TOWERS, INC.",HOLLYWOOD,33019,BROWARD,239513
1494,CONDOMINIUM,CAPITAL VACATIONS CLUB,HOLLYWOOD BEACH TOWER,HOLLYWOOD,33019,BROWARD,267819
1495,CONDOMINIUM,CAPITAL VACATIONS CLUB,HOLLYWOOD BEACH TOWER,HOLLYWOOD,33019,BROWARD,267820
1496,CONDOMINIUM,CRYSTAL TOWER,CRYSTAL TOWER INC,HOLLYWOOD,33019,BROWARD,249030
1497,CONDOMINIUM,DIPLOMAT OCEANFRONT RESIDENCES,DIPLOMAT OCEANFRONT RESIDENCES,HOLLYWOOD,33019,BROWARD,225667
1498,CONDOMINIUM,EDGEWATER BEACH TOWERS CONDOMINIUM INC,EDGEWATER CONDO,HOLLYWOOD,33019,BROWARD,218500
1499,CONDOMINIUM,ENCHANTED ISLE RESORT,ENCHANTED ISLE RESORT CONDO ASSN INC,HOLLYWOOD,33019,BROWARD,285146
1500,CONDOMINIUM,"HOLLYWOOD OCEANFRONT CONDOMINIUM APTS., INC.","HOLLYWOOD OCEANFRONT CONDOMINIUM APTS., INC.",HOLLYWOOD,33019,BROWARD,237418
1501,CONDOMINIUM,MAISAIL CONDO,MAINSAIL CONDO,HOLLYWOOD,33019,BROWARD,238095
1502,CONDOMINIUM,NORTH BEACH TOWNHOMES STRUCTURAL RESERVE STUDY,NORTH BEACH TOWNHOMES ASSOCIATION,HOLLYWOOD,33019,BROWARD,219283
1503,CONDOMINIUM,OCEAN PALMS ASSOCIATION,"OCEAN PALMS ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,222550
1504,CONDOMINIUM,RENAISSANCE ON THE OCEAN,RENAISSANCE ON THE OCEAN,HOLLYWOOD,33019,BROWARD,209942
1505,CONDOMINIUM,RESERVE STUDY,HOLLYWOOD SANDS RESORT,HOLLYWOOD,33019,BROWARD,273488
1506,CONDOMINIUM,RESERVPRGM,4111 S. OCEAN DR CONDOMINIUM ASSOCIATION INC.,HOLLYWOOD,33019,BROWARD,240500
1507,CONDOMINIUM,"SAGE BEACH, A CONDO",SAGE BEACH CONDOMINIUM ASSOCIATION,HOLLYWOOD,33019,BROWARD,219243
1508,CONDOMINIUM,SEAHORSE OCEANSIDE APARTMENT CONDOMINIUM,SEAHORSE OCEANSIDE APARTMENT CONDOMINIU,HOLLYWOOD,33019,BROWARD,254515
1509,CONDOMINIUM,"SEASCAPE CONDO ASSOCIATION OF HOLLYWOOD, INC.","SEASCAPE CONDO ASSOCIATION OF HOLLYWOOD, INC.",HOLLYWOOD,33019,BROWARD,308318
1510,CONDOMINIUM,SEASCAPE CONDOMINIUM ASSOCIATION OF HOLLYWOOD INC.,SEASCAPE CONDOMINIUM ASSOCIATION OF HOLLYWOOD INC.,HOLLYWOOD,33019,BROWARD,310538
1511,CONDOMINIUM,SIRS REPORT,HOLLYWOOD SANDS RESORT,HOLLYWOOD,33019,BROWARD,265419
1512,CONDOMINIUM,SIRS REPORT,MARIPOSA CONDOMINIUM ASSO,HOLLYWOOD,33019,BROWARD,316527
1513,CONDOMINIUM,SKY HARBOR CONDOS,"SKY HARBOR CONDOMINIUMS CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,258408
1514,CONDOMINIUM,"STRATFORD TOWERS, INC.","STRATFORD TOWERS, INC.",HOLLYWOOD,33019,BROWARD,239224
1515,CONDOMINIUM,STRUCTURAL INTEGRITY REPORT,"OXFORD TOWERS, INC",HOLLYWOOD,33019,BROWARD,236727
1516,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,"HOLLYWOOD TOWERS CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,237959
1517,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,THE WAVE CONDOMINIUM,HOLLYWOOD,33019,BROWARD,237222
1518,CONDOMINIUM,THE RESIDENCES ON HOLLYWOOD BEACH CONDOMINIUM ASSOCIATION,THE RESIDENCES ON HOLLYWOOD BEACH CONDOMINIUM ASSOCIATION,HOLLYWOOD,33019,BROWARD,236313
1519,CONDOMINIUM,"THE VILLAS OF POSITANO CONDOMINIUM ASSOCIATION, INC.","THE VILLAS OF POSITANO CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,252621
1520,CONDOMINIUM,TRAFALGAR TOWERS ASSOC #2,TRAFALGAR TOWERS II CONDO ASSOCIATION,HOLLYWOOD,33019,BROWARD,291863
1521,CONDOMINIUM,TRAFALGAR TOWERS I,TRAFALGAR TOWERS ASSOCIATION INC.,HOLLYWOOD,33019,BROWARD,247058
1522,CONDOMINIUM,VALIANT HOUSE,CONDOMINIUM ASSOCIATION OF THE VALIANT HOUSE,HOLLYWOOD,33019,BROWARD,247587
1523,CONDOMINIUM,VALIANT HOUSE,CONDOMINIUM ASSOCIATION OF THE VALIANT HOUSE,HOLLYWOOD,33019,BROWARD,247602
1524,CONDOMINIUM,VICTORIA TOWERS,"VICTORIA TOWERS CONDOMINIUM ASSOCIATION, INC",HOLLYWOOD,33019,BROWARD,239237
1525,CONDOMINIUM,WATERWAY AT HOLLYWOOD BEACH CONDOMINIUM ASSOCIATION,WATERWAY AT HOLLYWOOD BEACH CONDOMINIUM ASSOCIATION INC,HOLLYWOOD,33019,BROWARD,264096
1526,CONDOMINIUM,WHITE SANDS BEACH HOMES II,"WHITE SANDS BEACH HOMES II CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,258740
1527,CONDOMINIUM,"YACHT HARBOUR VILLAS CONDOMINIUM ASSOCIATON, INC.","YACHT HARBOUR VILLAS CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,204804
1528,CONDOMINIUM,HALLMARK OF HOLLYWOOD CONDOMINIUM ASSOCIATION INC.,HALLMARK OF HOLLYWOOD CONDOMINIUM ASSOCIATION INC.,HOLLYWOOD FLORIDA,33019,BROWARD,287636
1529,COOPERATIVE,BAVARIA APARTMENTS,BAVARIA APARTMENTS INC,HOLLYWOOD,33020,BROWARD,231849
1530,COOPERATIVE,"STRUCTURAL INTEGRITY RESERVE STUDY (SIRS) FOR SIR WILLIAM APARTMENTS, INC",SIR WILLIAM APTS INC,HOLLYWOOD,33020,BROWARD,280837
1531,CONDOMINIUM,HAMPTON COURT,HAMPTON COURT INC,HOLLYWOOD,33020,BROWARD,249135
1532,CONDOMINIUM,HOLLYWOOD STATION,HOLLYWOOD STATION CONDOMINIUM ASSOCIATION,HOLLYWOOD,33020,BROWARD,237601
1533,CONDOMINIUM,HOME TOWER CONDOMINIUM,HOME TOWER CONDOMINIUM,HOLLYWOOD,33020,BROWARD,291241
1534,CONDOMINIUM,LOFTS AT HOLLYWOOD STATION CONDOMINIUM ASSOCIATION,LOFTS AT HOLLYWOOD STATION CONDOMINIUM ASSOCIATION,HOLLYWOOD,33020,BROWARD,221577
1535,CONDOMINIUM,PARADISE GARDENS LLL,ALI TEHRANY,HOLLYWOOD,33020,BROWARD,244967
1536,CONDOMINIUM,"RADIUS CONDOMINIUM ASSOCIATION, INC",RADIUS CONDOMINIUM ASSOCIATION,HOLLYWOOD,33020,BROWARD,240267
1538,CONDOMINIUM,SIRS REPORTING,FILLMORE CONDOMINIUM APTS INC,HOLLYWOOD,33020,BROWARD,221033
1539,CONDOMINIUM,SIRS STUDY,ATLANTIC SHORES,HOLLYWOOD,33020,BROWARD,293378
1540,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,BARCLAY ARMS,HOLLYWOOD,33020,BROWARD,256330
1541,CONDOMINIUM,WARRENTON HOUSE ASSOCIATION,WARRENTON HOUSE ASSOCIATION,HOLLYWOOD,33020,BROWARD,234658
1542,CONDOMINIUM,WARRENTON HOUSE ASSOCIATION,WARRENTON HOUSE ASSOCIATION,HOLLYWOOD,33020,MIAMI-DADE,262058
1543,CONDOMINIUM,"CRESCENT 515 ASSOCIATION, INC., A CONDOMINIUM","CRESCENT 515 ASSOCIATION, INC., A CONDOMINIUM",BROWARD,33021,BROWARD,235069
1544,CONDOMINIUM,BEVERLY HILLS # 7 - I&J BLDGS,BEVERLY HILLS # 7,HOLLYWOOD,33021,BROWARD,223162
1545,CONDOMINIUM,BEVERLY HILLS #8,BEVERLY HILLS CONDO #8 INC,HOLLYWOOD,33021,BROWARD,245559
1546,CONDOMINIUM,BEVERLY HILLS #11,BEVERLY HILLS CONDO #11 INC,HOLLYWOOD,33021,BROWARD,247562
1547,CONDOMINIUM,BEVERLY HILLS #12,BEVERLY HILLS CONDO CORP #12 U V W,HOLLYWOOD,33021,BROWARD,243044
1548,CONDOMINIUM,"BEVERLY HILLS CONDOMINIUMS NUMBER FOUR, INC.","BEVERLY HILLS CONDOMINIUMS NUMBER FOUR, INC.",HOLLYWOOD,33021,BROWARD,253126
1549,CONDOMINIUM,"CHATEAU DE MER CONDOMINIUM ASSOCIATION, INC.","CHATEAU DE MER CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33021,BROWARD,237186
1550,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 1,HOLLYWOOD,33021,BROWARD,222678
1551,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 1,HOLLYWOOD,33021,BROWARD,222680
1552,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 1,HOLLYWOOD,33021,BROWARD,222706
1553,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 3,HOLLYWOOD,33021,BROWARD,222716
1554,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 6,HOLLYWOOD,33021,BROWARD,224074
1555,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 11 INC,HOLLYWOOD,33021,BROWARD,222622
1556,CONDOMINIUM,CONDOMINIUM PROJECT,BEVERLY HILLS # 11 INC,HOLLYWOOD,33021,BROWARD,222625
1557,CONDOMINIUM,HILLCREST #3 CONDOS INC,HILLCREST #3 CONDOS INC,HOLLYWOOD,33021,BROWARD,221060
1558,CONDOMINIUM,HILLCREST CC APTS #05,HILLCREST CONDO #5 INC,HOLLYWOOD,33021,BROWARD,221222
1559,CONDOMINIUM,HILLCREST CC APTS #06,HILLCREST COUNTRY CLUB APTS. #6,HOLLYWOOD,33021,BROWARD,222377
1560,CONDOMINIUM,HILLCREST CC CONDO #18,"HILLCREST COUNTRY CLUB #18 CONDO, INC",HOLLYWOOD,33021,BROWARD,222423
1561,CONDOMINIUM,"HILLCREST COUNTRY CLUB NO. 9, INC","HILLCREST COUNTRY CLUB NO. 9, INC",HOLLYWOOD,33021,BROWARD,244331
1562,CONDOMINIUM,HILLCREST EAST 22,HILLCREST EAST 22,HOLLYWOOD,33021,BROWARD,229522
1563,CONDOMINIUM,HILLCREST NO 21 INC,HILLCREST NO 21 INC,HOLLYWOOD,33021,BROWARD,292902
1564,CONDOMINIUM,"LUNA AT HOLLYWOOD ""A"" CONDOMINIUM","LUNA AT HOLLYWOOD ""A"" CONDOMINIUM",HOLLYWOOD,33021,BROWARD,241477
1565,CONDOMINIUM,"LUNA AT HOLLYWOOD ""B""","LUNA AT HOLLYWOOD ""B"" CONDOMINIUM ASSOCIATION",HOLLYWOOD,33021,BROWARD,241552
1566,CONDOMINIUM,MA00003738,BEVERLY HILLS CONDO #9 INC,HOLLYWOOD,33021,BROWARD,222439
1567,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY,HILLCREST COUNTRY CLUB APTS. #9,HOLLYWOOD,33021,BROWARD,248294
1568,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,HILLCREST CC APTS #09,HOLLYWOOD,33021,BROWARD,248306
1569,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,HILLCREST CC APTS #09,HOLLYWOOD,33021,BROWARD,248308
1570,CONDOMINIUM,TOWNHOUSES OF EMERALD HILLS,"TOWNHOUSES OF EMERALD HILLS, INC.",HOLLYWOOD,33021,BROWARD,247408
1571,CONDOMINIUM,CONDADO REAL,"CONDADO REAL CONDOMINIUM ASSOCIATION, INC",PEMBROKE PARK,33023,BROWARD,248789
1572,CONDOMINIUM,SERENITY PALMS CONDOMINIUM,SERENITY PALMS CONDOMINIUM ASSOCIATION,DAVIE,33024,BROWARD,259449
1573,CONDOMINIUM,BAPTIST TOWERS CONDO,BAPTIST TOWERS CONDO,HOLLYWOOD,33024,BROWARD,236680
1574,CONDOMINIUM,CONDO PROJECT,SUZANNE PLAZA CONDO,PEMBROKE PINES,33024,BROWARD,232943
1575,CONDOMINIUM,"AVENTINE AT MIRAMAR, A CONDO",AVENTINE AT MIRAMAR CONDO ASSN INC,MIRAMAR,33025,BROWARD,293104
1577,CONDOMINIUM,FOXCROFT CONDOMINIUM APARTMENTS,FOXCROFT CONDO APTS INC,MIRAMAR,33025,BROWARD,287343
1578,CONDOMINIUM,LAKESHORE AT UNIVERSITY PARK,LAKESHORE AT UNIVERSITY PARK,MIRAMAR,33025,BROWARD,294359
1579,CONDOMINIUM,NEW PARK TOWERS,"NEW PARK TOWERS CONDOMINIUM ASSOCIATION, INC",MIRAMAR,33025,BROWARD,249909
1580,CONDOMINIUM,NEW PARK TOWERS,"NEW PARK TOWERS CONDOMINIUM ASSOCIATION, INC.",MIRAMAR,33025,BROWARD,240385
1581,CONDOMINIUM,SIRS,EL-AD RESIDENCES AT MIRAMAR CONDO ASSOCIATION,MIRAMAR,33025,BROWARD,265485
1582,CONDOMINIUM,"ST. ANDREWS OF MIRAMAR CONDOMINIUM ASSOCIATION, INC","ST. ANDREWS OF MIRAMAR CONDOMINIUM ASSOCIATION, INC",MIRAMAR,33025,BROWARD,283499
1584,CONDOMINIUM,DEVONAIRE AT PEMBROKE PINES CONDOMINIUM ASSOCIATION,DEVONAIRE AT PEMBROKE PINES CONDOMINIUM ASSOC,PEMBROKE PINES,33025,BROWARD,248637
1588,CONDOMINIUM,BUCKINGHAM AT CENTURY VILLAGE CONDO I,BUCKINGHAM I,PEMBROKE PINES,33026,BROWARD,241293
1594,CONDOMINIUM,"COLONY POINT 1 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 1 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,197923
1595,CONDOMINIUM,"COLONY POINT 1 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 1 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,205315
1596,CONDOMINIUM,"COLONY POINT 1 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 1 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,322197
1597,CONDOMINIUM,"COLONY POINT 2 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 2 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,205321
1598,CONDOMINIUM,"COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198920
1599,CONDOMINIUM,"COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198921
1600,CONDOMINIUM,"COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,205325
1601,CONDOMINIUM,"COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 3 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,322208
1602,CONDOMINIUM,"COLONY POINT 4 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 4 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198935
1603,CONDOMINIUM,"COLONY POINT 4 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 4 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,205332
1604,CONDOMINIUM,"COLONY POINT 4 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 4 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,322214
1605,CONDOMINIUM,"COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198948
1606,CONDOMINIUM,"COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198949
1607,CONDOMINIUM,"COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,205341
1608,CONDOMINIUM,"COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 5 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,322218
1609,CONDOMINIUM,"COLONY POINT 6 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 6 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198959
1610,CONDOMINIUM,"COLONY POINT 6 CONDOMINIUM ASSOCIATION, INC.","COLONY POINT 6 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,322229
1615,CONDOMINIUM,IVANHOE WEST AT CENTURY VILLAGE CONDO II,IVANHOE WEST AT CENTURY VILLAGE CONDO II,PEMBROKE PINES,33026,BROWARD,241338
1616,CONDOMINIUM,IVANHOE WEST AT CENTURY VILLAGE CONDO III,IVANHOE WEST AT CENTURY VILLAGE CONDO III,PEMBROKE PINES,33026,BROWARD,241342
1620,CONDOMINIUM,LLACOVA@CASTLEGROUP.COM,"COLONY POINT 2 CONDOMINIUM ASSOCIATION, INC.",PEMBROKE PINES,33026,BROWARD,198917
1628,CONDOMINIUM,CAMBRIDGE AT CENTURY VILLAGE CONDOMINIUM #4,CAMBRIDGE IV AT CENTURY VILLAGE CONDOMINIUM # 4,PEMBROKE PINES,33027,BROWARD,224901
1629,CONDOMINIUM,GARFIELD AT CENTURY VILLAGE,GARFIELD AT CENTURY VILLAGE,PEMBROKE PINES,33027,BROWARD,223161
1630,CONDOMINIUM,HAWTHORNE AT CENTURY VILLAGE CONDO #II,HAWTHORNE AT CENTURY VILLAGE CONDO #II,PEMBROKE PINES,33027,BROWARD,239372
1631,CONDOMINIUM,IVANHOE EAST AT CENTURY VILLAGE CONDOMINIUM # 2,IVANHOE EAST II AT CENTURY VILLAGE CONDOMINIUM # 2,PEMBROKE PINES,33027,BROWARD,224140
1632,CONDOMINIUM,IVANHOE WEST I AT CENTURY VILLAGE CONDOMINIUM # 1,IVANHOE WEST I AT CENTURY VILLAGE CONDOMINIUM # 1,PEMBROKE PINES,33027,BROWARD,224834
1633,CONDOMINIUM,NEW HAMPTON AT CENTURY VILLAGE # 1,NEW HAMPTON AT CENTURY VILLAGE CONDO 1 ASSN,PEMBROKE PINES,33027,BROWARD,223042
1634,CONDOMINIUM,PLYMOUTH AT CENTURY VILLAGE CONDO #II,PLYMOUTH AT CENTURY VILLAGE CONDO #II,PEMBROKE PINES,33027,BROWARD,239724
1635,CONDOMINIUM,PLYMOUTH AT CENTURY VILLAGE CONDOMINIUM # 1,PLYMOUTH I AT CENTURY VILLAGE CONDOMINIUM # 1,PEMBROKE PINES,33027,BROWARD,224165
1636,CONDOMINIUM,KINGSLEY II,KINGSLEY AT CENTURY VILLAGE CONDO II,PEMBROKE PINES,33029,BROWARD,222731
1637,CONDOMINIUM,"CASA GRANDE CONDOMINIUM ASSOCIATION, INC.","CASA GRANDE CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33030,MIAMI-DADE,291261
1718,CONDOMINIUM,CYPRESS PARK CONDO,"CYPRESS PARK CONDOMINIUM ASSOCIATION, INC.",POMPANO BEACH,33060,BROWARD,225227
1719,CONDOMINIUM,GARDEN ISLES APARTMENTS #2,"GARDEN ISLES APARTMENTS #2, INC.",POMPANO BEACH,33060,BROWARD,304883
1720,CONDOMINIUM,"NORTH HAMPTON COURT ASSOCIATION, INC",NORTH HAMPTON COURT,POMPANO BEACH,33060,BROWARD,248376
1721,CONDOMINIUM,SIRS REPORT - CONDOMINIUM,"BARCELONA CONDOMINIUM NORTH, INC.",POMPANO BEACH,33060,BROWARD,223790
1722,COOPERATIVE,"HILLSBORO MILE OCEAN APARTMENTS, SECTION 2, INC.","HILLSBORO MILE OCEAN APARTMENTS, SECTION 2, INC.",HILLSBORO BEACH,33062,BROWARD,266610
1723,COOPERATIVE,SIRS REPORT 2024,HILLSBORO MILE OCEAN APARTMENTS,HILLSBORO BEACH,33062,BROWARD,291390
1724,CONDOMINIUM,1200 HILLSBORO MILE,1200 HILLSBORO MILE,HILLSBORO BEACH,33062,BROWARD,239846
1725,CONDOMINIUM,CONDOMINIUM PROJECT,"OCEAN GRANDE BEACH & MARINA CONDOMINIUM ASSOCIATION, INC.",HILLSBORO BEACH,33062,BROWARD,239438
1726,CONDOMINIUM,DIAMONDHEAD,DIAMONDHEAD INC.,HILLSBORO BEACH,33062,BROWARD,289263
1727,CONDOMINIUM,HARBORSIDE AT HILLSBORO BEACH,HARBORSIDE AT HILLSBORO BEACH,HILLSBORO BEACH,33062,PALM BEACH,236108
1728,CONDOMINIUM,HIH,HILLSBORO ISLAND HOUSE CONDO APARTMENTS,HILLSBORO BEACH,33062,BROWARD,235060
1730,CONDOMINIUM,HILLSBORO IMPERIAL APARTMENTS A CONDOMINIUM,"HILLSBORO IMPERIAL CONDOMINIUM ASSOCIATION, INC",HILLSBORO BEACH,33062,BROWARD,287631
1731,CONDOMINIUM,HILLSBORO LEBARON,HILLSBORO LEBARON,HILLSBORO BEACH,33062,BROWARD,237379
1732,CONDOMINIUM,KINGSLEY ARMS,KINGSLEY ARMS,HILLSBORO BEACH,33062,BROWARD,204989
1733,CONDOMINIUM,OPAL TOWERS CONDO,OPAL TOWERS CONDO ASSOCIATION,HILLSBORO BEACH,33062,BROWARD,287392
1734,CONDOMINIUM,OPAL TOWERS WEST,"OPAL TOWERS WEST CONDOMINIUM ASSOC, INC",HILLSBORO BEACH,33062,BROWARD,259682
1735,CONDOMINIUM,"OVERLOOK, A CONDO",OVERLOOK CONDOMINIUM,HILLSBORO BEACH,33062,BROWARD,237740
1736,CONDOMINIUM,PORT DE MER CONDO,PORT DE MER CONDO,HILLSBORO BEACH,33062,BROWARD,286130
1737,CONDOMINIUM,PORT DE MER CONDO,"PORT DE MER, INC",HILLSBORO BEACH,33062,BROWARD,218699
1738,COOPERATIVE,COOP PROJECT,HILLSBORO MILE TOWER INC,HILLSBOROUGH,33062,BROWARD,230183
1739,CONDOMINIUM,LEISURE GARDENS,"LEISURE GARDENS ASSOCIATION, INC.",LAUDERDALE BY THE SE,33062,BROWARD,244993
1740,COOPERATIVE,COOPERATIVE PROJECT,DELRADO,LAUDERDALE BY THE SEA,33062,BROWARD,230004
1741,COOPERATIVE,STRUCTURAL SAFETY INSPECTION FORM,WHITTIER TOWERS APARTMENTS ASSOCIATION INC.,LAUDERDALE BY THE SEA,33062,BROWARD,297495
1742,CONDOMINIUM,AQUAZUL CONDOMINIUM ASSOCIATION,AQUAZUL CONDOMINIUM ASSOCIATION INC.,LAUDERDALE BY THE SEA,33062,BROWARD,315948
1743,CONDOMINIUM,"AQUAZUL CONDOMINIUM ASSOCIATION, INC.","AQUAZUL CONDOMINIUM ASSOCIATION, INC.",LAUDERDALE BY THE SEA,33062,BROWARD,237194
1744,CONDOMINIUM,CORNICHE CONDOMINIUM,"CORNICHE CONDOMINIUM ASSOCIATION OF BROWARD COUNTY, INC.",LAUDERDALE BY THE SEA,33062,BROWARD,311980
1745,CONDOMINIUM,"EUROPA BY-THE-SEA, A CONDO","EUROPA BY THE SEA CONDOMINIUM ASSOCIATION, INC",LAUDERDALE BY THE SEA,33062,BROWARD,235166
1746,CONDOMINIUM,OCEAN PLACE CONDOMINIUM,"OCEAN PLACE AT LAUDERDALE CONDOMINIUM ASSOCIATION, INC.",LAUDERDALE BY THE SEA,33062,BROWARD,256292
1747,CONDOMINIUM,ROYAL COAST CONDO,"ROYAL COAST CONDOMINIUM ASSOCIATION, INC.",LAUDERDALE BY THE SEA,33062,BROWARD,242964
1748,CONDOMINIUM,"CRISTELLE CONDOMINIUM OF BROWARD COUNTY, INC.",CRISTELLE CONDOMINIUM OF BROWARD COUNTY INC,LAUDERDALE-BY-THE-SEA,33062,BROWARD,240202
1749,CONDOMINIUM,SIRS,CRISTELLE CAY CONDO,LAUDERDALE-BY-THE-SEA,33062,BROWARD,251079
