,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,year
3319,Lindenwood,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$1,070,000","$1,070,000","$1,070,000",1,2025
3334,Little Italy,Manhattan,Q3 2025,Mixed-Use,Commercial,"$10,938,888","$10,938,888","$10,938,888",1,2025
3335,Little Italy,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$2,725,000","$2,725,000","$2,725,000",1,2025
3345,Little Neck,Queens,Q2 2025,Co-op,Commercial,"$400,000","$400,000","$400,000",1,2025
3371,Locust Point,Bronx,Q2 2025,Single-Family Home,Commercial,"$533,375","$533,375","$533,375",1,2025
3378,Locust Point,Bronx,Q4 2025,Single-Family Home,Commercial,"$490,000","$490,000","$490,000",1,2025
3382,Long Island City,Queens,Q1 2025,Mixed-Use,Commercial,"$1,980,000","$1,980,000","$1,980,000",1,2025
3383,Long Island City,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$13,150,000","$3,375,000","$3,287,500",4,2025
3385,Long Island City,Queens,Q1 2025,Office,Commercial,"$4,800,000","$4,800,000","$4,800,000",1,2025
3388,Long Island City,Queens,Q1 2026,Condo,Commercial,"$560,000","$560,000","$560,000",1,2026
3390,Long Island City,Queens,Q1 2026,Mixed-Use,Commercial,"$5,017,119","$1,600,000","$1,672,373",3,2026
3391,Long Island City,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$14,938,043","$2,869,022","$3,734,511",4,2026
3395,Long Island City,Queens,Q2 2025,Condo,Commercial,"$1,345,499","$672,749","$672,749",2,2025
3397,Long Island City,Queens,Q2 2025,Industrial,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2025
3398,Long Island City,Queens,Q2 2025,Mixed-Use,Commercial,"$3,150,000","$1,575,000","$1,575,000",2,2025
3399,Long Island City,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$17,423,000","$1,437,500","$2,177,875",8,2025
3405,Long Island City,Queens,Q3 2025,Mixed-Use,Commercial,"$5,500,000","$1,700,000","$1,833,333",3,2025
3406,Long Island City,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$21,320,000","$1,500,000","$1,938,182",11,2025
3411,Long Island City,Queens,Q4 2024,Mixed-Use,Commercial,"$3,450,000","$3,450,000","$3,450,000",1,2024
3412,Long Island City,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2024
3416,Long Island City,Queens,Q4 2025,Mixed-Use,Commercial,"$4,400,000","$1,200,000","$1,466,667",3,2025
3417,Long Island City,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$33,940,000","$1,971,000","$5,656,667",6,2025
3420,Longwood,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$2,649,000","$1,324,500","$1,324,500",2,2025
3422,Longwood,Bronx,Q1 2026,Mixed-Use,Commercial,"$910,000","$910,000","$910,000",1,2026
3423,Longwood,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2026
3426,Longwood,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2025
3429,Longwood,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$960,000","$960,000","$960,000",1,2025
3431,Longwood,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$1,175,000","$1,175,000","$1,175,000",1,2025
3434,Lower East Side,Manhattan,Q1 2025,Condo,Commercial,"$3,518,775","$700,000","$1,172,925",3,2025
3437,Lower East Side,Manhattan,Q1 2026,Condo,Commercial,"$21,350,000","$21,350,000","$21,350,000",1,2026
3439,Lower East Side,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$4,500,000","$4,500,000","$4,500,000",1,2026
3441,Lower East Side,Manhattan,Q2 2025,Condo,Commercial,"$15,000,000","$7,500,000","$7,500,000",2,2025
3445,Lower East Side,Manhattan,Q3 2025,Industrial,Commercial,"$1,700,000","$1,700,000","$1,700,000",1,2025
3446,Lower East Side,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$13,500,000","$13,500,000","$13,500,000",1,2025
3447,Lower East Side,Manhattan,Q4 2024,Co-op,Commercial,"$1,700,000","$1,700,000","$1,700,000",1,2024
3451,Lower East Side,Manhattan,Q4 2025,Condo,Commercial,"$63,550,000","$31,775,000","$31,775,000",2,2025
3454,Madison,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$1,475,000","$1,475,000","$1,475,000",1,2025
3459,Madison,Brooklyn,Q1 2026,Single-Family Home,Commercial,"$1,900,000","$1,900,000","$1,900,000",1,2026
3461,Madison,Brooklyn,Q2 2025,Co-op,Commercial,"$500,000","$500,000","$500,000",1,2025
3464,Madison,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2025
3476,Madison,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$1,280,000","$1,280,000","$1,280,000",1,2025
3484,Malba,Queens,Q3 2025,Land,Commercial,"$415,000","$415,000","$415,000",1,2025
3485,Malba,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$700,000","$700,000","$700,000",1,2025
3487,Malba,Queens,Q3 2025,Single-Family Home,Commercial,"$1,560,000","$1,560,000","$1,560,000",1,2025
3498,Manhattan Beach,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$824,200","$824,200","$824,200",1,2025
3514,Manhattan Valley,Manhattan,Q2 2025,Co-op,Commercial,"$1,000,000","$1,000,000","$1,000,000",1,2025
3519,Manhattan Valley,Manhattan,Q3 2025,Office,Commercial,"$13,000,010","$13,000,010","$13,000,010",1,2025
3530,Manhattanville,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$7,275,000","$7,275,000","$7,275,000",1,2025
3537,Mapleton,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$1,950,000","$1,950,000","$1,950,000",1,2025
3538,Mapleton,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$5,593,000","$1,950,000","$1,864,333",3,2025
3542,Mapleton,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$4,175,000","$2,087,500","$2,087,500",2,2026
3547,Mapleton,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$1,285,000","$1,285,000","$1,285,000",1,2025
3548,Mapleton,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$5,702,375","$2,851,188","$2,851,188",2,2025
3552,Mapleton,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$1,375,000","$1,375,000","$1,375,000",1,2025
3553,Mapleton,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$1,920,000","$1,920,000","$1,920,000",1,2025
3560,Mapleton,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$2,335,000","$1,167,500","$1,167,500",2,2025
3563,Marble Hill,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$1,875,000","$1,875,000","$1,875,000",1,2025
3569,Marble Hill,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$3,300,000","$3,300,000","$3,300,000",1,2025
3570,Marine Park,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$2,490,000","$1,245,000","$1,245,000",2,2025
3571,Marine Park,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$811,000","$811,000","$811,000",1,2025
3579,Marine Park,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$830,000","$830,000","$830,000",1,2025
3582,Marine Park,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$1,030,000","$1,030,000","$1,030,000",1,2025
3584,Marine Park,Brooklyn,Q3 2025,Single-Family Home,Commercial,"$1,450,000","$1,450,000","$1,450,000",1,2025
3597,Mariners Harbor,Staten Island,Q2 2025,Condo,Commercial,"$388,000","$388,000","$388,000",1,2025
3599,Mariners Harbor,Staten Island,Q2 2025,Multi-Family Dwelling,Commercial,"$1,375,000","$1,375,000","$1,375,000",1,2025
3617,Maspeth,Queens,Q2 2025,Mixed-Use,Commercial,"$3,400,000","$3,400,000","$3,400,000",1,2025
3619,Maspeth,Queens,Q2 2025,Single-Family Home,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2025
3620,Maspeth,Queens,Q3 2025,Mixed-Use,Commercial,"$2,025,000","$1,012,500","$1,012,500",2,2025
3623,Maspeth,Queens,Q4 2025,Industrial,Commercial,"$28,000,000","$28,000,000","$28,000,000",1,2025
3624,Maspeth,Queens,Q4 2025,Mixed-Use,Commercial,"$1,725,000","$1,725,000","$1,725,000",1,2025
3645,Melrose,Bronx,Q2 2025,Condo,Commercial,"$1,450,000","$1,450,000","$1,450,000",1,2025
3648,Melrose,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$927,225","$927,225","$927,225",1,2025
3652,Melrose,Bronx,Q4 2025,Retail,Commercial,"$950,000","$950,000","$950,000",1,2025
3654,Middle Village,Queens,Q1 2025,Mixed-Use,Commercial,"$2,599,000","$1,299,500","$1,299,500",2,2025
3661,Middle Village,Queens,Q2 2025,Mixed-Use,Commercial,"$375,000","$375,000","$375,000",1,2025
3662,Middle Village,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$1,665,000","$1,665,000","$1,665,000",1,2025
3665,Middle Village,Queens,Q3 2025,Condo,Commercial,"$830,000","$830,000","$830,000",1,2025
3674,Middle Village,Queens,Q4 2025,Mixed-Use,Commercial,"$472,858","$472,858","$472,858",1,2025
3676,Middle Village,Queens,Q4 2025,Retail,Commercial,"$4,000,000","$4,000,000","$4,000,000",1,2025
3688,Midland Beach,Staten Island,Q3 2025,Office,Commercial,"$1,400,000","$1,400,000","$1,400,000",1,2025
3699,Midwood,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$7,087,000","$1,250,000","$2,362,333",3,2025
3704,Midwood,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$620,000","$620,000","$620,000",1,2026
3706,Midwood,Brooklyn,Q1 2026,Office,Commercial,"$1,400,000","$1,400,000","$1,400,000",1,2026
3710,Midwood,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$999,000","$999,000","$999,000",1,2025
3715,Midwood,Brooklyn,Q3 2025,Industrial,Commercial,"$800,000","$400,000","$400,000",2,2025
3716,Midwood,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$757,564","$757,564","$757,564",1,2025
3717,Midwood,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$5,650,000","$5,650,000","$5,650,000",1,2025
3725,Midwood,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$2,195,000","$1,097,500","$1,097,500",2,2025
3728,Mill Basin,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$1,160,000","$1,160,000","$1,160,000",1,2025
3748,Morningside Heights,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$2,700,000","$2,700,000","$2,700,000",1,2025
3750,Morningside Heights,Manhattan,Q3 2025,Co-op,Commercial,"$600,000","$600,000","$600,000",1,2025
3761,Morris Heights,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$900,000","$900,000","$900,000",1,2025
3763,Morris Heights,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$2,600,000","$2,600,000","$2,600,000",1,2025
3766,Morris Park,Bronx,Q1 2025,Mixed-Use,Commercial,"$1,350,000","$1,350,000","$1,350,000",1,2025
3768,Morris Park,Bronx,Q1 2025,Office,Commercial,"$1,275,000","$1,275,000","$1,275,000",1,2025
3772,Morris Park,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$985,000","$985,000","$985,000",1,2025
3774,Morris Park,Bronx,Q2 2025,Single-Family Home,Commercial,"$970,000","$970,000","$970,000",1,2025
3776,Morris Park,Bronx,Q3 2025,Mixed-Use,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2025
3777,Morris Park,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$980,000","$980,000","$980,000",1,2025
3782,Morris Park,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$2,625,000","$1,312,500","$1,312,500",2,2025
3787,Morrisania,Bronx,Q1 2026,Industrial,Commercial,"$2,400,000","$2,400,000","$2,400,000",1,2026
3788,Morrisania,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$4,027,781","$2,013,891","$2,013,891",2,2026
3791,Morrisania,Bronx,Q2 2025,Mixed-Use,Commercial,"$820,000","$820,000","$820,000",1,2025
3795,Morrisania,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$5,916,105","$5,916,105","$5,916,105",1,2025
3797,Mott Haven,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$2,280,000","$2,280,000","$2,280,000",1,2025
3798,Mott Haven,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$950,000","$950,000","$950,000",1,2026
3800,Mott Haven,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$2,080,000","$2,080,000","$2,080,000",1,2025
3801,Mott Haven,Bronx,Q3 2025,Industrial,Commercial,"$6,000,000","$6,000,000","$6,000,000",1,2025
3802,Mott Haven,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$2,884,164","$2,884,164","$2,884,164",1,2025
3803,Mott Haven,Bronx,Q3 2025,Office,Commercial,"$2,800,000","$2,800,000","$2,800,000",1,2025
3804,Mott Haven,Bronx,Q4 2025,Condo,Commercial,"$445,000","$445,000","$445,000",1,2025
3808,Mt. Hope,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$6,675,000","$3,337,500","$3,337,500",2,2026
3810,Mt. Hope,Bronx,Q2 2025,Industrial,Commercial,"$1,900,000","$1,900,000","$1,900,000",1,2025
3811,Mt. Hope,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$2,300,381","$2,300,381","$2,300,381",1,2025
3813,Mt. Hope,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$3,712,500","$1,856,250","$1,856,250",2,2025
3819,Murray Hill,Manhattan,Q1 2025,Condo,Commercial,"$2,804,034","$2,804,034","$2,804,034",1,2025
3821,Murray Hill,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$2,700,000","$2,700,000","$2,700,000",1,2025
3826,Murray Hill,Manhattan,Q2 2025,Condo,Commercial,"$1,275,000","$1,275,000","$1,275,000",1,2025
3831,Murray Hill,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$10,299,105","$10,299,105","$10,299,105",1,2025
3835,Murray Hill,Manhattan,Q4 2024,Multi-Family Dwelling,Commercial,"$2,875,000","$2,875,000","$2,875,000",1,2024
3838,Murray Hill,Manhattan,Q4 2025,Mixed-Use,Commercial,"$4,300,000","$4,300,000","$4,300,000",1,2025
3841,"Murray Hill, QNS",Queens,Q1 2025,Condo,Commercial,"$495,000","$495,000","$495,000",1,2025
3843,"Murray Hill, QNS",Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$3,300,000","$3,300,000","$3,300,000",1,2025
3845,"Murray Hill, QNS",Queens,Q1 2025,Office,Commercial,"$3,700,000","$3,700,000","$3,700,000",1,2025
3847,"Murray Hill, QNS",Queens,Q1 2026,Co-op,Commercial,"$585,000","$585,000","$585,000",1,2026
3850,"Murray Hill, QNS",Queens,Q1 2026,Mixed-Use,Commercial,"$4,950,000","$2,475,000","$2,475,000",2,2026
3851,"Murray Hill, QNS",Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$1,180,000","$1,180,000","$1,180,000",1,2026
3855,"Murray Hill, QNS",Queens,Q2 2025,Condo,Commercial,"$1,633,072","$816,536","$816,536",2,2025
3857,"Murray Hill, QNS",Queens,Q2 2025,Mixed-Use,Commercial,"$2,266,550","$2,266,550","$2,266,550",1,2025
3858,"Murray Hill, QNS",Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$2,160,000","$2,160,000","$2,160,000",1,2025
3862,"Murray Hill, QNS",Queens,Q3 2025,Condo,Commercial,"$1,712,647","$1,712,647","$1,712,647",1,2025
3864,"Murray Hill, QNS",Queens,Q3 2025,Mixed-Use,Commercial,"$3,936,120","$1,968,060","$1,968,060",2,2025
3872,"Murray Hill, QNS",Queens,Q4 2025,Condo,Commercial,"$2,158,226","$2,158,226","$2,158,226",1,2025
3874,"Murray Hill, QNS",Queens,Q4 2025,Mixed-Use,Commercial,"$980,000","$980,000","$980,000",1,2025
3875,"Murray Hill, QNS",Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$4,150,000","$2,075,000","$2,075,000",2,2025
3880,New Brighton,Staten Island,Q1 2026,Land,Commercial,"$329,000","$329,000","$329,000",1,2026
3882,New Brighton,Staten Island,Q2 2025,Mixed-Use,Commercial,"$1,795,000","$897,500","$897,500",2,2025
3883,New Brighton,Staten Island,Q2 2025,Multi-Family Dwelling,Commercial,"$790,000","$790,000","$790,000",1,2025
3896,New Dorp,Staten Island,Q1 2025,Mixed-Use,Commercial,"$860,000","$860,000","$860,000",1,2025
3897,New Dorp,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
3901,New Dorp,Staten Island,Q1 2026,Land,Commercial,"$975,000","$975,000","$975,000",1,2026
3913,New Dorp,Staten Island,Q4 2025,Office,Commercial,"$959,000","$959,000","$959,000",1,2025
3919,New Dorp Beach,Staten Island,Q2 2025,Mixed-Use,Commercial,"$750,000","$750,000","$750,000",1,2025
3939,New Hyde Park,Queens,Q3 2025,Land,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
3956,New Springville,Staten Island,Q3 2025,Mixed-Use,Commercial,"$700,000","$700,000","$700,000",1,2025
3963,New Springville,Staten Island,Q4 2025,Mixed-Use,Commercial,"$780,000","$780,000","$780,000",1,2025
3967,Noho,Manhattan,Q1 2025,Condo,Commercial,"$1,060,000","$1,060,000","$1,060,000",1,2025
3969,Noho,Manhattan,Q1 2026,Co-op,Commercial,"$580,000","$580,000","$580,000",1,2026
3971,Noho,Manhattan,Q1 2026,Condo,Commercial,"$3,500,000","$3,500,000","$3,500,000",1,2026
3973,Noho,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$10,950,000","$10,950,000","$10,950,000",1,2026
3976,Noho,Manhattan,Q2 2025,Mixed-Use,Commercial,"$5,200,000","$5,200,000","$5,200,000",1,2025
3978,Noho,Manhattan,Q3 2025,Condo,Commercial,"$49,500,000","$49,500,000","$49,500,000",1,2025
3980,Noho,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$12,000,000","$12,000,000","$12,000,000",1,2025
3982,Noho,Manhattan,Q4 2024,Mixed-Use,Commercial,"$2,325,000","$2,325,000","$2,325,000",1,2024
3986,Nolita,Manhattan,Q1 2025,Mixed-Use,Commercial,"$16,400,000","$8,200,000","$8,200,000",2,2025
3988,Nolita,Manhattan,Q1 2026,Condo,Commercial,"$30,664,855","$30,664,855","$30,664,855",1,2026
3990,Nolita,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$22,250,000","$11,125,000","$11,125,000",2,2026
3994,Nolita,Manhattan,Q3 2025,Mixed-Use,Commercial,"$5,500,000","$5,500,000","$5,500,000",1,2025
4002,NoMad,Manhattan,Q2 2025,Condo,Commercial,"$9,415,695","$4,707,848","$4,707,848",2,2025
4006,NoMad,Manhattan,Q4 2024,Condo,Commercial,"$2,400,000","$2,400,000","$2,400,000",1,2024
4009,NoMad,Manhattan,Q4 2025,Condo,Commercial,"$2,200,000","$2,200,000","$2,200,000",1,2025
4011,NoMad,Manhattan,Q4 2025,Mixed-Use,Commercial,"$9,200,000","$9,200,000","$9,200,000",1,2025
4014,North Corona,Queens,Q1 2025,Mixed-Use,Commercial,"$10,875,000","$1,685,000","$1,812,500",6,2025
4015,North Corona,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$1,380,000","$1,380,000","$1,380,000",1,2025
4018,North Corona,Queens,Q1 2026,Co-op,Commercial,"$290,000","$290,000","$290,000",1,2026
4021,North Corona,Queens,Q1 2026,Land,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2026
4022,North Corona,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$10,865,000","$1,500,000","$3,621,667",3,2026
4027,North Corona,Queens,Q2 2025,Mixed-Use,Commercial,"$1,750,000","$1,750,000","$1,750,000",1,2025
4028,North Corona,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$990,000","$990,000","$990,000",1,2025
4032,North Corona,Queens,Q3 2025,Mixed-Use,Commercial,"$1,900,000","$1,900,000","$1,900,000",1,2025
4033,North Corona,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$7,000,000","$1,900,000","$2,333,333",3,2025
4036,North Corona,Queens,Q4 2024,Co-op,Commercial,"$345,000","$345,000","$345,000",1,2024
4039,North Corona,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$989,040","$989,040","$989,040",1,2024
4041,North Corona,Queens,Q4 2025,Co-op,Commercial,"$330,000","$330,000","$330,000",1,2025
4044,North Corona,Queens,Q4 2025,Mixed-Use,Commercial,"$5,980,044","$1,660,022","$1,495,011",4,2025
4045,North Corona,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$2,100,000","$2,100,000","$2,100,000",1,2025
4048,North New York,Bronx,Q1 2025,Mixed-Use,Commercial,"$729,000","$729,000","$729,000",1,2025
4049,North New York,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$9,250,000","$1,125,000","$1,850,000",5,2025
4051,North New York,Bronx,Q1 2026,Land,Commercial,"$2,780,000","$2,780,000","$2,780,000",1,2026
4052,North New York,Bronx,Q1 2026,Mixed-Use,Commercial,"$999,500","$999,500","$999,500",1,2026
4055,North New York,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$2,300,000","$2,300,000","$2,300,000",1,2025
4064,North Williamsburg,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$8,150,000","$4,075,000","$4,075,000",2,2025
4065,North Williamsburg,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$140,350,000","$8,500,000","$46,783,333",3,2025
4069,North Williamsburg,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$5,000,000","$5,000,000","$5,000,000",1,2026
4070,North Williamsburg,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$1,700,000","$1,700,000","$1,700,000",1,2026
4073,North Williamsburg,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$2,500,000","$2,500,000","$2,500,000",1,2025
4074,North Williamsburg,Brooklyn,Q2 2025,Retail,Commercial,"$60,000,000","$21,000,000","$20,000,000",3,2025
4078,North Williamsburg,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$42,350,026","$3,500,000","$8,470,005",5,2025
4083,North Williamsburg,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$4,190,000","$4,190,000","$4,190,000",1,2025
4084,North Williamsburg,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$5,184,818","$2,592,409","$2,592,409",2,2025
4090,Northeast Flatbush,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$1,775,000","$485,000","$591,667",3,2025
4091,Northeast Flatbush,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$9,266,040","$978,520","$1,544,340",6,2025
4096,Northeast Flatbush,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$3,885,000","$887,500","$971,250",4,2026
4097,Northeast Flatbush,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$7,458,617","$1,257,500","$1,491,723",5,2026
4100,Northeast Flatbush,Brooklyn,Q2 2022,Multi-Family Dwelling,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2022
4101,Northeast Flatbush,Brooklyn,Q2 2024,Mixed-Use,Commercial,"$950,000","$950,000","$950,000",1,2024
4105,Northeast Flatbush,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$4,630,000","$1,260,000","$1,543,333",3,2025
4106,Northeast Flatbush,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$3,359,901","$829,950","$839,975",4,2025
4112,Northeast Flatbush,Brooklyn,Q3 2025,Condo,Commercial,"$1,023,139","$1,023,139","$1,023,139",1,2025
4114,Northeast Flatbush,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$2,850,000","$1,425,000","$1,425,000",2,2025
4115,Northeast Flatbush,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$8,489,135","$1,267,068","$2,122,284",4,2025
4117,Northeast Flatbush,Brooklyn,Q3 2025,Office,Commercial,"$650,000","$650,000","$650,000",1,2025
4121,Northeast Flatbush,Brooklyn,Q4 2024,Land,Commercial,"$2,000,000","$2,000,000","$2,000,000",1,2024
4122,Northeast Flatbush,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$980,000","$980,000","$980,000",1,2024
4124,Northeast Flatbush,Brooklyn,Q4 2024,Retail,Commercial,"$620,000","$620,000","$620,000",1,2024
4128,Northeast Flatbush,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$2,983,750","$990,000","$994,583",3,2025
4129,Northeast Flatbush,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$4,952,500","$1,146,250","$1,238,125",4,2025
4135,Norwood,Bronx,Q1 2025,Mixed-Use,Commercial,"$950,000","$950,000","$950,000",1,2025
4136,Norwood,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$17,100,000","$4,050,000","$4,275,000",4,2025
4141,Norwood,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$29,557,390","$4,981,630","$4,926,232",6,2025
4144,Norwood,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$6,230,000","$3,115,000","$3,115,000",2,2025
4147,Norwood,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$1,550,000","$1,550,000","$1,550,000",1,2024
4148,Norwood,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$1,600,000","$1,600,000","$1,600,000",1,2025
4163,Oakland Gardens,Queens,Q2 2025,Mixed-Use,Commercial,"$1,349,000","$1,349,000","$1,349,000",1,2025
4177,Oakwood,Staten Island,Q1 2025,Office,Commercial,"$900,000","$900,000","$900,000",1,2025
4181,Oakwood,Staten Island,Q2 2025,Multi-Family Dwelling,Commercial,"$1,300,000","$1,300,000","$1,300,000",1,2025
4184,Oakwood,Staten Island,Q3 2025,Mixed-Use,Commercial,"$990,000","$990,000","$990,000",1,2025
4189,Oakwood,Staten Island,Q4 2025,Land,Commercial,"$730,000","$730,000","$730,000",1,2025
4190,Oakwood,Staten Island,Q4 2025,Mixed-Use,Commercial,"$1,530,000","$1,530,000","$1,530,000",1,2025
4204,Ocean Hill,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$1,380,000","$690,000","$690,000",2,2026
4205,Ocean Hill,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$550,000","$550,000","$550,000",1,2026
4209,Ocean Hill,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$2,005,000","$1,002,500","$1,002,500",2,2025
4212,Ocean Hill,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$1,315,000","$1,315,000","$1,315,000",1,2025
4216,Ocean Hill,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$3,225,000","$1,612,500","$1,612,500",2,2025
4220,Ocean Parkway,Brooklyn,Q1 2025,Condo,Commercial,"$350,000","$350,000","$350,000",1,2025
4222,Ocean Parkway,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$999,999","$999,999","$999,999",1,2025
4231,Ocean Parkway,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$1,600,000","$1,600,000","$1,600,000",1,2025
4232,Ocean Parkway,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$950,000","$950,000","$950,000",1,2025
